Matchup,SD @ WSH
Pitcher,Griffin Canning
Pitcher Team,SD
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,22.2,99,0.256,0.350,0.453,0.198,1.54,4,1.59,13.1%,27.5%,24.2%,28.2%,11.8%,9.53,54.5%,5.1%,11.3%,51.6%,22.6%,21.4%,14.5%
vsLHB,13.1,62,0.264,0.389,0.547,0.283,1.72,4,2.70,14.5%,30.6%,25.8%,29.6%,13.8%,10.80,54.8%,3.2%,16.2%,62.2%,24.3%,33.3%,18.9%
vsRHB,9.0,37,0.242,0.284,0.303,0.061,1.33,0,-,10.8%,21.4%,21.6%,25.8%,8.5%,8.00,54.1%,8.5%,4.0%,36.0%,20.0%,-,8.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Curtis Mead RHB,N/A,19,4.20,2,3,0.312,0.421,0.750,0.438,0.484,15.8%,15.6%,15.8%,6.2%,92.5,23.1%,7.7%,15.4%,53.8%,38.5%,73.2,25.0%,39.3%,21.4%,87.5%,61.5%,25.0%,15.4%,23.1%,23.1%,53.8%,23.1%,4.5%
Jacob Young RHB,N/A,17,3.40,2,2,0.286,0.412,0.714,0.429,0.475,5.9%,17.4%,17.6%,5.8%,93.9,9.1%,9.1%,27.3%,63.6%,27.3%,69.6,-,42.9%,23.8%,91.3%,27.3%,66.7%,9.1%,54.5%,54.5%,36.4%,9.1%,11.8%
Keibert Ruiz SHB,N/A,12,3.80,2,3,0.500,0.500,1.250,0.750,0.742,-,4.3%,-,2.2%,95.1,-,-,58.3%,58.3%,33.3%,68.7,-,55.0%,30.0%,87.0%,41.7%,40.0%,25.0%,33.3%,75.0%,16.7%,8.3%,43.8%
Luis Garcia Jr. LHB,N/A,22,3.60,1,2,0.318,0.318,0.500,0.182,0.355,-,27.7%,13.6%,16.9%,92.5,10.5%,5.3%,26.3%,57.9%,52.6%,72.5,30.2%,34.9%,16.3%,91.5%,10.5%,0.0%,47.4%,31.6%,42.1%,42.1%,15.8%,40.9%
Dylan Crews RHB,N/A,20,4.40,1,1,0.211,0.250,0.368,0.158,0.274,-,25.6%,20.0%,14.7%,94.1,6.7%,6.7%,6.7%,53.3%,26.7%,73.7,28.6%,28.6%,14.3%,83.3%,20.0%,33.3%,26.7%,46.7%,40.0%,40.0%,20.0%,40.9%
Jorbit Vivas LHB,N/A,19,2.80,1,3,0.176,0.263,0.412,0.235,0.293,10.5%,28.6%,21.1%,15.7%,86.8,15.4%,7.7%,30.8%,30.8%,7.7%,69.5,-,32.0%,12.0%,96.2%,53.8%,14.3%,7.7%,23.1%,38.5%,38.5%,23.1%,50.0%
CJ Abrams LHB,N/A,17,4.20,1,1,0.385,0.529,0.692,0.308,0.508,23.5%,30.6%,11.8%,13.6%,92.1,18.2%,18.2%,45.5%,54.5%,45.5%,73.1,28.6%,22.9%,14.3%,97.2%,27.3%,33.3%,36.4%,27.3%,54.5%,36.4%,9.1%,35.0%
Daylen Lile LHB,N/A,23,4.40,0,1,0.227,0.217,0.409,0.182,0.258,-,26.0%,17.4%,17.3%,82.7,5.3%,5.3%,26.3%,26.3%,26.3%,70.7,6.2%,16.7%,4.2%,96.0%,36.8%,0.0%,15.8%,42.1%,63.2%,15.8%,21.1%,52.9%
Nasim Nuñez SHB,N/A,18,3.40,0,0,0.111,0.111,0.111,-,0.099,-,20.0%,22.2%,10.5%,81.2,-,-,14.3%,21.4%,35.7%,68.3,2.8%,8.3%,5.6%,94.7%,28.6%,0.0%,14.3%,50.0%,50.0%,42.9%,7.1%,47.4%
Drew Millas SHB,N/A,18,4.00,0,0,0.118,0.167,0.118,-,0.135,5.6%,28.1%,22.2%,11.8%,82.2,-,-,7.7%,15.4%,15.4%,68.2,6.5%,19.4%,6.5%,96.9%,23.1%,0.0%,23.1%,38.5%,23.1%,30.8%,30.8%,30.4%
James Wood LHB,N/A,17,4.80,0,1,0.364,0.588,0.364,-,0.438,35.3%,22.2%,23.5%,7.1%,94.4,-,-,-,57.1%,42.9%,77.0,57.1%,23.8%,4.8%,77.8%,28.6%,0.0%,42.9%,28.6%,28.6%,57.1%,14.3%,14.3%
Jose Tena LHB,N/A,15,2.60,0,0,0.071,0.133,0.071,-,0.103,6.7%,51.4%,40.0%,29.0%,87.2,-,-,12.5%,37.5%,25.0%,74.2,45.7%,8.6%,8.6%,100.0%,25.0%,0.0%,25.0%,50.0%,25.0%,25.0%,50.0%,42.9%
Andres Chaparro RHB,N/A,1,2.20,0,0,1.000,1.000,1.000,-,0.890,-,0.0%,-,-,72.1,-,-,-,-,-,74.5,33.3%,-,-,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
