Matchup,COL @ SF
Pitcher,Blade Tidwell
Pitcher Team,SF
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,22.2,91,0.238,0.266,0.310,0.071,1.10,1,0.40,5.5%,29.4%,20.9%,14.7%,13.8%,7.54,69.2%,6.9%,6.1%,43.9%,18.2%,8.3%,27.3%
vsLHB,9.0,44,0.325,0.365,0.450,0.125,1.78,1,1.00,6.8%,15.9%,11.4%,7.8%,7.1%,5.00,65.9%,8.2%,11.4%,42.9%,17.1%,16.7%,37.1%
vsRHB,13.2,47,0.159,0.172,0.182,0.023,0.66,0,-,4.3%,41.1%,29.8%,21.5%,20.1%,9.22,72.3%,5.7%,-,45.2%,19.4%,-,16.1%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willi Castro SHB,,+820,29,4.00,10,3,5,92.6,329.4,6,5,50.0%,50.0%,50.0%,70.0%,60.0%,71.6,6.2%,50.0%,37.5%,100.0%,80.0%,50.0%,60.0%,30.0%,10.0%,60.0%,30.0%,10.0%,40.0%
Mickey Moniak LHB,,+440,39,4.00,10,3,3,96.8,372.3,5,4,30.0%,20.0%,30.0%,60.0%,40.0%,76.6,83.3%,58.3%,41.7%,100.0%,60.0%,50.0%,60.0%,10.0%,40.0%,60.0%,30.0%,10.0%,20.0%
Jake McCarthy LHB,,+1060,28,4.20,10,1,1,91.4,223.0,1,1,10.0%,-,10.0%,50.0%,40.0%,72.9,40.0%,40.0%,26.7%,100.0%,50.0%,30.0%,33.3%,20.0%,30.0%,20.0%,40.0%,40.0%,62.5%
Brett Sullivan LHB,,+1040,28,3.20,10,1,1,91.0,283.7,4,3,10.0%,10.0%,20.0%,40.0%,40.0%,68.9,-,69.2%,23.1%,100.0%,70.0%,40.0%,25.0%,30.0%,20.0%,30.0%,50.0%,20.0%,44.4%
Hunter Goodman RHB,—,N/A,21,3.80,10,1,3,93.4,305.8,5,3,20.0%,10.0%,30.0%,60.0%,40.0%,75.7,56.2%,43.8%,37.5%,94.1%,70.0%,50.0%,20.0%,20.0%,20.0%,30.0%,40.0%,30.0%,50.0%
Cole Carrigg SHB,,+1100,37,4.40,10,0,1,80.6,220.2,1,1,-,-,40.0%,20.0%,50.0%,75.7,54.5%,45.5%,9.1%,84.6%,70.0%,20.0%,0.0%,50.0%,10.0%,60.0%,-,40.0%,40.0%
TJ Rumfield LHB,,+950,28,3.80,10,0,0,84.3,263.0,3,0,-,-,20.0%,-,20.0%,68.7,15.4%,30.8%,-,92.9%,70.0%,50.0%,0.0%,20.0%,20.0%,20.0%,60.0%,20.0%,33.3%
Connor Norby RHB,,+890,13,3.60,10,0,2,87.8,280.5,3,1,-,-,40.0%,50.0%,20.0%,72.1,23.1%,46.2%,23.1%,100.0%,70.0%,50.0%,0.0%,20.0%,30.0%,60.0%,-,40.0%,50.0%
Troy Johnston LHB,—,N/A,22,3.20,10,0,0,96.8,251.6,2,1,-,-,10.0%,60.0%,50.0%,69.0,-,62.5%,18.8%,100.0%,60.0%,10.0%,0.0%,50.0%,40.0%,20.0%,60.0%,20.0%,66.7%
Ezequiel Tovar RHB,,+920,14,3.00,10,0,0,87.8,212.2,1,1,-,-,20.0%,40.0%,30.0%,72.1,26.1%,26.1%,8.7%,100.0%,70.0%,30.0%,0.0%,40.0%,20.0%,20.0%,70.0%,10.0%,25.0%
Jordan Beck RHB,—,N/A,9,3.20,10,0,1,85.4,313.5,4,1,20.0%,-,-,30.0%,40.0%,74.4,44.4%,66.7%,11.1%,81.8%,60.0%,30.0%,0.0%,30.0%,30.0%,40.0%,30.0%,30.0%,25.0%
Zac Veen LHB,,+640,8,3.33,1,0,0,100.8,272.7,0,0,-,-,-,100.0%,-,67.7,-,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
