Matchup,CWS @ KC
Pitcher,Randy Dobnak
Pitcher Team,KC
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,73.0,308,0.259,0.312,0.385,0.126,1.33,7,0.86,8.1%,19.1%,15.6%,14.2%,8.7%,5.92,58.3%,5.1%,4.7%,39.7%,22.4%,13.5%,18.5%
vsLHB,45.2,191,0.274,0.328,0.429,0.154,1.29,6,1.18,5.8%,16.0%,14.1%,13.5%,7.3%,5.32,55.4%,6.0%,6.0%,39.3%,24.7%,16.2%,17.3%
vsRHB,27.0,117,0.233,0.288,0.311,0.078,1.41,1,0.33,12.0%,24.2%,17.9%,15.1%,10.8%,7.00,63.2%,3.6%,2.4%,40.2%,18.3%,6.7%,20.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Teel LHB,,+875,22,4.40,8,2,2,94.1,348.0,3,3,25.0%,12.5%,25.0%,75.0%,37.5%,72.5,40.0%,60.0%,50.0%,90.9%,62.5%,50.0%,50.0%,12.5%,37.5%,50.0%,25.0%,25.0%,33.3%
Randal Grichuk RHB,—,N/A,24,3.80,8,1,1,89.3,318.5,1,1,-,-,-,37.5%,25.0%,74.2,50.0%,33.3%,8.3%,85.7%,25.0%,25.0%,50.0%,-,75.0%,25.0%,62.5%,12.5%,66.7%
Munetaka Murakami LHB,,+360,30,4.60,8,1,1,99.9,322.2,3,2,37.5%,37.5%,50.0%,62.5%,25.0%,76.4,62.5%,62.5%,62.5%,88.9%,62.5%,37.5%,33.3%,25.0%,37.5%,87.5%,12.5%,-,20.0%
Miguel Vargas RHB,,+500,28,4.60,8,1,2,84.1,325.8,4,2,25.0%,12.5%,50.0%,25.0%,50.0%,74.4,44.4%,44.4%,22.2%,81.8%,62.5%,50.0%,25.0%,12.5%,37.5%,75.0%,12.5%,12.5%,100.0%
Sam Antonacci LHB,,+1200,6,3.20,8,0,1,94.9,292.3,3,2,25.0%,-,25.0%,62.5%,62.5%,68.8,-,72.7%,18.2%,100.0%,75.0%,37.5%,0.0%,37.5%,25.0%,37.5%,50.0%,12.5%,20.0%
Braden Montgomery SHB,,+1050,18,3.40,8,0,0,86.1,287.3,0,0,-,-,-,50.0%,12.5%,68.5,-,44.4%,33.3%,100.0%,12.5%,-,-,12.5%,87.5%,12.5%,37.5%,50.0%,66.7%
Tristan Peters LHB,,+900,20,3.00,8,0,0,86.8,218.3,1,0,-,-,12.5%,25.0%,12.5%,70.3,-,33.3%,16.7%,100.0%,37.5%,25.0%,0.0%,12.5%,50.0%,50.0%,50.0%,-,28.6%
Andrew Benintendi LHB,,+725,13,2.00,8,0,0,93.2,336.4,2,1,-,-,-,50.0%,12.5%,70.3,-,50.0%,28.6%,93.3%,25.0%,25.0%,0.0%,-,75.0%,62.5%,37.5%,-,33.3%
Brenton Doyle RHB,—,N/A,16,4.00,8,0,0,89.7,294.8,3,0,-,-,-,25.0%,25.0%,73.1,22.2%,55.6%,11.1%,90.0%,50.0%,25.0%,0.0%,25.0%,50.0%,12.5%,62.5%,25.0%,60.0%
Jake Rogers RHB,,+680,15,2.40,8,0,0,91.9,254.3,1,0,-,-,25.0%,37.5%,25.0%,70.3,-,60.0%,30.0%,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,62.5%,37.5%,-,25.0%
Luisangel Acuna RHB,—,N/A,7,2.20,8,0,0,80.6,264.6,1,1,12.5%,-,-,25.0%,37.5%,73.5,40.0%,30.0%,10.0%,100.0%,37.5%,-,-,37.5%,62.5%,37.5%,25.0%,37.5%,16.7%
Colson Montgomery LHB,,+425,26,4.00,8,0,1,87.9,242.8,2,1,12.5%,12.5%,37.5%,37.5%,25.0%,76.8,81.8%,36.4%,27.3%,91.7%,37.5%,12.5%,0.0%,25.0%,37.5%,62.5%,25.0%,12.5%,20.0%
Chase Meidroth RHB,,+1200,14,4.20,8,0,0,81.4,240.7,3,2,-,-,25.0%,37.5%,37.5%,67.0,-,57.1%,42.9%,77.8%,50.0%,25.0%,0.0%,25.0%,25.0%,37.5%,62.5%,-,50.0%
