Matchup,TOR @ CLE
Pitcher,Spencer Miles
Pitcher Team,TOR
Opposing Team,CLE
Source,SyntheticGapFill

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,80.1,324,0.225,0.257,0.311,0.086,1.10,5,0.56,6.2%,18.7%,22.5%,18.9%,9.0%,8.18,67.7%,8.5%,3.5%,34.8%,20.0%,10.9%,11.3%
vsLHB,43.0,178,0.256,0.297,0.405,0.149,1.21,5,1.05,5.1%,19.5%,21.9%,18.8%,9.7%,8.16,73.0%,8.9%,6.2%,39.2%,23.8%,16.1%,14.6%
vsRHB,36.2,146,0.187,0.210,0.194,0.007,0.98,0,-,7.5%,17.6%,23.3%,18.9%,8.2%,8.35,61.2%,8.0%,-,29.0%,15.0%,-,7.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jose Ramirez SHB,,N/A,21,4.80,8,1,1,92.8,216.4,2,1,-,-,50.0%,50.0%,37.5%,71.1,20.0%,60.0%,40.0%,100.0%,62.5%,12.5%,100.0%,50.0%,12.5%,62.5%,25.0%,12.5%,0.0%
Nathaniel Lowe LHB,,N/A,20,4.20,8,1,1,99.6,289.9,3,2,25.0%,-,-,75.0%,37.5%,77.1,66.7%,66.7%,66.7%,90.0%,62.5%,37.5%,33.3%,25.0%,37.5%,25.0%,50.0%,25.0%,40.0%
Petey Halpin LHB,—,N/A,18,3.00,8,1,1,78.5,301.3,3,2,-,-,37.5%,25.0%,25.0%,70.2,-,50.0%,12.5%,80.0%,75.0%,50.0%,25.0%,25.0%,12.5%,50.0%,50.0%,-,62.5%
Jo Adell RHB,,N/A,25,4.80,8,0,0,82.2,170.0,0,0,-,-,12.5%,-,12.5%,79.4,83.3%,-,-,100.0%,25.0%,12.5%,0.0%,12.5%,50.0%,37.5%,37.5%,25.0%,20.0%
Angel Genao SHB,,N/A,18,3.40,8,0,0,91.3,248.3,1,1,-,-,12.5%,62.5%,-,73.5,7.7%,46.2%,30.8%,100.0%,50.0%,37.5%,0.0%,12.5%,50.0%,37.5%,37.5%,25.0%,50.0%
Travis Bazzana LHB,,N/A,17,4.60,8,0,0,83.6,316.1,3,0,-,-,-,37.5%,25.0%,67.5,8.3%,33.3%,8.3%,92.3%,50.0%,25.0%,0.0%,25.0%,50.0%,37.5%,37.5%,25.0%,33.3%
Chase DeLauter LHB,,N/A,11,2.80,8,0,0,95.6,294.0,3,0,-,-,-,50.0%,50.0%,71.8,16.7%,58.3%,33.3%,92.3%,62.5%,37.5%,0.0%,25.0%,37.5%,-,50.0%,50.0%,40.0%
Patrick Bailey SHB,,N/A,12,4.20,8,0,0,84.8,252.4,1,0,-,-,25.0%,37.5%,62.5%,73.2,30.8%,38.5%,15.4%,92.9%,87.5%,25.0%,0.0%,62.5%,12.5%,37.5%,37.5%,25.0%,62.5%
Austin Hedges RHB,—,N/A,20,3.60,8,0,0,80.0,228.7,1,0,-,-,-,-,25.0%,67.6,8.3%,33.3%,-,100.0%,50.0%,25.0%,0.0%,25.0%,37.5%,25.0%,50.0%,25.0%,50.0%
David Fry RHB,—,N/A,16,1.60,8,0,0,82.0,180.2,0,0,-,-,25.0%,12.5%,-,71.2,11.1%,33.3%,11.1%,100.0%,25.0%,25.0%,0.0%,-,62.5%,62.5%,25.0%,12.5%,28.6%
Angel Martinez SHB,—,N/A,16,4.40,8,0,0,89.4,230.2,0,0,-,-,12.5%,25.0%,25.0%,70.7,11.1%,77.8%,22.2%,100.0%,50.0%,37.5%,0.0%,12.5%,37.5%,37.5%,37.5%,25.0%,20.0%
Brayan Rocchio SHB,,N/A,15,3.80,8,0,0,88.6,281.4,2,0,-,-,12.5%,12.5%,37.5%,67.3,-,63.6%,9.1%,91.7%,75.0%,37.5%,0.0%,37.5%,25.0%,37.5%,37.5%,25.0%,12.5%
Steven Kwan LHB,,N/A,7,4.60,8,0,0,80.5,265.0,0,0,-,-,-,25.0%,50.0%,62.8,-,33.3%,-,100.0%,37.5%,-,-,37.5%,62.5%,12.5%,75.0%,12.5%,0.0%
