Matchup,STL @ MIN
Pitcher,Joe Ryan
Pitcher Team,MIN
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,76.1,308,0.211,0.265,0.340,0.130,1.00,7,0.83,5.2%,25.0%,27.3%,19.8%,12.6%,9.90,66.8%,7.9%,10.8%,42.4%,31.0%,9.5%,19.7%
vsLHB,44.2,183,0.206,0.271,0.359,0.153,0.96,6,1.21,4.4%,22.1%,25.1%,20.4%,11.4%,9.27,69.6%,8.9%,12.1%,47.6%,30.6%,13.2%,21.8%
vsRHB,31.1,125,0.217,0.256,0.313,0.096,1.05,1,0.29,6.4%,29.1%,30.4%,19.2%,14.0%,10.91,62.7%,6.7%,8.9%,34.2%,31.6%,4.0%,16.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pedro Pages RHB,—,N/A,24,20,2.80,1,1,0.211,0.250,0.368,0.158,0.271,5.0%,12.9%,20.0%,5.7%,76.5,234.4,1,1,6.7%,-,20.0%,20.0%,33.3%,72.8,25.9%,22.2%,7.4%,87.1%,40.0%,16.7%,13.3%,20.0%,33.3%,26.7%,40.0%,27.8%
Nolan Gorman LHB,,+490,39,15,3.20,1,1,0.083,0.267,0.333,0.250,0.270,20.0%,58.3%,53.3%,26.9%,82.9,304.8,1,1,25.0%,-,-,25.0%,25.0%,74.6,47.6%,4.8%,4.8%,87.5%,75.0%,33.3%,-,25.0%,25.0%,-,75.0%,45.5%
Jose Fermin RHB,—,N/A,18,14,3.80,1,2,0.286,0.286,0.500,0.214,0.341,-,15.0%,14.3%,6.0%,83.5,255.4,2,1,8.3%,8.3%,33.3%,33.3%,16.7%,66.7,-,47.4%,15.8%,95.0%,25.0%,33.3%,8.3%,50.0%,58.3%,25.0%,16.7%,15.4%
Jimmy Crooks LHB,,+680,5,13,3.80,1,2,0.167,0.231,0.417,0.250,0.280,7.7%,22.2%,23.1%,8.9%,91.9,320.5,3,2,11.1%,-,11.1%,44.4%,22.2%,69.5,7.1%,28.6%,14.3%,82.4%,22.2%,50.0%,22.2%,55.6%,44.4%,22.2%,33.3%,20.0%
Alec Burleson LHB,,+425,25,13,4.60,1,1,0.417,0.462,0.833,0.417,0.544,7.7%,19.0%,15.4%,8.5%,97.9,238.8,3,2,20.0%,10.0%,50.0%,60.0%,50.0%,74.0,38.1%,38.1%,28.6%,100.0%,30.0%,33.3%,30.0%,20.0%,70.0%,10.0%,20.0%,33.3%
Bryan Torres LHB,—,N/A,12,12,3.40,1,1,0.400,0.500,0.700,0.300,0.506,16.7%,25.0%,8.3%,11.8%,89.2,280.4,3,3,22.2%,11.1%,22.2%,44.4%,55.6%,66.5,-,29.2%,4.2%,100.0%,44.4%,25.0%,33.3%,22.2%,33.3%,33.3%,33.3%,31.2%
Lars Nootbaar LHB,,+500,19,12,4.00,1,2,0.182,0.250,0.545,0.364,0.335,8.3%,11.8%,25.0%,5.6%,97.2,317.8,3,2,25.0%,12.5%,25.0%,62.5%,37.5%,73.8,37.5%,37.5%,18.8%,94.1%,50.0%,25.0%,25.0%,25.0%,37.5%,50.0%,12.5%,22.2%
Masyn Winn RHB,,+1000,19,22,4.60,0,0,0.158,0.273,0.211,0.053,0.230,9.1%,20.7%,13.6%,8.8%,83.2,230.5,2,1,6.2%,-,6.2%,37.5%,37.5%,71.2,11.5%,26.9%,15.4%,89.7%,12.5%,0.0%,25.0%,50.0%,18.8%,62.5%,18.8%,30.4%
Jordan Walker RHB,,+410,19,20,4.60,0,0,0.250,0.250,0.300,0.050,0.242,-,31.6%,40.0%,14.1%,93.1,289.7,4,1,-,-,16.7%,33.3%,50.0%,78.8,82.9%,17.1%,11.4%,92.1%,8.3%,0.0%,41.7%,41.7%,25.0%,66.7%,8.3%,29.2%
Ivan Herrera RHB,,+610,27,18,4.60,0,1,0.182,0.500,0.182,-,0.367,16.7%,14.3%,11.1%,6.2%,86.5,283.2,2,1,11.1%,-,-,22.2%,44.4%,73.7,38.7%,19.4%,3.2%,91.2%,11.1%,0.0%,33.3%,55.6%,22.2%,55.6%,22.2%,27.3%
