Matchup,LAA @ TEX
Pitcher,Nathan Eovaldi
Pitcher Team,TEX
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.1,263,0.229,0.297,0.408,0.180,1.09,10,1.40,5.3%,31.3%,26.2%,27.0%,15.7%,9.65,64.0%,7.4%,8.0%,33.3%,25.3%,22.7%,17.2%
vsLHB,33.1,133,0.220,0.271,0.378,0.157,1.02,3,0.81,4.5%,30.4%,26.3%,25.5%,15.7%,9.45,66.9%,5.3%,8.8%,36.3%,26.4%,12.5%,16.5%
vsRHB,31.0,130,0.237,0.323,0.441,0.203,1.16,7,2.03,6.2%,32.2%,26.2%,28.6%,15.7%,9.87,61.1%,9.8%,7.2%,30.1%,24.1%,35.0%,18.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mike Trout RHB,,+380,28,27,4.60,3,3,0.333,0.407,0.792,0.458,0.501,7.4%,20.5%,22.2%,9.3%,91.3,305.9,5,3,22.2%,-,16.7%,61.1%,44.4%,75.4,56.4%,30.8%,23.1%,88.6%,55.5%,33.3%,50.0%,22.2%,44.4%,27.8%,44.4%,27.8%,25.0%
Josh Lowe LHB,,+680,18,11,3.60,2,4,0.400,0.455,1.100,0.700,0.637,9.1%,29.7%,18.2%,18.6%,96.5,389.5,5,5,37.5%,12.5%,25.0%,62.5%,12.5%,73.8,40.0%,14.3%,8.6%,94.6%,62.5%,62.5%,40.0%,-,37.5%,50.0%,25.0%,25.0%,37.5%
Jorge Soler RHB,,+525,22,25,4.00,1,2,0.150,0.280,0.350,0.200,0.274,16.0%,40.8%,32.0%,20.2%,94.1,292.1,5,3,7.7%,-,23.1%,46.2%,46.2%,75.8,60.4%,16.7%,8.3%,100.0%,77.0%,38.5%,20.0%,38.5%,23.1%,46.2%,46.2%,7.7%,38.5%
Nolan Schanuel LHB,,+820,15,22,4.00,1,1,0.316,0.409,0.526,0.211,0.403,13.6%,17.6%,18.2%,7.7%,87.7,250.3,2,1,-,-,13.3%,33.3%,20.0%,67.7,3.1%,28.1%,3.1%,97.0%,60.0%,40.0%,16.7%,20.0%,40.0%,26.7%,53.3%,20.0%,17.4%
Jo Adell RHB,,+520,17,17,4.00,1,1,0.133,0.235,0.333,0.200,0.256,5.9%,22.9%,11.8%,11.3%,84.7,293.0,3,2,8.3%,-,16.7%,33.3%,25.0%,77.2,76.7%,20.0%,10.0%,85.7%,50.0%,41.7%,20.0%,8.3%,50.0%,41.7%,33.3%,25.0%,39.1%
Tyler Heineman SHB,—,N/A,8,16,3.20,1,1,0.308,0.438,0.692,0.385,0.472,12.5%,16.7%,6.2%,8.8%,81.9,223.2,1,1,9.1%,9.1%,45.5%,18.2%,54.5%,65.8,-,18.2%,6.1%,91.7%,63.7%,27.3%,33.3%,36.4%,27.3%,63.6%,9.1%,27.3%,21.4%
Zach Neto RHB,,+482,33,21,4.40,0,0,0.158,0.238,0.211,0.053,0.207,9.5%,29.5%,23.8%,16.0%,84.1,235.7,4,0,-,-,14.3%,28.6%,7.1%,71.8,21.4%,16.7%,4.8%,95.5%,28.6%,28.6%,0.0%,-,50.0%,42.9%,28.6%,28.6%,50.0%
Jose Siri RHB,—,N/A,14,20,2.60,0,0,0.176,0.250,0.176,-,0.202,5.0%,25.0%,20.0%,14.3%,86.5,172.5,1,0,-,-,14.3%,21.4%,21.4%,73.4,31.2%,15.6%,9.4%,94.1%,21.4%,7.1%,0.0%,14.3%,57.1%,50.0%,28.6%,21.4%,41.2%
Denzer Guzman RHB,,+860,26,20,4.40,0,0,0.316,0.350,0.368,0.053,0.318,5.0%,13.5%,30.0%,6.4%,84.7,261.4,3,1,7.7%,-,7.7%,23.1%,30.8%,73.6,35.3%,14.7%,8.8%,91.9%,38.5%,15.4%,0.0%,23.1%,53.8%,38.5%,38.5%,23.1%,20.8%
Wade Meckler LHB,—,N/A,11,19,2.80,0,0,0.353,0.421,0.353,-,0.349,10.5%,26.7%,26.3%,12.7%,91.9,278.2,3,1,8.3%,8.3%,16.7%,58.3%,50.0%,66.2,-,32.1%,14.3%,93.3%,50.0%,25.0%,0.0%,25.0%,50.0%,33.3%,33.3%,33.3%,18.8%
