Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-07-07,Target Field,CLE @ MIN,7:40,+6%,+12%,+4%,+11%,+0.13,+0.42,+0.40,+0.99,-7%,+2%,+2%,+1%,-0.15,+0.06,+0.24,+0.06,+13%,+10%,+1%,+11%,+0.28,+0.36,+0.15,+0.93
2026-07-07,Great American BP,PHI @ CIN,7:10,+18%,-3%,+0%,+10%,+0.41,-0.09,+0.01,+0.87,+14%,+2%,-1%,+9%,+0.31,+0.07,-0.08,+0.83,+4%,-5%,+1%,+0%,+0.10,-0.17,+0.09,+0.04
2026-07-07,Nationals Park,HOU @ WAS,6:45,+10%,+7%,+4%,+8%,+0.23,+0.24,+0.39,+0.70,+3%,+4%,+3%,+3%,+0.08,+0.15,+0.29,+0.28,+7%,+2%,+1%,+5%,+0.16,+0.09,+0.11,+0.42
2026-07-07,PNC Park,ATL @ PIT,6:40,-7%,+16%,+1%,+6%,-0.15,+0.54,+0.15,+0.51,-15%,+11%,+0%,-1%,-0.33,+0.40,+0.02,-0.05,+8%,+4%,+1%,+6%,+0.18,+0.15,+0.13,+0.56
2026-07-07,Comerica Park,ATH @ DET,6:40,-8%,+7%,+6%,+3%,-0.19,+0.25,+0.68,+0.24,-11%,+2%,+6%,-1%,-0.25,+0.06,+0.64,-0.12,+3%,+5%,+0%,+4%,+0.07,+0.19,+0.04,+0.36
2026-07-07,Oriole Park,CHC @ BAL,6:35,-6%,+13%,+0%,+1%,-0.14,+0.47,+0.01,+0.10,-3%,+7%,+7%,+5%,-0.08,+0.25,+0.70,+0.45,-3%,+6%,-7%,-4%,-0.07,+0.22,-0.69,-0.35
2026-07-07,Oracle Park,TOR @ SF,9:45,-18%,+2%,+13%,+1%,-0.40,+0.06,+1.41,+0.09,-16%,+11%,+6%,+0%,-0.36,+0.40,+0.65,+0.01,-2%,-10%,+7%,+1%,-0.04,-0.34,+0.76,+0.08
2026-07-07,Rate Field,BOS @ CHW,7:40,+3%,-15%,+4%,-1%,+0.07,-0.51,+0.48,-0.07,+3%,-8%,+3%,+1%,+0.07,-0.27,+0.28,+0.08,0%,-7%,+2%,-2%,0.00,-0.24,+0.20,-0.15
2026-07-07,Dodger Stadium,COL @ LAD,10:10,+15%,-4%,-6%,-1%,+0.33,-0.12,-0.63,-0.12,+17%,-3%,-5%,+0%,+0.39,-0.12,-0.54,+0.03,-3%,0%,-1%,-2%,-0.06,-0.01,-0.09,-0.15
2026-07-07,LoanDepot Park,SEA @ MIA,6:40,-12%,+2%,-1%,-4%,-0.27,+0.06,-0.16,-0.38,-12%,+1%,-1%,-4%,-0.26,+0.03,-0.07,-0.37,0%,+1%,-1%,0%,0.00,+0.03,-0.09,-0.02
2026-07-07,Tropicana Field,NYY @ TB,6:40,-3%,-7%,-8%,-6%,-0.08,-0.23,-0.82,-0.52,-4%,-6%,-8%,-6%,-0.09,-0.22,-0.82,-0.53,+0%,0%,+0%,+0%,+0.01,-0.01,+0.01,+0.01
2026-07-07,Globe Life Field,LAA @ TEX,8:05,-10%,-7%,-2%,-7%,-0.24,-0.24,-0.17,-0.64,-10%,-7%,-1%,-7%,-0.22,-0.25,-0.15,-0.61,-1%,+0%,0%,0%,-0.02,+0.01,-0.02,-0.03
2026-07-07,Petco Park,ARI @ SD,9:40,-6%,-13%,-5%,-9%,-0.12,-0.46,-0.54,-0.78,-5%,-11%,-4%,-7%,-0.12,-0.38,-0.47,-0.65,0%,-2%,-1%,-1%,-0.01,-0.08,-0.06,-0.13
2026-07-07,Busch Stadium,MIL @ STL,7:45,-17%,-5%,+1%,-11%,-0.39,-0.16,+0.12,-0.97,-10%,-5%,+4%,-7%,-0.23,-0.18,+0.41,-0.57,-7%,+0%,-3%,-5%,-0.16,+0.02,-0.29,-0.40
2026-07-07,Busch Stadium,MIL @ STL,2:15,-16%,-8%,+1%,-12%,-0.36,-0.30,+0.11,-1.06,-10%,-5%,+3%,-7%,-0.23,-0.19,+0.37,-0.62,-5%,-3%,-2%,-5%,-0.12,-0.11,-0.26,-0.44
2026-07-07,Citi Field,KC  @ NYM,7:10,-9%,-24%,-4%,-13%,-0.20,-0.85,-0.40,-1.12,-1%,-19%,-4%,-8%,-0.02,-0.66,-0.48,-0.69,-8%,-6%,+1%,-5%,-0.17,-0.20,+0.07,-0.43
