Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Kyle Schwarber","PHI","Bubba Chandler","PIT","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","1"
"Bryce Harper","PHI","Bubba Chandler","PIT","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","1"
"Oswaldo Cabrera","NYY","Tarik Skubal","DET","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Carson Kelly","CHC","JP Sears","SD","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","1"
"Eric Wagaman","NYM","Kevin Gausman","TOR","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Jonathan Aranda","TB","Noah Cameron","KC","3","0.667","1.00","0.33","1.00","1","1","0","0","1","1","3","33.3","0.667","0"
"William Contreras","MIL","Rhett Lowder","CIN","5","0.600","0.67","0.60","1.20","2","0","0","1","1","2","6","20.0","0.600","0"
"Victor Caratini","MIN","Mike Burrows","HOU","5","0.600","1.00","0.80","1.40","1","1","0","1","2","1","7","40.0","0.600","0"
"Paul Goldschmidt","NYY","Tarik Skubal","DET","13","0.538","0.43","0.92","1.46","3","0","0","4","4","5","19","15.4","0.571","1"
"Julio Rodriguez","SEA","Jose Soriano","LAA","15","0.533","0.55","0.47","1.00","5","1","0","2","3","5","15","13.3","0.588","1"
"James Outman","DET","Cam Schlittler","NYY","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Blaze Alexander","BAL","Erick Fedde","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Jonny DeLuca","TB","Noah Cameron","KC","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.333","0"
"John Rave","KC","Griffin Jax","TB","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Leody Taveras","BAL","Erick Fedde","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Pavin Smith","ARI","Landen Roupp","SF","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Konnor Griffin","PIT","Cristopher Sanchez","PHI","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.500","0"
"Kody Clemens","MIN","Mike Burrows","HOU","4","0.500","0.50","0.75","1.25","1","0","0","1","1","3","5","25.0","0.500","0"
"Rowdy Tellez","ATL","Matthew Liberatore","STL","4","0.500","0.33","0.75","1.25","1","0","0","1","1","2","5","0.0","0.500","0"
"Byron Buxton","MIN","Mike Burrows","HOU","4","0.500","0.50","0.50","1.00","1","0","1","0","1","0","4","0.0","0.600","0"
"Ildemaro Vargas","ARI","Landen Roupp","SF","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.500","0"
"Yainer Diaz","HOU","Joe Ryan","MIN","6","0.500","0.50","0.67","1.17","1","1","0","1","2","2","7","16.7","0.500","0"
"Juan Soto","NYM","Kevin Gausman","TOR","17","0.471","0.50","0.29","0.76","5","2","0","1","3","5","13","11.8","0.690","12"
"Manny Machado","SD","Matthew Boyd","CHC","17","0.471","0.53","0.24","0.71","4","4","0","0","4","3","12","17.6","0.474","1"
"Jo Adell","LAA","Bryan Woo","SEA","11","0.455","0.50","0.91","1.36","1","1","0","3","4","6","15","36.4","0.500","1"
"Nolan Arenado","ARI","Landen Roupp","SF","9","0.444","0.57","0.33","0.78","1","3","0","0","3","1","7","22.2","0.444","0"
"Sal Frelick","MIL","Rhett Lowder","CIN","5","0.400","0.40","0.20","0.60","1","1","0","0","1","1","3","0.0","0.400","0"
"Jake Burger","TEX","Tanner Bibee","CLE","5","0.400","0.00","1.20","1.60","0","0","0","2","2","3","8","20.0","0.500","1"
"Jake Bauers","MIL","Rhett Lowder","CIN","5","0.400","0.50","0.60","1.00","1","0","0","1","1","1","5","40.0","0.400","0"
"Ketel Marte","ARI","Landen Roupp","SF","10","0.400","0.50","0.10","0.50","3","1","0","0","1","1","5","20.0","0.400","0"
"Bryan Reynolds","PIT","Cristopher Sanchez","PHI","15","0.400","0.50","0.07","0.47","5","1","0","0","1","0","7","20.0","0.438","1"
