Matchup,STL @ COL
Pitcher,Ryan Feltner
Pitcher Team,COL
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,101.2,455,0.280,0.369,0.514,0.233,1.55,19,1.68,9.9%,23.9%,16.7%,16.6%,11.6%,6.73,64.3%,8.2%,10.5%,37.2%,28.8%,19.8%,20.7%
vsLHB,52.0,242,0.286,0.376,0.500,0.214,1.69,9,1.56,12.0%,25.7%,17.4%,17.2%,12.1%,7.27,64.6%,9.5%,10.0%,36.5%,28.8%,18.4%,20.0%
vsRHB,48.2,213,0.274,0.361,0.528,0.254,1.44,10,1.85,7.5%,22.0%,16.0%,16.0%,11.0%,6.29,64.0%,6.9%,11.0%,38.0%,28.8%,21.3%,21.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joshua Baez RHB,—,N/A,10,3.00,8,1,1,86.3,290.1,3,2,-,-,50.0%,37.5%,50.0%,77.9,80.0%,30.0%,20.0%,100.0%,50.0%,25.0%,50.0%,25.0%,37.5%,62.5%,37.5%,-,50.0%
Nolan Gorman LHB,,+393,36,3.20,8,1,1,90.1,291.8,3,2,12.5%,-,50.0%,37.5%,50.0%,77.3,72.7%,36.4%,27.3%,100.0%,75.0%,62.5%,20.0%,12.5%,12.5%,50.0%,25.0%,25.0%,25.0%
Jordan Walker RHB,,+340,20,4.40,8,1,2,91.6,267.5,2,2,12.5%,-,12.5%,50.0%,50.0%,79.9,90.9%,36.4%,36.4%,91.7%,62.5%,12.5%,0.0%,50.0%,12.5%,12.5%,50.0%,37.5%,33.3%
Thomas Saggese RHB,,+710,17,3.60,8,1,1,85.0,239.5,1,1,12.5%,-,25.0%,25.0%,62.5%,72.8,20.0%,40.0%,20.0%,90.9%,75.0%,25.0%,50.0%,50.0%,25.0%,37.5%,25.0%,37.5%,42.9%
Leonardo Bernal SHB,,+650,-,4.33,2,1,1,98.7,364.8,2,2,50.0%,50.0%,50.0%,50.0%,-,73.8,50.0%,100.0%,50.0%,100.0%,100.0%,100.0%,50.0%,-,-,50.0%,50.0%,-,-
Bryan Torres LHB,,+980,12,2.40,8,0,0,91.2,211.6,1,0,-,-,12.5%,25.0%,37.5%,66.7,-,46.7%,6.7%,100.0%,37.5%,-,-,37.5%,50.0%,62.5%,12.5%,25.0%,42.9%
Nathan Church LHB,,+900,18,4.00,8,0,1,90.4,286.5,3,1,-,-,12.5%,62.5%,37.5%,70.3,8.3%,50.0%,8.3%,100.0%,75.0%,50.0%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,33.3%
Ramon Urias RHB,—,N/A,6,2.60,8,0,0,80.7,234.3,2,0,-,-,25.0%,12.5%,37.5%,71.0,8.3%,16.7%,8.3%,80.0%,50.0%,37.5%,0.0%,12.5%,37.5%,37.5%,37.5%,25.0%,28.6%
César Prieto LHB,—,N/A,13,2.20,8,0,0,77.6,282.1,1,0,-,-,12.5%,-,25.0%,68.6,11.1%,44.4%,-,90.0%,25.0%,12.5%,0.0%,12.5%,62.5%,62.5%,37.5%,-,60.0%
Ivan Herrera RHB,,+600,22,4.80,8,0,2,91.0,256.2,2,1,-,-,25.0%,50.0%,25.0%,73.6,40.0%,60.0%,30.0%,90.9%,37.5%,25.0%,0.0%,12.5%,62.5%,25.0%,50.0%,25.0%,66.7%
Jose Fermin RHB,,+980,14,4.40,8,0,0,77.0,231.4,0,0,-,-,-,12.5%,37.5%,66.6,-,40.0%,-,76.9%,37.5%,25.0%,0.0%,12.5%,50.0%,25.0%,37.5%,37.5%,40.0%
Alec Burleson LHB,,+394,18,4.20,8,0,1,96.8,262.2,1,1,-,-,-,75.0%,25.0%,75.0,66.7%,58.3%,25.0%,92.3%,25.0%,25.0%,0.0%,-,62.5%,50.0%,37.5%,12.5%,71.4%
Pedro Pages RHB,—,N/A,33,2.80,8,0,0,79.3,188.3,1,0,-,-,-,37.5%,12.5%,73.9,46.2%,23.1%,15.4%,81.2%,25.0%,25.0%,0.0%,-,62.5%,12.5%,62.5%,25.0%,60.0%
Victor Scott II LHB,—,N/A,10,3.20,8,0,0,90.5,224.9,1,0,-,-,25.0%,12.5%,37.5%,65.6,-,38.9%,5.6%,100.0%,62.5%,25.0%,0.0%,37.5%,37.5%,50.0%,25.0%,25.0%,33.3%
