HR Split,Overall
Dates,="7/9/2026"
Games,13

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,1:40 PM,Bailey Ober,vs,1.27,1.59,-0.33,2.06,10.9%,18.0%,35.0%,33.7%,8.7%,1026
2,1:40 PM,Gavin Williams,@,1.16,0.36,1.81,1.58,11.3%,26.5%,47.7%,22.8%,7.8%,1272
3,9:40 PM,Merrill Kelly,@,1.07,0.49,1.11,1.86,12.0%,18.7%,42.5%,25.5%,5.6%,1262
4,6:40 PM,Jack Perkins,@,0.94,0.29,1.22,1.73,9.6%,21.2%,40.6%,32.7%,6.8%,519
5,12:35 PM,Mitch Keller,vs,0.48,0.82,-0.52,1.61,8.1%,13.0%,45.5%,27.7%,8.6%,1299
6,1:35 PM,David Peterson,@,0.46,0.89,-0.04,1.69,7.8%,17.5%,42.4%,23.7%,7.0%,1180
7,12:35 PM,Bryce Elder,@,0.46,0.07,0.84,1.71,6.5%,22.0%,40.4%,26.0%,6.2%,1216
8,7:10 PM,Brady Singer,vs,0.38,0.78,-0.58,1.48,8.8%,17.1%,37.8%,31.4%,6.1%,1206
9,6:40 PM,Janson Junk,vs,0.37,0.39,0.14,1.48,8.2%,18.6%,43.1%,25.1%,6.8%,823
10,8:05 PM,Nathan Eovaldi,vs,0.33,0.28,0.19,1.44,7.8%,22.5%,37.9%,25.8%,6.9%,1053
11,6:40 PM,Bryce Miller,@,0.28,-0.12,0.70,1.36,8.3%,17.8%,31.4%,37.5%,7.5%,741
12,9:40 PM,Griffin Canning,vs,0.06,1.02,-1.20,1.18,9.3%,12.4%,45.2%,26.9%,6.6%,642
13,9:45 PM,Ryan Feltner,@,0.01,0.70,-0.61,1.34,6.4%,19.1%,37.2%,25.3%,8.2%,493
14,1:10 PM,Sean Manaea,vs,-0.13,-0.88,0.48,1.16,6.6%,17.3%,41.1%,25.3%,7.9%,677
15,7:45 PM,Logan Henderson,@,-0.29,-0.30,0.45,0.87,9.2%,11.7%,30.1%,33.5%,10.2%,277
16,6:40 PM,Framber Valdez,vs,-0.31,-0.49,-0.04,1.07,7.0%,15.9%,42.0%,19.1%,8.1%,1371
17,1:10 PM,Drew Rasmussen,vs,-0.44,-0.04,-0.53,0.97,6.6%,16.2%,36.4%,24.9%,8.4%,1083
18,1:10 PM,Michael Wacha,@,-0.68,-0.43,-0.28,1.03,5.7%,11.5%,34.4%,25.7%,8.0%,1316
19,8:05 PM,Reid Detmers,@,-0.69,-1.19,-0.10,0.83,7.2%,9.8%,38.0%,27.4%,7.4%,820
20,1:35 PM,Trevor Rogers,vs,-0.93,-1.28,-0.30,0.59,6.6%,7.7%,40.8%,28.5%,8.2%,899
21,2:10 PM,Anthony Kay,vs,-0.95,-0.82,-0.62,0.75,6.4%,13.2%,35.3%,20.1%,7.0%,483
22,7:45 PM,Andre Pallante,vs,-1.24,-0.76,-0.84,0.65,5.7%,13.3%,34.0%,15.8%,6.8%,1236
23,7:10 PM,Jesus Luzardo,@,-1.58,-1.37,-0.93,0.57,3.8%,12.1%,31.6%,19.9%,5.6%,1350
24,2:10 PM,Patrick Sandoval,@,-,-,-,-,-,-,-,-,-,0
