HR Split,Overall
Dates,="9/7/2026"
Games,11

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,5:10 PM,Jake Irvin,@,1.56,1.40,0.82,1.77,8.8%,29.1%,46.9%,24.0%,7.1%,1279
2,2:10 PM,Matthew Boyd,@,0.93,-1.04,1.20,1.68,9.0%,18.4%,36.3%,24.9%,6.5%,1307
3,1:10 PM,Eury Perez,vs,0.82,0.63,0.62,1.29,10.0%,13.7%,39.5%,31.9%,7.9%,1050
4,8:10 PM,Michael McGreevy,@,0.46,1.01,-0.33,1.26,8.8%,14.0%,39.1%,28.9%,6.5%,1129
5,3:10 PM,Troy Melton,vs,0.39,0.88,-0.24,1.22,7.8%,15.8%,41.5%,25.3%,7.9%,745
6,2:10 PM,Robert Gasser,vs,0.35,-0.21,0.31,1.32,7.2%,15.5%,37.0%,28.5%,7.9%,535
7,1:35 PM,Trevor Rogers,vs,0.32,-1.36,0.66,1.19,8.0%,17.9%,37.4%,22.6%,8.3%,1145
8,10:05 PM,Jacob Lopez,vs,0.30,-0.69,0.47,1.35,7.4%,11.8%,29.8%,37.9%,7.3%,986
9,1:35 PM,Grayson Rodriguez,@,0.26,0.93,-0.61,1.19,6.6%,16.5%,42.4%,26.5%,8.4%,462
10,9:10 PM,Chase Burns,@,-0.16,0.81,-1.16,0.83,7.6%,12.2%,41.9%,27.9%,7.1%,899
11,1:05 PM,Grant Holmes,@,-0.19,-0.12,0.40,0.88,7.4%,12.8%,45.6%,22.5%,6.4%,1148
12,1:10 PM,Jonah Tong,@,-0.24,-1.24,1.54,0.92,7.4%,9.6%,32.3%,37.4%,6.2%,181
13,2:10 PM,Noah Cameron,vs,-0.45,0.85,-0.62,0.82,6.2%,10.7%,37.7%,28.9%,8.1%,1323
14,1:05 PM,Jesus Luzardo,vs,-0.51,-0.83,-0.17,0.80,6.3%,15.8%,36.9%,23.0%,6.7%,1616
15,1:35 PM,Joey Cantillo,@,-0.60,-0.29,-0.29,0.74,6.4%,12.7%,39.7%,22.5%,6.8%,1130
16,10:05 PM,Dylan Cease,@,-0.60,0.00,-0.60,0.81,6.7%,14.9%,31.1%,25.8%,5.6%,1474
17,8:10 PM,Logan Webb,vs,-0.78,-0.20,-0.51,0.68,6.2%,12.1%,36.9%,20.0%,7.2%,1586
18,5:10 PM,Nick Pivetta,vs,-1.87,-0.52,-1.47,0.17,4.0%,1.9%,32.7%,33.4%,5.7%,870
