Matchup,KC @ TB
Pitcher,Luinder Avila
Pitcher Team,KC
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,37.2,165,0.277,0.360,0.447,0.170,1.65,4,0.96,13.9%,24.7%,20.0%,16.1%,10.3%,7.88,54.5%,6.7%,7.3%,31.2%,27.5%,13.3%,15.6%
vsLHB,22.2,97,0.291,0.362,0.477,0.186,1.54,3,1.19,10.3%,26.3%,20.6%,17.4%,11.8%,7.94,55.1%,7.2%,9.0%,31.3%,29.9%,15.0%,14.9%
vsRHB,14.2,68,0.255,0.356,0.400,0.145,1.84,1,0.61,19.1%,22.1%,19.1%,14.4%,8.2%,7.98,53.6%,5.9%,4.8%,31.0%,23.8%,10.0%,16.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan Vilade RHB,,+920,14,11,3.20,1,1,0.455,0.455,0.818,0.364,0.549,-,20.8%,27.3%,10.6%,100.1,232.6,1,1,12.5%,-,12.5%,75.0%,12.5%,75.5,52.2%,26.1%,26.1%,100.0%,12.5%,100.0%,-,75.0%,37.5%,50.0%,12.5%,35.7%
Hunter Feduccia LHB,,+1120,22,18,3.00,0,0,0.286,0.444,0.357,0.071,0.363,22.2%,30.3%,27.8%,12.8%,97.0,319.1,4,2,22.2%,-,22.2%,66.7%,66.7%,72.3,13.3%,26.7%,13.3%,90.9%,11.1%,0.0%,66.7%,22.2%,33.3%,44.4%,22.2%,29.4%
Junior Caminero RHB,,+310,28,12,4.20,0,0,0.182,0.250,0.182,-,0.202,8.3%,16.7%,16.7%,6.8%,97.8,316.2,1,0,-,-,11.1%,55.6%,-,80.3,100.0%,21.7%,21.7%,100.0%,11.1%,0.0%,-,88.9%,33.3%,55.6%,11.1%,18.8%
Jonathan Aranda LHB,,+490,45,25,4.40,1,1,0.318,0.400,0.500,0.182,0.391,12.0%,19.1%,28.0%,9.4%,91.2,246.8,3,1,6.7%,-,6.7%,46.7%,40.0%,70.8,15.8%,26.3%,7.9%,88.4%,13.3%,50.0%,33.3%,46.7%,20.0%,40.0%,40.0%,51.7%
Cedric Mullins LHB,—,N/A,18,21,3.80,1,1,0.316,0.381,0.474,0.158,0.377,4.8%,33.3%,28.6%,17.6%,86.3,263.2,2,2,7.7%,7.7%,23.1%,46.2%,30.8%,70.3,8.6%,25.7%,11.4%,97.2%,15.4%,50.0%,30.8%,30.8%,38.5%,23.1%,38.5%,29.4%
Yandy Diaz RHB,,+570,16,18,4.40,0,0,0.429,0.556,0.429,-,0.441,22.2%,12.9%,22.2%,4.9%,78.3,209.1,0,0,-,-,-,30.0%,30.0%,74.2,46.7%,13.3%,6.7%,96.8%,-,-,20.0%,80.0%,40.0%,30.0%,30.0%,20.0%
Victor Mesa Jr. LHB,—,N/A,33,18,3.20,1,2,0.143,0.333,0.357,0.214,0.310,22.2%,29.4%,16.7%,12.5%,88.2,276.3,4,2,20.0%,-,20.0%,30.0%,40.0%,73.4,32.3%,19.4%,6.5%,91.2%,20.0%,0.0%,30.0%,30.0%,40.0%,50.0%,10.0%,35.3%
Taylor Walls SHB,,+1260,15,17,3.60,0,1,0.286,0.353,0.357,0.071,0.308,11.8%,27.3%,29.4%,12.7%,89.7,274.3,3,1,-,-,30.0%,30.0%,60.0%,68.5,-,21.9%,3.1%,97.0%,50.0%,0.0%,30.0%,20.0%,30.0%,50.0%,20.0%,41.2%
Jonny DeLuca RHB,,+820,10,24,3.60,1,0,0.333,0.333,0.583,0.250,0.395,-,26.7%,16.7%,14.8%,82.8,247.9,2,1,5.3%,5.3%,31.6%,26.3%,31.6%,73.3,38.6%,13.6%,9.1%,97.8%,42.1%,12.5%,21.1%,31.6%,52.6%,26.3%,21.1%,31.6%
Richie Palacios LHB,—,N/A,23,22,3.00,0,1,0.250,0.318,0.350,0.100,0.296,9.1%,17.1%,18.2%,8.5%,83.6,223.7,3,2,6.2%,6.2%,18.8%,25.0%,43.8%,68.5,2.7%,18.9%,10.8%,90.2%,6.2%,0.0%,37.5%,43.8%,37.5%,43.8%,18.8%,28.6%
