Matchup,SD @ ATL
Pitcher,Chris Sale
Pitcher Team,ATL
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,105.0,426,0.221,0.266,0.313,0.092,1.06,8,0.69,5.9%,29.6%,28.9%,22.5%,14.9%,10.54,63.8%,6.8%,5.9%,32.7%,24.5%,12.1%,14.1%
vsLHB,26.0,107,0.212,0.252,0.293,0.081,1.00,1,0.35,4.7%,27.7%,30.8%,25.2%,13.2%,11.42,62.6%,5.9%,6.1%,24.2%,10.6%,14.3%,7.6%
vsRHB,78.2,319,0.223,0.270,0.320,0.096,1.08,7,0.80,6.3%,30.2%,28.2%,21.6%,15.5%,10.30,64.2%,7.1%,5.9%,35.5%,29.1%,11.9%,16.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Fernando Tatis Jr. RHB,,+550,29,4.60,10,2,2,92.4,371.9,4,4,30.0%,20.0%,20.0%,60.0%,30.0%,77.9,76.9%,46.2%,46.2%,100.0%,50.0%,30.0%,33.3%,20.0%,50.0%,50.0%,50.0%,-,50.0%
Jase Bowen RHB,,+910,13,3.00,10,0,1,85.3,322.8,2,1,10.0%,-,10.0%,40.0%,10.0%,75.6,63.6%,54.5%,18.2%,91.7%,40.0%,40.0%,0.0%,-,50.0%,70.0%,20.0%,10.0%,66.7%
Manny Machado RHB,,+438,27,4.60,10,1,3,90.9,321.8,6,4,20.0%,-,20.0%,30.0%,40.0%,73.7,40.0%,53.3%,13.3%,93.8%,90.0%,70.0%,14.3%,20.0%,10.0%,30.0%,30.0%,40.0%,37.5%
Luis Rengifo SHB,,+830,24,3.80,10,0,0,93.8,274.0,1,1,10.0%,-,-,60.0%,50.0%,73.1,23.1%,61.5%,30.8%,100.0%,50.0%,10.0%,0.0%,40.0%,50.0%,30.0%,50.0%,20.0%,37.5%
Ty France RHB,,+566,24,4.80,10,0,0,96.1,269.6,3,0,-,-,30.0%,60.0%,40.0%,73.9,41.7%,58.3%,41.7%,100.0%,70.0%,30.0%,0.0%,40.0%,30.0%,40.0%,30.0%,30.0%,42.9%
Xander Bogaerts RHB,,+900,13,4.20,10,0,0,84.3,265.8,1,0,-,-,-,40.0%,10.0%,74.7,40.0%,30.0%,10.0%,90.9%,20.0%,10.0%,0.0%,10.0%,80.0%,40.0%,30.0%,30.0%,33.3%
Jackson Merrill LHB,,+880,29,4.60,10,0,0,93.2,261.2,2,2,-,-,30.0%,60.0%,50.0%,73.1,31.6%,36.8%,15.8%,90.5%,70.0%,30.0%,0.0%,40.0%,30.0%,60.0%,30.0%,10.0%,33.3%
Freddy Fermin RHB,,+930,18,2.00,10,1,1,84.1,254.0,2,1,10.0%,10.0%,10.0%,20.0%,20.0%,70.6,11.8%,23.5%,11.8%,100.0%,60.0%,50.0%,20.0%,10.0%,20.0%,20.0%,30.0%,50.0%,37.5%
Rodolfo Durán RHB,—,N/A,5,2.80,5,0,0,89.4,238.3,1,1,20.0%,-,20.0%,20.0%,20.0%,73.8,33.3%,22.2%,11.1%,81.8%,40.0%,40.0%,0.0%,-,40.0%,40.0%,40.0%,20.0%,33.3%
Jake Cronenworth LHB,,+1300,6,4.20,10,0,0,76.0,236.6,0,0,-,-,-,20.0%,30.0%,71.5,-,15.4%,7.7%,100.0%,30.0%,-,-,30.0%,40.0%,30.0%,60.0%,10.0%,22.2%
Gavin Sheets LHB,,+613,12,2.60,10,0,1,88.1,217.3,1,0,-,-,10.0%,40.0%,30.0%,71.6,17.6%,35.3%,11.8%,89.5%,50.0%,10.0%,0.0%,40.0%,50.0%,10.0%,40.0%,50.0%,12.5%
Sung-Mun Song LHB,—,N/A,3,2.20,6,0,0,88.0,166.2,0,0,-,-,16.7%,33.3%,16.7%,71.4,22.2%,44.4%,22.2%,100.0%,16.7%,-,-,16.7%,66.7%,16.7%,66.7%,16.7%,50.0%
Luis Campusano RHB,,+720,4,3.00,5,0,0,89.6,160.4,1,1,-,-,20.0%,40.0%,40.0%,70.1,-,60.0%,20.0%,100.0%,40.0%,20.0%,0.0%,20.0%,20.0%,40.0%,20.0%,40.0%,0.0%
