HR Split,Overall
Dates,="9/4/2026"
Games,16

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:10 PM,Jameson Taillon,@,1.89,0.86,2.03,2.79,13.8%,26.2%,39.0%,37.0%,6.1%,995
2,7:10 PM,Shota Imanaga,@,1.60,1.14,1.21,2.71,11.0%,22.5%,39.4%,40.5%,6.7%,1319
3,10:10 PM,Kade Morris,@,1.10,1.74,-0.23,2.51,5.3%,33.3%,42.1%,21.1%,8.4%,150
4,2:10 PM,Logan Allen,vs,1.09,1.55,0.28,2.06,9.6%,17.4%,41.0%,39.3%,9.8%,790
5,6:45 PM,Ryan Johnson,@,0.93,0.60,0.85,1.78,11.1%,18.2%,39.2%,36.8%,8.2%,493
6,6:45 PM,Jared Jones,vs,0.83,0.37,1.13,1.87,8.7%,23.3%,43.3%,28.4%,7.4%,414
7,6:10 PM,Rhett Lowder,vs,0.54,0.37,0.39,1.59,9.8%,18.7%,36.0%,28.5%,8.1%,619
8,7:15 PM,Foster Griffin,vs,0.47,0.71,0.26,1.40,9.4%,15.9%,39.4%,32.6%,9.0%,736
9,8:05 PM,Kumar Rocker,vs,0.39,0.40,0.15,1.48,8.9%,18.8%,40.5%,26.1%,6.8%,964
10,8:10 PM,Cristian Javier,vs,0.33,-0.17,0.75,1.64,7.3%,12.8%,35.2%,38.8%,7.5%,464
11,10:10 PM,Logan Gilbert,vs,0.28,-0.13,0.82,1.45,8.7%,15.1%,38.5%,27.8%,7.5%,1358
12,7:40 PM,Zebby Matthews,@,0.24,0.36,0.02,1.21,8.6%,16.2%,45.2%,24.6%,7.9%,947
13,8:10 PM,Daniel Lynch IV,vs,0.19,-0.20,0.30,1.21,8.4%,14.9%,40.7%,28.9%,8.1%,606
14,7:15 PM,Andrew Sears,@,0.17,-,-1.26,1.42,8.7%,12.5%,30.4%,34.8%,7.8%,56
15,8:10 PM,Merrill Kelly,@,0.13,0.46,-0.51,1.30,9.6%,15.1%,38.1%,27.4%,4.5%,1481
16,8:40 PM,Ryan Feltner,vs,-0.03,-0.10,0.14,1.17,8.4%,13.5%,32.7%,29.3%,7.5%,711
17,7:40 PM,Erick Fedde,vs,-0.06,-0.35,0.52,1.07,8.8%,11.5%,37.7%,31.4%,5.9%,1224
18,6:10 PM,Shane Drohan,@,-0.06,-0.68,0.49,1.05,7.8%,14.1%,37.7%,27.0%,8.2%,568
19,9:40 PM,Walker Buehler,vs,-0.11,-0.08,-0.02,1.17,7.5%,15.7%,33.4%,22.4%,8.1%,1226
20,2:10 PM,Keider Montero,@,-0.18,-0.01,-0.14,1.01,7.5%,13.4%,35.9%,26.1%,8.0%,1078
21,7:10 PM,Matt Wilkinson,@,-0.27,-,0.23,0.77,5.1%,8.3%,48.7%,30.8%,9.9%,94
22,8:05 PM,Nick Martinez,@,-0.33,-0.25,-0.11,1.01,6.1%,11.2%,34.7%,29.7%,7.6%,1429
23,7:05 PM,Shane Baz,vs,-0.40,-0.08,-0.64,0.76,6.3%,9.8%,40.0%,29.3%,8.1%,1498
24,7:05 PM,Ranger Suarez,@,-0.57,-0.47,-0.35,0.89,5.8%,11.8%,32.2%,25.6%,6.3%,1294
25,7:10 PM,Nolan McLean,vs,-0.63,-0.26,-0.81,0.75,5.4%,10.5%,37.0%,25.6%,6.5%,954
26,6:40 PM,Cristopher Sanchez,vs,-0.70,-1.11,-0.37,0.63,5.3%,17.7%,38.7%,11.4%,6.8%,1703
27,10:10 PM,Jackson Kent,@,-0.72,-0.71,-0.45,0.47,7.1%,11.1%,41.1%,16.1%,6.4%,176
28,7:10 PM,Janson Junk,vs,-0.74,-0.39,-0.58,0.52,6.7%,7.5%,36.9%,21.6%,7.9%,965
29,9:40 PM,Max Fried,@,-1.06,-0.82,-0.75,0.57,2.5%,10.3%,31.0%,23.6%,7.7%,1281
30,8:40 PM,Andre Pallante,@,-1.10,-0.67,-0.95,0.44,4.1%,8.0%,34.4%,16.5%,8.2%,1397
31,6:40 PM,Chris Sale,@,-1.14,-0.82,-0.86,0.32,4.8%,5.3%,35.0%,24.0%,6.0%,1211
32,10:10 PM,Blake Snell,vs,-2.07,-1.61,-1.56,0.09,2.2%,2.1%,13.4%,21.2%,4.1%,602
