Matchup,MIA @ COL
Pitcher,Max Meyer
Pitcher Team,MIA
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.0,247,0.214,0.282,0.332,0.118,1.19,6,0.92,9.3%,28.5%,26.7%,23.3%,12.9%,10.07,65.5%,6.9%,7.2%,39.9%,28.8%,13.6%,15.7%
vsLHB,33.1,144,0.203,0.276,0.276,0.073,1.35,1,0.27,13.9%,30.2%,29.2%,24.6%,13.3%,11.34,61.8%,7.3%,3.8%,38.8%,25.0%,5.0%,15.0%
vsRHB,25.2,103,0.227,0.290,0.402,0.175,0.97,5,1.75,2.9%,26.0%,23.3%,21.4%,12.2%,8.42,70.5%,6.4%,11.0%,41.1%,32.9%,20.8%,16.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,,+283,33,28,4.40,3,5,0.179,0.179,0.536,0.357,0.302,-,32.7%,35.7%,18.9%,92.6,283.7,7,5,27.8%,11.1%,27.8%,44.4%,16.7%,75.4,56.2%,20.8%,16.7%,88.9%,55.5%,44.4%,37.5%,11.1%,27.8%,44.4%,33.3%,22.2%,32.1%
Brett Sullivan LHB,—,N/A,18,18,2.80,3,3,0.375,0.389,0.938,0.562,0.534,5.6%,10.8%,22.2%,5.4%,91.2,286.4,5,4,15.4%,15.4%,53.8%,30.8%,61.5%,69.9,8.7%,30.4%,8.7%,100.0%,84.6%,53.8%,42.9%,30.8%,7.7%,61.5%,30.8%,7.7%,31.2%
TJ Rumfield LHB,,+710,42,25,4.60,2,3,0.364,0.440,0.727,0.364,0.493,8.0%,27.3%,12.0%,12.4%,87.8,300.6,6,4,5.6%,-,16.7%,33.3%,38.9%,68.2,2.5%,32.5%,12.5%,93.0%,55.5%,33.3%,33.3%,22.2%,38.9%,44.4%,33.3%,22.2%,39.3%
Kyle Karros RHB,,+1040,21,20,3.40,2,2,0.333,0.400,0.778,0.444,0.489,10.0%,23.7%,20.0%,12.5%,95.0,314.8,4,4,21.4%,7.1%,14.3%,64.3%,35.7%,70.4,4.0%,32.0%,16.0%,92.6%,50.0%,35.7%,40.0%,14.3%,50.0%,57.1%,14.3%,28.6%,52.9%
Jake McCarthy LHB,,+980,39,26,4.20,1,1,0.280,0.308,0.640,0.360,0.398,3.8%,18.8%,7.7%,10.6%,85.6,270.9,6,1,4.3%,4.3%,13.0%,30.4%,47.8%,72.2,17.9%,38.5%,10.3%,84.8%,52.1%,21.7%,0.0%,30.4%,47.8%,30.4%,43.5%,26.1%,45.8%
Mickey Moniak LHB,,+434,37,23,3.60,1,1,0.045,0.087,0.182,0.136,0.120,4.3%,32.0%,30.4%,20.3%,88.7,263.6,5,2,6.7%,-,40.0%,26.7%,33.3%,74.6,57.4%,19.1%,4.3%,94.0%,60.0%,46.7%,14.3%,13.3%,26.7%,66.7%,20.0%,13.3%,59.1%
Tyler Freeman RHB,—,N/A,11,25,3.80,0,1,0.250,0.400,0.300,0.050,0.334,4.0%,4.8%,12.0%,2.5%,87.2,236.5,4,1,-,-,-,29.4%,35.3%,70.2,8.1%,32.4%,8.1%,88.1%,52.9%,23.5%,0.0%,29.4%,35.3%,17.6%,29.4%,52.9%,35.0%
Cole Carrigg SHB,,+870,31,23,3.80,0,0,0.235,0.435,0.353,0.118,0.360,21.7%,29.3%,8.7%,14.6%,82.5,249.2,2,1,-,-,13.3%,13.3%,26.7%,73.5,44.1%,17.6%,5.9%,87.2%,53.4%,26.7%,0.0%,26.7%,40.0%,46.7%,26.7%,26.7%,23.5%
Willi Castro SHB,,+610,25,22,4.80,0,0,0.143,0.182,0.190,0.048,0.168,4.5%,27.7%,31.8%,15.3%,96.0,270.6,4,2,14.3%,7.1%,28.6%,57.1%,35.7%,72.4,19.0%,23.8%,9.5%,91.3%,71.4%,35.7%,0.0%,35.7%,28.6%,42.9%,50.0%,7.1%,40.7%
Edouard Julien LHB,,+900,13,22,3.60,0,1,0.111,0.273,0.167,0.056,0.216,18.2%,25.0%,22.7%,10.4%,89.9,286.5,3,2,7.7%,-,-,46.2%,53.8%,72.1,14.3%,32.1%,3.6%,87.5%,53.9%,23.1%,0.0%,30.8%,46.2%,30.8%,46.2%,23.1%,35.0%
Ezequiel Tovar RHB,,+650,17,21,3.60,0,1,0.200,0.238,0.250,0.050,0.219,4.8%,33.3%,19.0%,22.5%,80.4,235.3,2,1,-,-,18.8%,18.8%,25.0%,72.2,20.5%,17.9%,5.1%,84.8%,43.7%,31.2%,0.0%,12.5%,43.8%,50.0%,37.5%,12.5%,65.4%
Troy Johnston LHB,,+1100,19,15,2.80,0,0,0.182,0.400,0.273,0.091,0.317,26.7%,31.0%,6.7%,14.5%,88.4,235.3,1,0,-,-,33.3%,22.2%,44.4%,69.9,4.3%,21.7%,8.7%,100.0%,77.7%,44.4%,0.0%,33.3%,22.2%,55.6%,11.1%,33.3%,46.7%
Braxton Fulford RHB,—,N/A,-,9,2.40,0,0,0.167,0.333,0.167,-,0.243,22.2%,30.8%,22.2%,11.4%,87.7,280.8,2,0,-,-,-,40.0%,40.0%,68.2,10.0%,30.0%,10.0%,90.9%,80.0%,40.0%,0.0%,40.0%,20.0%,20.0%,40.0%,40.0%,22.2%
