Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Juan Soto,LHB,NYM,Ian Seymour,L,28.9,45.5,32.6,46.4,40.2
Luis Robert,RHB,NYM,Ian Seymour,L,55.6,36.9,35.1,41.9,39.5
Justin Foscue,RHB,TEX,Gage Jump,L,32.3,32.5,25.5,66.1,38.8
Michael Busch,LHB,CHC,Kyle Harrison,L,57.1,31.2,31.3,50.1,38.5
Heriberto Hernandez,RHB,MIA,Will Dion,L,48.3,28.6,38.3,48.8,38.5
Luis Campusano,RHB,SD,Brady Singer,R,44.4,30.9,19.2,68,38
Francisco Alvarez,RHB,NYM,Ian Seymour,L,31.2,42.1,33.5,37.9,37.4
Seiya Suzuki,RHB,CHC,Kyle Harrison,L,28.3,36.7,28.7,49.9,36.8
Bryce Eldridge,LHB,SF,Bryce Elder,R,36.8,47.1,25.4,33.5,36.2
Ryan Vilade,RHB,TB,Robert Stock,R,46.7,29.4,36.3,38.6,35.5
Cal Raleigh,SHB,SEA,Payton Tolle,L,20.8,41.9,34.1,32.8,35.2
Adley Rutschman,SHB,BOS,George Kirby,R,19.8,31.3,28.1,52.4,34.5
Jonathan Aranda,LHB,TB,Robert Stock,R,20.8,36.6,21.4,50.5,33.9
Ezequiel Duran,RHB,TEX,Gage Jump,L,31,35.2,24.7,44.2,33.9
Gary Sanchez,RHB,MIL,Clay Holmes,R,37.4,34.5,33.3,32,33.8
Brady House,RHB,WSH,Ryan Gusto,R,50.8,29.2,33.1,33.3,33.6
Samuel Basallo,LHB,BAL,Tanner Gordon,R,35.3,29.8,21.4,52.3,33.5
Otto Lopez,RHB,MIA,Will Dion,L,25.6,39.5,20.2,44,33.4
Yordan Alvarez,LHB,HOU,Anthony Kay,L,48.5,26.7,35.7,32.8,33.1
Jake Burger,RHB,TEX,Gage Jump,L,52.5,18.2,23.9,54.2,32.3
Abimelec Ortiz,LHB,WSH,Ryan Gusto,R,16,25.9,34.2,45,32.2
Francisco Lindor,SHB,NYM,Ian Seymour,L,48.9,28.5,31.3,31.3,32.1
Austin Riley,RHB,ATL,Anthony Molina,R,38.5,33.2,22.7,38.5,31.9
Andres Chaparro,RHB,WSH,Ryan Gusto,R,66,27,33.3,22.7,31.7
Tim Tawa,RHB,ARI,Aaron Nola,R,31.1,27.6,33.2,35.5,31.6
Daylen Lile,LHB,WSH,Ryan Gusto,R,18.3,26.3,22.4,53.1,31
Max Muncy,RHB,ATH,Jacob deGrom,R,45.5,30.4,19.6,39.4,30.9
Pete Alonso,RHB,BAL,Tanner Gordon,R,35,24.4,23.8,45.6,30.6
Bo Bichette,RHB,NYM,Ian Seymour,L,25.7,37,35.4,17.8,30.6
Eduardo Valencia,RHB,DET,Taj Bradley,R,26.6,20.1,26.1,51.3,30.4
Mike Trout,RHB,LAA,Elmer Rodríguez,R,38.9,32.4,21.1,34.7,30.2
Jorge Mateo,RHB,TB,Robert Stock,R,60,28.3,28.3,23,30.1
Josh Bell,SHB,MIN,Jackson Jobe,R,30.9,31.4,23.8,33.8,29.7
Brooks Lee,SHB,MIN,Jackson Jobe,R,28.1,36.6,23.2,27.9,29.6
Ronald Acuna Jr.,RHB,ATL,Anthony Molina,R,43.1,26.9,23.7,34.3,29.4
Colton Cowser,LHB,BAL,Tanner Gordon,R,42.5,30.1,22.1,32,29.4
Julio Rodriguez,RHB,SEA,Payton Tolle,L,19.6,22,22,52.2,29.3
Jose Tena,LHB,WSH,Ryan Gusto,R,29.9,20.2,33.3,36.9,29.3
Miguel Vargas,RHB,CWS,Peter Lambert,R,23.2,27.1,18.8,45.1,28.7
Drake Baldwin,LHB,ATL,Anthony Molina,R,32,24.9,27.9,31.6,28.2
Junior Caminero,RHB,TB,Robert Stock,R,53.4,24.3,22.8,30.1,28.2
Munetaka Murakami,LHB,CWS,Peter Lambert,R,27.4,33.7,9.3,43.2,28.1
Randy Arozarena,RHB,SEA,Payton Tolle,L,34.4,28.3,14.9,41,28.1
Gabriel Moreno,RHB,ARI,Aaron Nola,R,32,27.8,9.9,48.5,28
