Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-11,Sutter Health Park,TB  @ ATH,9:40,+34%,+18%,+7%,+27%,+0.76,+0.64,+0.76,+2.38,+26%,+15%,+1%,+18%,+0.59,+0.51,+0.12,+1.58,+7%,+4%,+6%,+9%,+0.16,+0.13,+0.64,+0.80
2026-08-11,Nationals Park,CHC @ WAS,6:45,+13%,+3%,+2%,+6%,+0.30,+0.11,+0.19,+0.53,+5%,+4%,+2%,+3%,+0.11,+0.14,+0.25,+0.30,+8%,-1%,-1%,+3%,+0.19,-0.03,-0.06,+0.23
2026-08-11,Target Field,BAL @ MIN,7:40,+1%,+4%,+1%,+4%,+0.01,+0.13,+0.14,+0.32,-7%,+2%,+2%,+1%,-0.16,+0.08,+0.24,+0.06,+8%,+1%,-1%,+3%,+0.18,+0.04,-0.10,+0.26
2026-08-11,Dodger Stadium,KC  @ LAD,10:10,+20%,0%,-4%,+3%,+0.44,-0.01,-0.41,+0.30,+18%,-3%,-5%,+1%,+0.40,-0.10,-0.56,+0.05,+2%,+3%,+1%,+3%,+0.04,+0.10,+0.15,+0.25
2026-08-11,Rate Field,CIN @ CHW,7:40,+6%,-4%,+2%,+3%,+0.14,-0.15,+0.22,+0.27,-6%,-7%,+3%,-3%,-0.14,-0.25,+0.28,-0.24,+12%,+3%,-1%,+6%,+0.28,+0.09,-0.07,+0.52
2026-08-11,Yankee Stadium,SEA @ NYY,7:05,+22%,-13%,-4%,+3%,+0.48,-0.45,-0.45,+0.27,+6%,-13%,-6%,-5%,+0.12,-0.44,-0.63,-0.41,+16%,0%,+2%,+8%,+0.36,0.00,+0.18,+0.68
2026-08-11,Rogers Centre,BOS @ TOR,7:07,+8%,+1%,+1%,+3%,+0.18,+0.04,+0.08,+0.26,+7%,-2%,-2%,-1%,+0.15,-0.07,-0.23,-0.12,+1%,+3%,+3%,+4%,+0.03,+0.11,+0.31,+0.38
2026-08-11,Comerica Park,CLE @ DET,6:40,-4%,-1%,+7%,+1%,-0.08,-0.04,+0.77,+0.12,-11%,+0%,+6%,-2%,-0.24,+0.01,+0.61,-0.19,+7%,-1%,+1%,+4%,+0.17,-0.05,+0.16,+0.31
2026-08-11,Angel Stadium,TEX @ LAA,9:38,-4%,-1%,+4%,+1%,-0.10,-0.05,+0.38,+0.04,-8%,-4%,+1%,-4%,-0.18,-0.15,+0.14,-0.31,+4%,+3%,+2%,+4%,+0.08,+0.10,+0.24,+0.36
2026-08-11,Chase Field,COL @ ARI,9:40,-8%,+11%,+0%,+0%,-0.19,+0.37,+0.00,+0.00,-8%,+13%,+0%,+1%,-0.18,+0.45,+0.03,+0.10,0%,-2%,0%,-1%,-0.01,-0.07,-0.02,-0.10
2026-08-11,Busch Stadium,PHI @ STL,7:45,+3%,-10%,+7%,-1%,+0.06,-0.36,+0.72,-0.12,-11%,-5%,+4%,-7%,-0.25,-0.17,+0.41,-0.61,+14%,-5%,+3%,+6%,+0.31,-0.18,+0.31,+0.48
2026-08-11,Truist Park,NYM @ ATL,7:15,+5%,-5%,-2%,-2%,+0.11,-0.16,-0.25,-0.20,-2%,-6%,+1%,-3%,-0.05,-0.22,+0.15,-0.27,+7%,+2%,-4%,+1%,+0.16,+0.05,-0.39,+0.07
2026-08-11,Petco Park,MIL @ SD,9:40,-1%,-5%,-5%,-4%,-0.02,-0.17,-0.56,-0.34,-4%,-11%,-5%,-7%,-0.10,-0.39,-0.49,-0.63,+4%,+6%,-1%,+3%,+0.08,+0.22,-0.07,+0.30
2026-08-11,Oracle Park,HOU @ SF,9:45,-24%,+12%,+3%,-5%,-0.54,+0.43,+0.33,-0.46,-15%,+13%,+6%,+1%,-0.35,+0.45,+0.65,+0.07,-9%,-1%,-3%,-6%,-0.19,-0.02,-0.32,-0.53
2026-08-11,LoanDepot Park,PIT @ MIA,6:40,-13%,+1%,-2%,-5%,-0.29,+0.05,-0.20,-0.46,-13%,+1%,-1%,-5%,-0.28,+0.02,-0.10,-0.43,0%,+1%,-1%,0%,-0.01,+0.02,-0.09,-0.04
