HR Split,Overall
Dates,="7/21/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:15 PM,Walker Buehler,@,1.53,0.30,1.69,2.09,11.3%,26.2%,41.5%,27.5%,7.9%,1052
2,8:05 PM,Noah Schultz,@,1.51,-1.00,1.54,1.87,13.6%,23.6%,42.5%,29.4%,7.3%,337
3,8:10 PM,Tatsuya Imai,vs,1.47,1.12,0.25,1.82,11.9%,27.6%,44.6%,28.1%,8.5%,316
4,9:40 PM,Jack Perkins,@,1.15,0.65,0.75,1.88,9.2%,20.8%,41.3%,36.0%,6.4%,525
5,7:05 PM,Will Warren,vs,1.05,0.49,0.86,1.82,8.8%,29.0%,42.1%,22.8%,8.0%,1275
6,8:05 PM,Kumar Rocker,vs,0.69,1.39,-0.54,1.70,8.5%,18.7%,42.8%,24.0%,7.8%,785
7,7:07 PM,Kevin Gausman,vs,0.66,-0.55,1.46,1.43,10.2%,20.9%,46.3%,25.3%,5.4%,1481
8,9:38 PM,Matthew Liberatore,@,0.25,-0.06,0.37,1.35,8.7%,13.4%,39.5%,28.8%,6.6%,1165
9,8:40 PM,Carson Palmquist,@,0.21,1.72,-0.37,1.46,7.9%,19.9%,28.5%,26.1%,8.0%,249
10,9:40 PM,Luis Castillo,vs,0.20,0.59,-0.79,1.26,8.2%,16.4%,40.8%,26.2%,7.3%,1288
11,8:05 PM,David Peterson,vs,0.13,0.67,-0.35,1.44,6.1%,16.6%,42.9%,23.1%,6.7%,1200
12,8:10 PM,Tyler Phillips,@,0.08,0.25,-0.13,1.07,7.4%,15.1%,48.4%,23.6%,8.8%,732
13,7:40 PM,Brandon Sproat,vs,0.07,-0.36,0.63,1.25,7.8%,16.2%,38.4%,23.9%,8.0%,527
14,9:40 PM,Chase Burns,@,0.03,0.45,-0.71,1.04,8.7%,13.9%,38.4%,30.9%,7.3%,721
15,6:40 PM,Justin Wrobleski,@,-0.01,0.32,0.07,0.92,7.7%,11.9%,43.9%,30.3%,10.3%,824
16,7:07 PM,Drew Rasmussen,@,-0.01,0.11,-0.24,1.21,6.3%,18.7%,37.5%,24.4%,8.7%,1087
17,8:40 PM,Michael Lorenzen,vs,-0.05,-0.05,0.25,1.05,8.1%,10.8%,45.8%,24.4%,8.0%,1190
18,7:15 PM,Reynaldo Lopez,vs,-0.20,0.18,-0.55,1.09,7.5%,13.8%,35.8%,25.3%,7.6%,365
19,7:40 PM,Zach Thornton,@,-0.43,0.61,-0.69,0.52,8.5%,5.6%,38.3%,38.3%,9.2%,134
20,7:10 PM,Eduardo Rivera,vs,-0.46,-1.77,0.79,0.96,4.3%,20.0%,39.1%,21.7%,7.1%,72
21,7:05 PM,Bubba Chandler,@,-0.62,-0.03,-0.82,0.77,6.1%,10.7%,39.2%,26.3%,6.9%,664
22,7:40 PM,Tyler Mahle,@,-0.62,-0.57,-0.24,0.96,5.9%,11.3%,34.4%,26.4%,5.1%,791
23,6:40 PM,Zack Wheeler,vs,-0.63,-0.52,-0.32,0.97,4.1%,23.0%,32.3%,20.9%,5.3%,1059
24,8:05 PM,Framber Valdez,@,-0.78,-0.63,-0.37,0.74,6.0%,10.6%,41.2%,18.0%,7.4%,1400
25,7:40 PM,Luinder Avila,vs,-0.78,-0.92,0.74,0.75,5.1%,10.0%,37.2%,26.0%,7.1%,408
26,7:10 PM,Kyle Bradish,@,-0.94,-0.77,-0.39,0.66,5.6%,12.3%,35.0%,21.3%,6.4%,710
27,6:40 PM,Kendry Rojas,@,-1.04,0.33,-1.28,0.62,5.8%,9.5%,30.6%,29.4%,3.6%,138
28,6:40 PM,Parker Messick,vs,-1.04,-1.18,-0.45,0.72,4.6%,14.9%,30.8%,19.3%,6.2%,735
29,9:38 PM,Walbert Urena,vs,-1.42,-0.74,-1.16,0.44,4.7%,8.3%,32.1%,19.2%,6.3%,466
30,9:40 PM,Kohl Drake,vs,-,-,-,-,-,-,-,-,-,0
