Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Michael Busch","CHC","Nick Lodolo","CIN","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Alec Bohm","PHI","Casey Mize","DET","3","0.667","1.00","1.00","1.67","1","0","0","1","1","2","5","33.3","0.667","0"
"Bryce Harper","PHI","Casey Mize","DET","3","0.667","1.00","0.67","1.33","0","2","0","0","2","2","4","33.3","0.667","0"
"Kyle Tucker","LAD","Brandon Pfaadt","ARI","5","0.600","0.67","0.80","1.40","1","1","0","1","2","2","7","20.0","0.714","1"
"Jac Caglianone","KC","Kyle Bradish","BAL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.667","1"
"Yordan Alvarez","HOU","Kumar Rocker","TEX","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.333","0"
"Jake Burger","TEX","Peter Lambert","HOU","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Vladimir Guerrero Jr.","TOR","Walker Buehler","SD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Ezequiel Duran","TEX","Peter Lambert","HOU","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.500","0"
"Mookie Betts","LAD","Brandon Pfaadt","ARI","24","0.417","0.44","0.29","0.71","7","1","0","2","3","3","17","16.7","0.462","2"
"Nico Hoerner","CHC","Nick Lodolo","CIN","19","0.368","0.39","0.05","0.42","6","1","0","0","1","2","8","5.3","0.400","1"
"Ian Happ","CHC","Nick Lodolo","CIN","23","0.348","0.44","0.35","0.70","2","5","0","1","6","4","16","26.1","0.400","1"
"Ivan Herrera","STL","Reynaldo Lopez","ATL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Trea Turner","PHI","Casey Mize","DET","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Teoscar Hernandez","LAD","Brandon Pfaadt","ARI","12","0.333","0.38","0.42","0.75","2","0","1","1","2","3","9","25.0","0.333","0"
"Seiya Suzuki","CHC","Nick Lodolo","CIN","15","0.333","0.42","0.20","0.53","2","3","0","0","3","3","8","20.0","0.600","10"
"Freddie Freeman","LAD","Brandon Pfaadt","ARI","24","0.333","0.35","0.25","0.58","4","3","0","1","4","4","14","12.5","0.385","2"
"Geraldo Perdomo","ARI","Yoshinobu Yamamoto","LAD","13","0.308","0.33","0.23","0.54","3","0","0","1","1","2","7","23.1","0.308","0"
"Daulton Varsho","TOR","Walker Buehler","SD","10","0.300","0.29","0.30","0.60","2","0","0","1","1","1","6","20.0","0.300","0"
"Joc Pederson","TEX","Peter Lambert","HOU","14","0.286","0.22","0.50","0.79","1","1","0","2","3","3","11","21.4","0.474","4"
"Ketel Marte","ARI","Yoshinobu Yamamoto","LAD","18","0.278","0.29","0.22","0.50","3","1","0","1","2","1","9","16.7","0.381","3"
"Elly De La Cruz","CIN","Javier Assad","CHC","12","0.250","0.33","0.33","0.58","1","1","0","1","2","3","7","41.7","0.308","1"
"Ke'Bryan Hayes","CIN","Javier Assad","CHC","9","0.222","0.17","0.33","0.56","1","0","0","1","1","2","5","22.2","0.222","0"
"Shohei Ohtani","LAD","Brandon Pfaadt","ARI","18","0.222","0.25","0.22","0.44","2","1","0","1","2","2","8","27.8","0.263","1"
"Josh Jung","TEX","Peter Lambert","HOU","5","0.200","0.33","0.20","0.40","0","1","0","0","1","2","2","40.0","0.200","0"
"Michael Harris II","ATL","Matthew Liberatore","STL","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.429","2"
"Dansby Swanson","CHC","Nick Lodolo","CIN","16","0.188","0.17","0.44","0.63","0","1","0","2","3","2","10","50.0","0.188","0"
"Spencer Steer","CIN","Javier Assad","CHC","17","0.176","0.27","0.06","0.24","2","1","0","0","1","1","4","35.3","0.300","3"
"Gabriel Moreno","ARI","Yoshinobu Yamamoto","LAD","12","0.167","0.14","0.25","0.42","1","0","0","1","1","4","5","33.3","0.231","1"
"Max Muncy","LAD","Brandon Pfaadt","ARI","18","0.167","0.21","0.11","0.28","1","2","0","0","2","3","5","27.8","0.200","1"
"Joey Bart","ATL","Matthew Liberatore","STL","7","0.143","0.00","0.43","0.57","0","0","0","1","1","1","4","57.1","0.250","0"
"George Springer","TOR","Walker Buehler","SD","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","0.0","0.222","1"
