Split,vsRHB
Range,L10
Dates,="7/22/2026"
Games,17

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
3:40 PM,Merrill Kelly,vs,25.0,109,5.30,0.293,0.359,1.48,0.202,0.495,5,1.80,49,20.5%,15.6%,15.6%,10.5%,6.12,8,7.3%,62.7%,6.6%,84,44.0%,10,11.9%,20.2%,23.5%,14.3%
8:10 PM,Sandy Alcantara,@,21.1,93,4.18,0.291,0.334,1.27,0.140,0.430,3,1.27,37,18.2%,18.3%,18.7%,10.0%,7.17,2,2.2%,73.4%,8.0%,70,35.7%,2,2.9%,21.4%,20.0%,15.7%
1:05 PM,Gerrit Cole,vs,18.0,81,2.88,0.289,0.322,1.44,0.118,0.408,1,0.50,31,14.9%,19.8%,19.8%,6.9%,8.00,4,4.9%,67.5%,9.0%,60,38.3%,6,10.0%,21.7%,7.7%,18.3%
6:40 PM,Aaron Nola,vs,19.1,82,5.63,0.278,0.357,1.29,0.266,0.544,6,2.79,43,28.2%,23.2%,20.0%,13.7%,8.84,3,3.7%,69.5%,8.1%,60,35.0%,7,11.7%,28.3%,23.5%,16.7%
1:05 PM,Mitch Keller,@,18.0,84,4.82,0.274,0.349,1.61,0.151,0.425,2,1.00,31,22.2%,16.7%,13.7%,10.7%,7.00,9,10.7%,61.9%,8.8%,59,42.4%,4,6.8%,28.8%,11.8%,20.3%
8:05 PM,Tyler Alexander,vs,5.2,23,1.51,0.273,0.275,1.24,0.045,0.318,0,-,7,34.2%,26.1%,28.6%,15.7%,9.53,1,4.3%,78.3%,1.2%,16,43.8%,1,6.2%,31.2%,-,18.8%
2:10 PM,Seth Lugo,vs,20.0,86,6.95,0.263,0.372,1.35,0.276,0.539,6,2.70,41,19.4%,16.3%,15.4%,8.8%,6.30,7,8.1%,65.1%,7.8%,63,46.0%,6,9.5%,33.3%,28.6%,15.9%
3:40 PM,Gage Jump,@,37.1,158,3.05,0.257,0.309,1.29,0.146,0.403,3,0.72,58,23.4%,25.3%,17.8%,11.9%,9.64,11,7.0%,62.9%,8.7%,105,43.8%,6,5.7%,25.7%,11.1%,14.3%
8:10 PM,Colin Rea,vs,24.0,105,6.89,0.253,0.359,1.33,0.274,0.526,7,2.62,50,19.0%,14.3%,12.3%,9.2%,5.62,8,7.6%,65.7%,8.7%,80,33.8%,10,12.5%,37.5%,13.3%,18.8%
3:10 PM,Cade Cavalli,@,18.0,73,1.82,0.250,0.267,1.11,0.059,0.309,1,0.50,21,29.7%,32.9%,20.5%,15.5%,12.00,3,4.1%,65.8%,7.0%,45,42.2%,3,6.7%,13.3%,-,4.4%
2:10 PM,Logan Henderson,vs,9.1,39,2.56,0.243,0.286,1.18,0.135,0.378,1,0.96,14,24.1%,30.8%,25.5%,12.7%,11.57,2,5.1%,62.5%,15.3%,25,44.0%,2,8.0%,28.0%,14.3%,24.0%
4:07 PM,Hunter Dobbins,@,10.0,42,5.00,0.243,0.340,1.40,0.216,0.459,2,1.80,17,28.6%,26.2%,25.6%,13.3%,9.90,5,11.9%,59.5%,9.7%,26,53.8%,2,7.7%,15.4%,50.0%,19.2%
8:10 PM,Peter Lambert,vs,29.0,117,4.48,0.243,0.303,1.07,0.180,0.423,6,1.86,47,23.1%,23.9%,20.0%,11.2%,8.69,4,3.4%,64.1%,7.3%,83,32.5%,7,8.4%,39.8%,18.2%,19.3%
7:07 PM,Griffin Jax,@,17.0,70,4.57,0.238,0.311,1.12,0.175,0.413,3,1.59,26,32.8%,22.9%,31.4%,16.5%,8.47,4,5.7%,70.0%,7.4%,48,45.8%,5,10.4%,27.1%,23.1%,18.8%
6:40 PM,Bailey Ober,@,24.1,102,3.39,0.237,0.287,1.23,0.108,0.344,2,0.74,32,25.3%,22.5%,24.5%,12.8%,8.51,8,7.8%,77.5%,10.8%,70,37.1%,5,7.1%,24.3%,11.8%,15.7%
7:05 PM,Bubba Chandler,@,25.1,103,2.55,0.237,0.266,1.18,0.032,0.269,0,-,25,25.0%,21.4%,17.6%,12.5%,7.82,8,7.8%,62.5%,6.8%,71,38.0%,2,2.8%,22.5%,-,5.6%
8:05 PM,Anthony Kay,@,34.2,152,5.09,0.237,0.327,1.24,0.168,0.405,5,1.30,53,24.1%,18.4%,15.3%,11.2%,7.27,12,7.9%,53.3%,6.8%,104,43.3%,9,8.7%,22.1%,17.4%,16.3%
8:10 PM,Keider Montero,@,20.1,79,2.80,0.237,0.255,0.98,0.079,0.316,1,0.44,24,20.8%,17.7%,16.1%,10.6%,6.20,2,2.5%,69.6%,10.3%,62,32.3%,2,3.2%,9.7%,16.7%,11.3%
2:10 PM,Landen Roupp,@,24.1,98,3.92,0.236,0.312,1.15,0.202,0.438,3,1.11,39,26.7%,20.4%,16.0%,12.0%,7.40,7,7.1%,58.2%,5.0%,71,26.8%,4,5.6%,26.8%,15.8%,18.3%
6:40 PM,Eric Lauer,@,41.2,174,6.00,0.236,0.312,1.18,0.211,0.447,10,2.16,72,16.6%,12.1%,9.6%,8.7%,4.54,11,6.3%,63.4%,7.0%,142,37.3%,19,13.4%,41.5%,16.9%,20.4%
7:15 PM,Martin Perez,vs,33.0,138,4.34,0.235,0.305,1.33,0.143,0.378,3,0.82,45,20.8%,16.7%,22.8%,7.9%,6.27,16,11.6%,63.8%,5.2%,99,30.3%,7,7.1%,21.2%,14.3%,20.2%
2:10 PM,Christian Scott,@,16.1,76,3.59,0.226,0.304,1.53,0.048,0.274,0,-,17,25.9%,22.4%,18.1%,11.6%,9.37,11,14.5%,55.3%,6.2%,45,35.6%,3,6.7%,26.7%,-,20.0%
7:15 PM,Michael King,@,22.1,94,4.76,0.226,0.311,1.07,0.179,0.405,3,1.21,34,22.7%,17.0%,15.1%,10.9%,6.45,5,5.3%,71.3%,9.8%,68,39.7%,5,7.4%,29.4%,15.0%,14.7%
6:40 PM,Slade Cecconi,vs,22.2,85,3.32,0.222,0.253,0.93,0.111,0.333,2,0.79,27,23.0%,17.6%,15.8%,10.5%,5.96,3,3.5%,75.6%,6.8%,67,34.3%,4,6.0%,22.4%,13.3%,11.9%
3:40 PM,Brady Singer,@,18.0,79,4.49,0.221,0.306,1.33,0.132,0.353,2,1.00,24,31.6%,21.5%,24.3%,12.0%,8.50,9,11.4%,57.0%,6.2%,51,45.1%,3,5.9%,17.6%,22.2%,17.6%
1:35 PM,Jake Bennett,vs,39.1,152,3.28,0.220,0.248,0.94,0.092,0.312,3,0.69,44,25.6%,18.4%,17.4%,13.7%,6.41,6,3.9%,62.9%,6.9%,116,39.7%,9,7.8%,28.4%,9.1%,12.9%
