Matchup,DET @ SEA
Pitcher,Emerson Hancock
Pitcher Team,SEA
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,110.1,438,0.217,0.274,0.358,0.141,1.04,14,1.14,6.2%,23.4%,23.1%,18.6%,12.0%,8.24,63.0%,7.8%,8.9%,43.6%,30.2%,15.2%,15.4%
vsLHB,64.0,252,0.203,0.262,0.341,0.138,1.02,9,1.27,7.1%,24.8%,25.4%,19.9%,12.2%,9.00,59.4%,6.7%,10.7%,47.9%,29.0%,18.4%,10.1%
vsRHB,46.0,186,0.237,0.290,0.382,0.145,1.09,5,0.98,4.8%,21.6%,19.9%,16.7%,11.6%,7.24,67.9%,9.5%,6.6%,38.2%,31.6%,11.6%,22.1%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hao-Yu Lee RHB,,+650,33,3.60,10,1,1,95.1,272.3,2,2,20.0%,-,10.0%,50.0%,30.0%,72.0,38.5%,69.2%,23.1%,100.0%,60.0%,20.0%,50.0%,40.0%,30.0%,20.0%,40.0%,40.0%,22.2%
Kevin McGonigle LHB,,+625,25,5.80,10,1,1,87.6,259.5,2,1,10.0%,-,-,30.0%,50.0%,73.1,54.5%,45.5%,27.3%,91.7%,80.0%,40.0%,25.0%,40.0%,20.0%,20.0%,60.0%,20.0%,25.0%
James Outman LHB,—,N/A,13,2.20,10,1,1,82.3,266.8,3,3,-,-,40.0%,60.0%,30.0%,74.2,43.8%,37.5%,25.0%,100.0%,70.0%,50.0%,20.0%,20.0%,20.0%,50.0%,30.0%,20.0%,50.0%
Gleyber Torres RHB,,+980,37,5.40,10,1,1,89.7,276.5,2,1,10.0%,-,10.0%,40.0%,60.0%,67.9,-,61.5%,7.7%,100.0%,70.0%,20.0%,50.0%,50.0%,30.0%,40.0%,10.0%,50.0%,57.1%
Max Clark LHB,—,N/A,13,5.00,5,1,1,93.1,280.8,1,1,-,-,20.0%,80.0%,40.0%,73.5,30.0%,40.0%,10.0%,90.9%,80.0%,40.0%,50.0%,40.0%,20.0%,20.0%,-,80.0%,33.3%
Eduardo Valencia RHB,—,N/A,11,3.80,5,1,1,78.7,287.5,1,1,20.0%,20.0%,20.0%,20.0%,60.0%,73.8,50.0%,50.0%,25.0%,57.1%,40.0%,20.0%,100.0%,20.0%,60.0%,20.0%,20.0%,60.0%,66.7%
Zach McKinstry LHB,,+1160,17,3.60,10,0,1,86.6,213.3,1,1,10.0%,-,30.0%,50.0%,60.0%,68.3,8.3%,66.7%,25.0%,92.3%,60.0%,10.0%,0.0%,50.0%,30.0%,50.0%,40.0%,10.0%,55.6%
Javier Baez RHB,,+900,20,4.20,10,0,0,88.2,264.9,2,0,-,-,50.0%,30.0%,50.0%,72.1,28.6%,50.0%,-,93.3%,70.0%,30.0%,0.0%,40.0%,30.0%,50.0%,50.0%,-,50.0%
Colt Keith LHB,,+760,18,2.40,10,0,2,91.2,278.4,4,4,10.0%,-,10.0%,30.0%,40.0%,73.0,13.3%,53.3%,20.0%,100.0%,60.0%,30.0%,0.0%,30.0%,20.0%,30.0%,50.0%,20.0%,25.0%
Spencer Torkelson RHB,,+466,39,5.00,10,0,0,93.2,191.0,1,0,-,-,30.0%,50.0%,20.0%,74.1,33.3%,58.3%,25.0%,92.3%,30.0%,10.0%,0.0%,20.0%,50.0%,70.0%,10.0%,20.0%,37.5%
Riley Greene LHB,,+400,23,4.60,10,0,2,86.1,299.7,4,1,20.0%,-,10.0%,50.0%,50.0%,73.7,30.0%,70.0%,40.0%,76.9%,60.0%,40.0%,0.0%,20.0%,40.0%,30.0%,20.0%,50.0%,33.3%
Dillon Dingler RHB,,+521,25,5.60,10,0,0,81.0,185.5,0,0,-,-,10.0%,10.0%,40.0%,70.6,-,33.3%,11.1%,75.0%,30.0%,-,-,30.0%,60.0%,50.0%,20.0%,30.0%,14.3%
Ben Malgeri RHB,—,N/A,15,2.40,8,0,0,88.0,256.4,2,0,-,-,-,37.5%,37.5%,68.5,-,66.7%,22.2%,90.0%,50.0%,25.0%,0.0%,25.0%,37.5%,25.0%,37.5%,37.5%,50.0%
