Matchup,BAL @ SEA
Pitcher,Kyle Bradish
Pitcher Team,BAL
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,73.1,322,0.270,0.352,0.456,0.185,1.57,11,1.35,12.1%,25.3%,22.4%,19.9%,11.2%,8.84,53.9%,5.5%,10.5%,36.7%,21.4%,22.2%,12.4%
vsLHB,47.0,205,0.251,0.342,0.447,0.196,1.47,7,1.34,11.7%,25.0%,23.4%,21.7%,11.3%,9.19,53.9%,5.2%,8.3%,37.1%,22.0%,20.7%,13.6%
vsRHB,25.0,117,0.304,0.369,0.471,0.167,1.84,4,1.44,12.8%,25.7%,20.5%,17.1%,11.0%,8.64,53.8%,6.0%,14.1%,35.9%,20.5%,25.0%,10.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
JP Crawford LHB,,+675,25,21,3.80,3,3,0.333,0.429,0.833,0.500,0.520,14.3%,20.4%,28.6%,9.4%,92.8,291.3,5,3,25.0%,16.7%,25.0%,50.0%,58.3%,70.9,13.3%,22.2%,6.7%,91.8%,50.0%,50.0%,33.3%,16.7%,33.3%,41.7%,25.0%,25.9%
Colt Emerson LHB,,+990,24,19,3.60,3,3,0.389,0.421,1.000,0.611,0.593,5.3%,35.6%,21.1%,21.6%,86.6,249.4,4,3,7.1%,-,35.7%,35.7%,28.6%,72.6,31.0%,19.0%,4.8%,95.5%,35.7%,60.0%,28.6%,14.3%,42.9%,21.4%,35.7%,39.1%
Josh Naylor LHB,,+525,19,23,4.20,2,2,0.238,0.304,0.571,0.333,0.375,4.3%,7.5%,8.7%,4.3%,88.1,220.9,3,3,5.3%,5.3%,15.8%,42.1%,15.8%,71.4,21.6%,29.7%,13.5%,92.5%,15.8%,66.7%,10.5%,47.4%,36.8%,31.6%,31.6%,44.0%
Dominic Canzone LHB,,+550,13,18,3.80,2,2,0.312,0.389,0.750,0.438,0.475,11.1%,23.7%,5.6%,13.2%,95.3,285.2,5,2,20.0%,6.7%,13.3%,53.3%,53.3%,74.4,43.2%,27.0%,13.5%,97.4%,26.7%,50.0%,33.3%,33.3%,40.0%,40.0%,20.0%,36.4%
Cole Young LHB,,+1050,11,32,4.60,1,1,0.290,0.312,0.387,0.097,0.311,-,11.3%,9.4%,6.1%,92.8,272.4,5,3,3.6%,3.6%,21.4%,50.0%,32.1%,72.6,27.5%,39.2%,19.6%,96.2%,17.9%,0.0%,28.6%,46.4%,46.4%,39.3%,14.3%,31.4%
Luke Raley LHB,,+450,23,23,3.80,1,2,0.143,0.217,0.333,0.190,0.242,8.7%,40.8%,26.1%,21.7%,94.6,234.5,5,2,6.7%,-,46.7%,60.0%,26.7%,75.9,60.5%,23.3%,16.3%,87.8%,33.3%,20.0%,26.7%,20.0%,60.0%,6.7%,33.3%,37.5%
Mitch Garver RHB,—,N/A,12,10,3.80,1,1,0.222,0.300,0.556,0.333,0.364,10.0%,50.0%,30.0%,20.4%,95.1,260.0,2,1,16.7%,16.7%,50.0%,50.0%,50.0%,71.6,17.6%,29.4%,11.8%,85.0%,33.3%,50.0%,50.0%,16.7%,50.0%,50.0%,-,28.6%
Julio Rodriguez RHB,,+509,16,24,4.40,0,0,0.250,0.375,0.250,-,0.294,16.7%,20.0%,8.3%,8.9%,90.2,256.1,3,0,-,-,17.6%,41.2%,35.3%,77.3,80.0%,23.3%,10.0%,93.8%,5.9%,0.0%,41.2%,47.1%,35.3%,47.1%,17.6%,25.0%
Cal Raleigh SHB,,+310,25,23,4.20,0,1,0.048,0.130,0.048,-,0.095,8.7%,29.6%,34.8%,18.6%,89.0,256.8,4,1,7.7%,-,23.1%,46.2%,15.4%,75.2,48.9%,12.8%,8.5%,90.4%,53.8%,0.0%,15.4%,15.4%,38.5%,38.5%,23.1%,61.1%
Miles Mastrobuoni LHB,,+1423,6,16,3.60,0,0,0.154,0.250,0.154,-,0.192,12.5%,13.6%,25.0%,4.6%,89.0,306.0,2,1,-,-,10.0%,20.0%,20.0%,67.9,9.1%,36.4%,4.5%,100.0%,30.0%,0.0%,20.0%,50.0%,40.0%,60.0%,-,22.2%
Victor Robles RHB,,+1240,11,15,3.80,0,1,0.267,0.267,0.267,-,0.237,-,4.5%,-,2.4%,77.2,274.6,2,2,6.7%,-,-,13.3%,6.7%,68.7,-,29.4%,5.9%,81.0%,20.0%,0.0%,-,73.3%,46.7%,40.0%,13.3%,38.9%
Rob Refsnyder RHB,,+720,3,8,2.60,0,0,0.143,0.250,0.143,-,0.192,12.5%,28.6%,25.0%,11.4%,69.5,252.4,1,0,-,-,20.0%,-,20.0%,72.7,25.0%,8.3%,-,92.3%,40.0%,0.0%,20.0%,20.0%,60.0%,40.0%,-,30.0%
