Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jonathan Aranda,LHB,TB,George Kirby,R,23.3,56.3,34.2,56.3,46.4
Austin Riley,RHB,ATL,Cam Schlittler,R,49.2,53,24.3,40.9,41
Justin Foscue,RHB,TEX,Cade Povich,L,35.5,33.1,29.6,61.9,39.5
Josh Bell,SHB,MIN,Jacob Misiorowski,R,41.8,37.6,39,37.9,38.5
Tyrone Taylor,RHB,CHC,Randy Dobnak,R,34.2,35.4,28.4,52.2,37.4
Vaughn Grissom,RHB,LAA,Ryan Gusto,R,45.4,36.7,42.8,28.4,37.3
Drake Baldwin,LHB,ATL,Cam Schlittler,R,41.8,36.5,45,24.9,36.7
Junior Caminero,RHB,TB,George Kirby,R,54.3,35.2,37.4,30.1,36.5
Luis Campusano,RHB,SD,Cristian Javier,R,54,34.3,25.7,41.8,35.6
Derek Hill,RHB,PHI,Shane Bieber,R,16.9,25.4,35.4,55.4,35
Trevor Larnach,LHB,MIN,Jacob Misiorowski,R,53.4,26.8,24.3,49.3,34.3
Randal Grichuk,RHB,CWS,Joey Cantillo,L,41.1,41.8,17.1,41.1,34.1
Bryce Eldridge,LHB,SF,Troy Melton,R,28.9,40.4,12.6,51.8,33.8
Victor Mesa Jr.,LHB,TB,George Kirby,R,34.7,36.9,19.8,45.7,33.8
Jared Young,LHB,NYM,Jared Jones,R,38.3,30.1,27.8,44,33.7
Tyler Stephenson,RHB,CIN,Brad Lord,R,40.7,27.4,25,49.4,33.5
Kyle Stowers,LHB,MIA,Grayson Rodriguez,R,21.9,32.5,20,54.5,33.2
Liam Hicks,LHB,TB,George Kirby,R,41.8,36.5,18.9,41.9,33.1
Jazz Chisholm Jr.,LHB,NYY,Grant Holmes,R,30.2,35.4,16.9,48.9,32.7
Leo Jimenez,RHB,MIA,Grayson Rodriguez,R,34.7,51.1,,44.7,32.5
Francisco Lindor,SHB,NYM,Jared Jones,R,33,30.8,19.2,50.4,32.4
Owen Caissie,LHB,MIA,Grayson Rodriguez,R,38.3,36.3,22.3,36.3,32.3
Dillon Dingler,RHB,DET,Logan Webb,R,26.7,32.8,26.5,40.3,32.2
Hunter Goodman,RHB,COL,Michael McGreevy,R,37.8,26.5,32.5,36.3,31.9
Lane Thomas,RHB,ATL,Cam Schlittler,R,60.7,26.9,22,36.3,31.2
Ty France,RHB,SD,Cristian Javier,R,16,34.5,23.9,41.1,31.1
Brandon Valenzuela,SHB,TOR,Jesus Luzardo,L,14.4,34.4,34.4,28.7,31
Nathaniel Lowe,LHB,CLE,Davis Martin,R,31.7,21.8,29.4,44.5,30.7
Cedric Mullins,LHB,TB,George Kirby,R,17.5,19.3,26.1,55.3,30.2
Spencer Jones,LHB,NYY,Grant Holmes,R,34.5,17.6,8.3,71.9,30.1
Denzer Guzman,RHB,LAA,Ryan Gusto,R,64,19.5,21.9,39.6,29.7
Pedro Pages,RHB,STL,Michael Lorenzen,R,40.6,29.4,29.8,25.1,29.6
Ke'Bryan Hayes,RHB,CIN,Brad Lord,R,48.3,29.4,23.2,29.8,29.5
Jake Burger,RHB,TEX,Cade Povich,L,50.5,11.3,30.8,44.6,29.4
Willy Adames,RHB,SF,Troy Melton,R,31.6,20.4,24.8,44.7,28.9
Cole Carrigg,SHB,COL,Michael McGreevy,R,49.4,5.9,31.9,48.9,28.8
Pete Crow-Armstrong,LHB,CHC,Randy Dobnak,R,31.3,23.7,18.1,47.5,28.7
Carson Benge,LHB,NYM,Jared Jones,R,31,34.2,18.2,32.3,28.6
Victor Caratini,SHB,MIN,Jacob Misiorowski,R,53.4,21.6,26.5,30.6,28.5
Salvador Perez,RHB,KC,Matthew Boyd,L,28.9,33.9,18.3,31.1,28
Griffin Conine,LHB,MIA,Grayson Rodriguez,R,40.9,26.4,21.9,32,27.9
Jake Bauers,LHB,MIL,Connor Prielipp,L,34.1,27,17.1,38.8,27.7
