Matchup,PIT @ ATL
Pitcher,Martin Perez
Pitcher Team,ATL
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.2,205,0.202,0.286,0.377,0.175,1.06,6,1.05,8.8%,21.4%,20.5%,17.8%,9.4%,7.32,62.9%,7.4%,7.7%,42.0%,25.2%,13.9%,23.1%
vsLHB,15.0,58,0.204,0.285,0.407,0.204,0.87,2,1.20,3.4%,15.8%,20.7%,14.5%,7.8%,7.20,65.5%,11.2%,9.5%,38.1%,28.6%,16.7%,19.0%
vsRHB,36.2,147,0.202,0.287,0.364,0.163,1.15,4,0.98,10.9%,24.2%,20.4%,19.6%,10.0%,7.36,61.9%,5.8%,6.9%,43.6%,23.8%,12.5%,24.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Henry Davis RHB,+590,13,3.80,1,1,0.077,0.077,0.308,0.231,0.162,-,13.6%,-,8.1%,90.9,15.4%,7.7%,30.8%,30.8%,23.1%,76.5,81.8%,27.3%,18.2%,100.0%,38.5%,0.0%,15.4%,30.8%,61.5%,38.5%,-,57.1%
Bryan Reynolds SHB,+490,11,4.80,1,2,0.556,0.636,1.111,0.556,0.702,18.2%,30.4%,9.1%,14.3%,100.9,25.0%,12.5%,25.0%,87.5%,50.0%,76.2,57.1%,23.8%,19.0%,100.0%,25.0%,50.0%,25.0%,50.0%,37.5%,62.5%,-,35.7%
Jared Triolo RHB,+980,15,4.20,0,0,0.357,0.400,0.429,0.071,0.365,6.7%,37.5%,33.3%,18.0%,87.1,-,-,44.4%,33.3%,55.6%,71.3,8.3%,20.8%,12.5%,100.0%,11.1%,0.0%,55.6%,33.3%,44.4%,44.4%,11.1%,14.3%
Marcell Ozuna RHB,+520,12,4.00,0,0,0.167,0.167,0.250,0.083,0.180,-,48.4%,58.3%,19.2%,86.8,-,-,40.0%,60.0%,60.0%,74.9,53.6%,10.7%,7.1%,93.3%,20.0%,0.0%,60.0%,20.0%,60.0%,20.0%,20.0%,21.1%
Jake Mangum SHB,N/A,11,3.80,0,0,0.455,0.455,0.455,-,0.405,-,24.1%,9.1%,20.6%,70.7,-,-,10.0%,20.0%,10.0%,67.3,-,22.2%,7.4%,93.1%,30.0%,0.0%,-,50.0%,60.0%,30.0%,10.0%,81.8%
Brandon Lowe LHB,+390,10,4.60,0,0,0.222,0.300,0.222,-,0.243,10.0%,25.0%,20.0%,9.7%,89.3,-,-,28.6%,57.1%,28.6%,73.7,18.2%,54.5%,18.2%,91.7%,14.3%,0.0%,28.6%,42.9%,57.1%,14.3%,28.6%,25.0%
Nick Gonzales RHB,+820,10,4.60,0,0,0.300,0.300,0.300,-,0.267,-,28.6%,30.0%,14.6%,82.8,-,-,-,28.6%,42.9%,71.1,6.2%,18.8%,12.5%,84.2%,-,-,28.6%,71.4%,28.6%,42.9%,28.6%,38.5%
Ryan O'Hearn LHB,N/A,9,3.20,0,0,0.111,0.111,0.111,-,0.099,-,20.0%,22.2%,8.6%,91.8,-,-,14.3%,28.6%,14.3%,72.6,26.7%,40.0%,13.3%,100.0%,28.6%,0.0%,14.3%,57.1%,57.1%,14.3%,28.6%,16.7%
Spencer Horwitz LHB,+920,7,5.00,0,0,0.429,0.429,0.429,-,0.381,-,9.1%,-,5.0%,94.0,-,-,-,57.1%,-,71.1,12.5%,62.5%,25.0%,80.0%,14.3%,0.0%,14.3%,71.4%,42.9%,14.3%,42.9%,14.3%
Oneil Cruz LHB,+360,5,4.60,0,0,0.333,0.600,0.333,-,0.452,20.0%,37.5%,40.0%,15.0%,108.6,-,-,-,100.0%,-,76.6,57.1%,14.3%,14.3%,87.5%,-,-,-,100.0%,100.0%,-,-,20.0%
Jhostynxon Garcia RHB,+880,3,3.20,0,0,0.333,0.333,0.333,-,0.297,-,33.3%,33.3%,15.0%,95.8,-,-,-,50.0%,50.0%,75.0,50.0%,12.5%,12.5%,88.9%,-,-,50.0%,50.0%,50.0%,50.0%,-,33.3%
Endy Rodriguez SHB,N/A,3,3.60,0,0,-,0.333,-,-,0.216,33.3%,25.0%,-,8.3%,85.5,50.0%,-,-,50.0%,50.0%,73.0,33.3%,33.3%,33.3%,75.0%,50.0%,0.0%,-,50.0%,-,100.0%,-,100.0%
Tyler Callihan LHB,N/A,2,2.50,0,0,0.500,0.500,1.000,0.500,0.635,-,25.0%,-,20.0%,92.1,-,-,-,50.0%,100.0%,68.5,-,-,-,66.7%,50.0%,0.0%,50.0%,-,-,100.0%,-,50.0%
