Matchup,ATL @ CWS
Pitcher,Anthony Kay
Pitcher Team,CWS
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.1,279,0.264,0.351,0.444,0.180,1.45,10,1.47,9.3%,20.2%,16.5%,12.7%,9.1%,6.75,59.6%,5.8%,10.2%,41.6%,22.3%,22.7%,21.8%
vsLHB,16.0,66,0.155,0.233,0.241,0.086,0.81,1,0.56,6.1%,27.8%,27.3%,19.1%,12.6%,10.12,64.2%,6.1%,5.0%,30.0%,15.0%,16.7%,17.5%
vsRHB,45.0,213,0.298,0.388,0.508,0.210,1.69,9,1.80,10.3%,17.8%,13.1%,10.4%,8.0%,5.60,58.2%,5.7%,11.5%,44.6%,24.2%,23.7%,22.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jorge Mateo RHB,,+800,8,19,2.40,2,2,0.412,0.474,0.765,0.353,0.524,10.5%,18.9%,21.1%,10.0%,92.9,303.9,5,2,15.4%,15.4%,23.1%,53.8%,76.9%,73.4,32.4%,20.6%,14.7%,91.9%,46.2%,33.3%,30.8%,23.1%,30.8%,38.5%,30.8%,47.4%
Mauricio Dubon RHB,,+920,22,22,4.00,1,2,0.176,0.364,0.412,0.235,0.341,22.7%,16.7%,4.5%,8.1%,87.8,248.8,5,4,6.2%,-,25.0%,31.2%,31.2%,69.2,2.5%,25.0%,7.5%,95.2%,31.2%,20.0%,31.2%,18.8%,31.2%,43.8%,25.0%,43.5%
Matt Olson LHB,,+335,20,17,4.40,1,2,0.267,0.353,0.467,0.200,0.357,11.8%,22.2%,17.6%,10.5%,95.7,239.1,2,1,-,-,25.0%,75.0%,16.7%,74.1,45.8%,41.7%,20.8%,88.9%,41.7%,20.0%,25.0%,16.7%,25.0%,25.0%,50.0%,23.1%
Austin Wynns RHB,—,N/A,3,20,3.60,0,1,0.053,0.100,0.053,-,0.077,5.0%,25.6%,20.0%,16.9%,87.3,273.1,4,2,6.7%,6.7%,20.0%,33.3%,20.0%,70.7,9.1%,27.3%,9.1%,86.8%,26.7%,0.0%,20.0%,40.0%,40.0%,40.0%,20.0%,56.2%
Ha-Seong Kim RHB,,+650,2,20,3.60,0,0,0.111,0.200,0.111,-,0.154,10.0%,11.9%,20.0%,6.0%,84.7,276.6,2,1,-,-,15.4%,30.8%,15.4%,71.8,23.1%,15.4%,5.1%,97.5%,38.5%,0.0%,-,53.8%,46.2%,38.5%,15.4%,25.0%
Austin Riley RHB,,+452,14,19,4.00,0,1,0.133,0.263,0.267,0.133,0.235,15.8%,35.9%,52.6%,17.7%,97.7,348.3,3,2,16.7%,-,-,66.7%,33.3%,75.7,59.5%,10.8%,10.8%,97.4%,16.7%,0.0%,33.3%,50.0%,16.7%,66.7%,16.7%,40.0%
Ozzie Albies SHB,,+568,8,16,4.40,0,0,0.375,0.375,0.500,0.125,0.381,-,7.7%,6.2%,5.1%,85.9,239.2,1,0,-,-,30.8%,38.5%,46.2%,71.8,27.3%,31.8%,13.6%,84.6%,-,-,46.2%,46.2%,61.5%,7.7%,30.8%,42.9%
Sandy León SHB,,+1040,6,15,2.40,0,0,0.133,0.133,0.133,-,0.119,-,31.6%,46.7%,21.4%,80.4,194.5,1,0,-,-,50.0%,12.5%,37.5%,65.7,2.9%,11.8%,-,89.5%,-,-,37.5%,37.5%,87.5%,-,12.5%,33.3%
Michael Harris II LHB,,+405,32,15,4.00,0,0,0.385,0.467,0.538,0.154,0.434,13.3%,16.0%,6.7%,6.8%,88.3,245.2,1,0,8.3%,8.3%,16.7%,33.3%,33.3%,76.1,66.7%,33.3%,14.3%,87.5%,25.0%,0.0%,41.7%,25.0%,16.7%,58.3%,25.0%,11.1%
Eli White RHB,,+492,9,14,1.40,0,0,0.167,0.286,0.167,-,0.220,14.3%,20.0%,14.3%,9.7%,85.6,299.9,1,0,-,-,-,40.0%,10.0%,73.1,26.7%,16.7%,10.0%,100.0%,20.0%,0.0%,-,80.0%,40.0%,20.0%,40.0%,14.3%
Dominic Smith LHB,,+790,7,11,4.20,0,0,0.222,0.364,0.333,0.111,0.314,18.2%,4.3%,-,1.9%,81.7,245.0,1,0,-,-,-,11.1%,11.1%,67.6,5.3%,15.8%,-,82.6%,44.4%,0.0%,-,44.4%,-,44.4%,55.6%,28.6%
Mike Yastrzemski LHB,,+650,10,10,3.80,0,0,0.250,0.400,0.375,0.125,0.353,10.0%,15.4%,40.0%,4.7%,90.6,305.1,1,0,-,-,-,50.0%,50.0%,70.9,-,25.0%,8.3%,92.3%,25.0%,0.0%,25.0%,50.0%,25.0%,50.0%,25.0%,20.0%
