Matchup,MIA @ PHI
Pitcher,Zack Wheeler
Pitcher Team,PHI
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.2,213,0.182,0.249,0.338,0.157,0.85,7,1.11,5.6%,26.6%,24.9%,20.0%,13.6%,8.42,68.1%,6.2%,8.2%,36.3%,25.3%,18.9%,17.8%
vsLHB,32.1,126,0.175,0.258,0.342,0.167,0.90,5,1.39,7.1%,26.4%,23.0%,17.1%,13.8%,8.07,64.3%,6.2%,8.1%,39.5%,26.7%,21.7%,20.9%
vsRHB,24.0,87,0.190,0.236,0.333,0.143,0.79,2,0.75,3.4%,26.9%,27.6%,25.3%,13.4%,9.00,73.6%,6.2%,8.3%,31.7%,23.3%,14.3%,13.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Heriberto Hernandez RHB,,+920,13,16,3.60,2,2,0.333,0.375,0.800,0.467,0.494,6.2%,45.5%,31.2%,24.7%,94.6,284.0,3,3,20.0%,10.0%,30.0%,60.0%,70.0%,76.1,59.5%,21.6%,10.8%,84.1%,50.0%,40.0%,30.0%,10.0%,40.0%,50.0%,10.0%,52.6%
Otto Lopez RHB,,+1160,16,19,4.60,0,0,0.474,0.474,0.526,0.053,0.442,-,9.7%,5.3%,5.2%,88.6,260.2,2,1,-,-,11.1%,61.1%,33.3%,71.4,26.9%,38.5%,26.9%,89.7%,-,-,33.3%,61.1%,38.9%,44.4%,16.7%,17.6%
Christopher Morel RHB,—,N/A,13,19,3.40,0,0,-,0.105,-,-,0.068,10.5%,20.5%,31.6%,10.1%,83.5,234.7,2,1,-,-,45.5%,27.3%,18.2%,75.7,48.6%,11.4%,5.7%,89.7%,45.5%,0.0%,9.1%,27.3%,63.6%,18.2%,18.2%,36.0%
Leo Jimenez RHB,—,N/A,31,19,3.40,0,0,0.188,0.316,0.188,-,0.247,10.5%,25.6%,21.1%,14.1%,97.0,272.3,1,0,-,-,9.1%,45.5%,18.2%,71.3,22.9%,25.7%,11.4%,87.5%,9.1%,0.0%,18.2%,72.7%,27.3%,63.6%,9.1%,31.8%
Kyle Stowers LHB,,+455,22,18,4.40,0,0,0.286,0.444,0.429,0.143,0.386,16.7%,36.1%,33.3%,16.2%,92.0,277.9,2,2,12.5%,-,12.5%,62.5%,37.5%,75.8,58.1%,16.1%,6.5%,91.2%,25.0%,0.0%,25.0%,37.5%,37.5%,50.0%,12.5%,38.5%
Xavier Edwards SHB,,+1480,14,17,4.00,0,1,0.143,0.176,0.143,-,0.143,5.9%,16.7%,11.8%,7.2%,89.3,266.9,4,0,-,-,21.4%,35.7%,21.4%,68.5,3.6%,39.3%,14.3%,93.3%,28.6%,0.0%,21.4%,50.0%,42.9%,35.7%,21.4%,26.3%
Jakob Marsee LHB,,+1120,6,16,3.80,0,0,0.333,0.500,0.417,0.083,0.408,25.0%,4.3%,6.2%,1.4%,89.7,202.6,2,0,-,-,20.0%,40.0%,20.0%,69.3,5.3%,31.6%,10.5%,90.5%,10.0%,0.0%,40.0%,30.0%,40.0%,30.0%,30.0%,10.0%
Connor Norby RHB,—,N/A,12,16,3.00,0,1,0.182,0.438,0.182,-,0.323,18.8%,43.3%,31.2%,24.1%,87.3,224.9,2,1,-,-,33.3%,50.0%,16.7%,70.4,8.3%,12.5%,8.3%,82.8%,33.3%,0.0%,16.7%,33.3%,50.0%,16.7%,33.3%,68.4%
Liam Hicks LHB,,+730,21,16,4.80,0,1,0.455,0.625,0.636,0.182,0.533,25.0%,10.7%,-,4.1%,84.7,230.4,2,1,9.1%,9.1%,27.3%,27.3%,36.4%,70.8,12.5%,29.2%,8.3%,85.7%,36.4%,0.0%,36.4%,9.1%,36.4%,27.3%,36.4%,20.0%
Owen Caissie LHB,,+850,19,15,3.40,0,1,0.077,0.200,0.154,0.077,0.171,13.3%,41.4%,46.7%,19.7%,94.7,283.8,2,2,33.3%,-,16.7%,66.7%,33.3%,75.4,57.1%,14.3%,7.1%,96.6%,66.7%,0.0%,-,16.7%,16.7%,66.7%,16.7%,47.1%
Javier Sanoja RHB,,+1540,9,13,3.20,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,7.7%,7.7%,3.7%,84.7,193.3,1,0,-,-,18.2%,18.2%,27.3%,68.6,4.0%,24.0%,8.0%,96.2%,9.1%,0.0%,27.3%,45.5%,45.5%,54.5%,-,28.6%
Joe Mack LHB,,+1040,9,12,3.60,0,0,0.182,0.250,0.182,-,0.202,8.3%,12.5%,16.7%,5.7%,89.4,292.3,4,2,-,-,11.1%,33.3%,33.3%,75.0,47.6%,14.3%,4.8%,87.5%,44.4%,0.0%,22.2%,33.3%,22.2%,55.6%,22.2%,31.2%
Esteury Ruiz RHB,—,N/A,6,10,1.80,0,0,0.250,0.400,0.375,0.125,0.353,10.0%,16.7%,20.0%,7.1%,75.1,243.2,1,0,-,-,16.7%,16.7%,33.3%,72.8,23.1%,15.4%,-,76.5%,16.7%,0.0%,33.3%,33.3%,66.7%,16.7%,16.7%,41.7%
