Matchup,TOR @ BAL
Pitcher,Kyle Bradish
Pitcher Team,BAL
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.1,253,0.253,0.334,0.430,0.176,1.47,7,1.08,11.9%,25.8%,23.7%,20.6%,11.5%,9.26,52.4%,5.6%,11.7%,38.3%,22.2%,19.4%,10.5%
vsLHB,39.0,167,0.215,0.311,0.389,0.174,1.33,4,0.92,12.6%,25.1%,24.0%,20.3%,11.4%,9.23,51.2%,5.3%,8.6%,38.1%,21.9%,17.4%,11.4%
vsRHB,18.1,86,0.325,0.380,0.506,0.182,1.85,3,1.47,10.5%,27.2%,23.3%,21.3%,11.7%,9.82,54.7%,6.3%,17.5%,38.6%,22.8%,23.1%,8.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jesus Sanchez LHB,+362,22,3.00,1,2,0.364,0.364,0.682,0.318,0.448,-,31.1%,36.4%,19.2%,96.0,35.7%,14.3%,14.3%,57.1%,64.3%,73.7,39.5%,28.9%,18.4%,90.5%,42.9%,16.7%,28.6%,28.6%,35.7%,35.7%,28.6%,50.0%
Andres Gimenez LHB,+451,21,3.80,1,1,0.105,0.190,0.263,0.158,0.208,4.8%,28.8%,38.1%,16.5%,83.6,9.1%,9.1%,9.1%,9.1%,18.2%,67.7,-,14.3%,2.4%,85.7%,18.2%,50.0%,-,63.6%,45.5%,36.4%,18.2%,25.0%
George Springer RHB,+353,18,4.40,1,1,0.222,0.222,0.444,0.222,0.286,-,26.5%,22.2%,11.1%,91.0,-,-,14.3%,42.9%,42.9%,71.6,14.3%,35.7%,14.3%,84.8%,28.6%,25.0%,28.6%,42.9%,35.7%,42.9%,21.4%,29.2%
Yohendrick Pinango LHB,N/A,15,3.40,1,1,0.286,0.333,0.571,0.286,0.387,6.7%,29.7%,33.3%,15.9%,95.5,22.2%,11.1%,22.2%,55.6%,44.4%,74.9,47.1%,14.7%,11.8%,91.9%,11.1%,0.0%,44.4%,33.3%,33.3%,33.3%,33.3%,25.0%
Tyler Heineman SHB,N/A,14,3.00,1,1,0.083,0.214,0.333,0.250,0.248,7.1%,10.3%,14.3%,5.5%,87.7,11.1%,11.1%,22.2%,33.3%,22.2%,66.6,-,22.2%,3.7%,93.1%,55.6%,20.0%,-,33.3%,44.4%,33.3%,22.2%,20.0%
Ernie Clement RHB,+845,12,3.80,1,1,0.417,0.417,0.667,0.250,0.472,-,0.0%,8.3%,-,83.2,9.1%,9.1%,18.2%,18.2%,27.3%,67.5,6.7%,60.0%,6.7%,100.0%,18.2%,50.0%,18.2%,54.5%,63.6%,27.3%,9.1%,46.2%
Daulton Varsho LHB,+255,29,4.40,0,1,0.200,0.310,0.240,0.040,0.256,13.8%,26.7%,20.7%,11.7%,90.0,-,-,15.8%,42.1%,31.6%,73.3,33.3%,28.2%,10.3%,88.6%,26.3%,0.0%,21.1%,42.1%,36.8%,42.1%,21.1%,14.8%
Nathan Lukes LHB,+411,26,4.00,0,0,0.435,0.500,0.565,0.130,0.464,7.7%,19.0%,15.4%,9.2%,85.0,-,-,31.6%,47.4%,42.1%,67.1,3.2%,35.5%,12.9%,81.6%,15.8%,0.0%,42.1%,31.6%,47.4%,21.1%,31.6%,34.8%
Brandon Valenzuela SHB,+453,22,4.00,0,0,0.222,0.364,0.278,0.056,0.297,18.2%,17.9%,9.1%,9.5%,85.1,-,-,18.8%,31.2%,43.8%,72.6,20.6%,26.5%,8.8%,89.5%,25.0%,0.0%,37.5%,25.0%,31.2%,43.8%,25.0%,52.6%
Vladimir Guerrero Jr. RHB,+388,21,4.00,0,0,0.353,0.429,0.412,0.059,0.372,4.8%,12.9%,4.8%,7.1%,93.6,5.9%,5.9%,23.5%,52.9%,29.4%,76.9,70.4%,37.0%,14.8%,87.1%,-,-,29.4%,64.7%,47.1%,35.3%,17.6%,45.0%
Kazuma Okamoto RHB,+296,12,4.00,0,1,0.100,0.250,0.100,-,0.194,-,31.8%,25.0%,12.3%,83.2,-,-,14.3%,28.6%,-,73.0,31.6%,10.5%,5.3%,86.4%,28.6%,0.0%,-,57.1%,28.6%,42.9%,28.6%,15.8%
Myles Straw RHB,N/A,12,1.20,0,1,0.364,0.417,0.364,-,0.351,8.3%,0.0%,-,-,78.3,-,-,27.3%,9.1%,36.4%,68.9,-,30.8%,7.7%,81.2%,18.2%,0.0%,9.1%,54.5%,54.5%,36.4%,9.1%,30.8%
