Matchup,LAA @ LAD
Pitcher,Yoshinobu Yamamoto
Pitcher Team,LAD
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.1,270,0.215,0.274,0.363,0.147,1.00,9,1.17,5.6%,29.9%,25.6%,21.6%,14.7%,8.96,59.4%,6.7%,7.7%,39.3%,26.2%,14.6%,19.7%
vsLHB,35.0,137,0.208,0.271,0.336,0.128,1.03,4,1.03,7.3%,25.9%,23.4%,17.6%,12.4%,8.23,59.1%,6.3%,7.5%,36.6%,26.9%,16.0%,19.4%
vsRHB,34.0,133,0.222,0.277,0.389,0.167,0.97,5,1.32,3.8%,34.3%,27.8%,27.0%,17.3%,9.79,59.7%,7.1%,7.8%,42.2%,25.6%,13.0%,20.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zach Neto RHB,+510,34,4.40,2,2,0.429,0.529,0.786,0.357,0.549,11.8%,19.2%,11.8%,9.4%,87.6,8.3%,8.3%,16.7%,29.2%,50.0%,71.9,20.0%,30.0%,8.0%,96.2%,20.8%,40.0%,33.3%,33.3%,41.7%,45.8%,12.5%,45.7%
Jo Adell RHB,+575,28,3.80,2,2,0.143,0.143,0.393,0.250,0.227,-,16.4%,21.4%,8.7%,89.6,13.6%,4.5%,9.1%,59.1%,27.3%,77.3,67.3%,25.0%,21.2%,94.5%,22.7%,40.0%,18.2%,50.0%,27.3%,68.2%,4.5%,48.0%
Vaughn Grissom RHB,+820,26,4.60,1,3,0.333,0.423,0.619,0.286,0.435,7.7%,20.8%,19.2%,8.1%,93.6,11.8%,-,11.8%,58.8%,47.1%,71.1,23.8%,33.3%,11.9%,87.5%,41.2%,14.3%,29.4%,23.5%,11.8%,64.7%,23.5%,11.4%
Logan O'Hoppe RHB,+700,25,3.80,1,2,0.217,0.280,0.391,0.174,0.294,8.0%,22.2%,16.0%,10.5%,83.5,21.1%,5.3%,15.8%,26.3%,15.8%,70.9,12.5%,31.2%,12.5%,88.9%,31.6%,16.7%,5.3%,47.4%,31.6%,26.3%,42.1%,25.0%
Wade Meckler LHB,+1060,25,3.80,1,2,0.348,0.400,0.565,0.217,0.416,8.0%,22.9%,20.0%,11.8%,87.9,5.6%,5.6%,27.8%,33.3%,50.0%,70.6,6.7%,40.0%,10.0%,88.2%,33.3%,16.7%,33.3%,33.3%,55.6%,11.1%,33.3%,38.1%
Oswald Peraza RHB,+880,24,4.40,1,2,0.348,0.375,0.478,0.130,0.377,-,23.9%,12.5%,13.3%,92.4,5.0%,-,5.0%,60.0%,40.0%,72.5,35.0%,32.5%,17.5%,87.0%,30.0%,16.7%,20.0%,40.0%,25.0%,35.0%,35.0%,40.0%
Mike Trout RHB,+390,34,4.40,0,3,0.160,0.382,0.200,0.040,0.288,26.5%,25.4%,26.5%,9.8%,91.8,25.0%,6.2%,6.2%,62.5%,50.0%,74.8,48.4%,17.2%,10.9%,98.5%,37.5%,0.0%,31.2%,31.2%,37.5%,37.5%,25.0%,7.7%
Jorge Soler RHB,+550,26,4.20,0,0,0.250,0.308,0.375,0.125,0.298,7.7%,33.9%,30.8%,16.7%,88.7,18.8%,6.2%,18.8%,50.0%,50.0%,74.7,50.0%,17.3%,11.5%,94.5%,12.5%,0.0%,43.8%,43.8%,50.0%,31.2%,18.8%,48.4%
Donovan Walton LHB,N/A,21,3.80,0,1,0.286,0.286,0.381,0.095,0.290,-,29.8%,33.3%,16.9%,92.4,14.3%,7.1%,21.4%,57.1%,42.9%,67.7,-,27.3%,11.4%,93.6%,35.7%,0.0%,28.6%,35.7%,50.0%,28.6%,21.4%,35.0%
Sebastián Rivero RHB,N/A,17,3.80,0,0,0.067,0.176,0.067,-,0.129,11.8%,26.5%,35.3%,14.4%,74.3,-,-,-,-,-,70.5,16.7%,4.8%,-,85.7%,22.2%,0.0%,-,55.6%,33.3%,44.4%,22.2%,26.3%
Adam Frazier LHB,+1180,13,2.20,0,0,-,0.077,-,-,0.050,7.7%,40.6%,53.8%,22.4%,81.8,-,-,20.0%,-,-,65.5,-,8.0%,-,83.3%,60.0%,0.0%,-,40.0%,40.0%,40.0%,20.0%,40.0%
Jose Siri RHB,N/A,11,3.20,0,1,0.273,0.273,0.455,0.182,0.312,-,42.9%,27.3%,24.3%,77.8,12.5%,-,12.5%,12.5%,37.5%,73.5,38.9%,16.7%,5.6%,85.7%,-,-,50.0%,50.0%,37.5%,37.5%,25.0%,33.3%
Nick Madrigal RHB,N/A,11,2.80,0,1,0.600,0.636,0.700,0.100,0.585,-,12.5%,18.2%,6.8%,92.4,-,-,25.0%,50.0%,50.0%,64.7,-,31.6%,15.8%,86.4%,-,-,50.0%,50.0%,37.5%,37.5%,25.0%,25.0%
