Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Gary Sanchez","MIL","George Kirby","SEA","2","1.000","1.00","2.00","3.00","0","1","0","1","2","3","6","0.0","1.000","0"
"Alec Burleson","STL","Brady Singer","CIN","9","0.556","0.43","0.89","1.44","1","2","0","2","4","3","13","11.1","0.500","0"
"George Springer","TOR","Ian Seymour","TB","9","0.556","0.63","0.11","0.67","4","1","0","0","1","1","6","11.1","0.600","1"
"Miguel Vargas","CWS","Grant Holmes","ATL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Andres Gimenez","TOR","Ian Seymour","TB","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"LaMonte Wade Jr.","HOU","Grayson Rodriguez","LAA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.667","1"
"Cam Smith","HOU","Grayson Rodriguez","LAA","5","0.400","0.67","0.40","0.80","0","2","0","0","2","1","4","40.0","0.400","0"
"Yainer Diaz","HOU","Grayson Rodriguez","LAA","5","0.400","0.20","0.60","1.00","1","0","0","1","1","2","5","0.0","0.500","1"
"Christian Walker","HOU","Grayson Rodriguez","LAA","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.500","1"
"Ben Rice","NYY","Kyle Bradish","BAL","10","0.400","0.50","0.30","0.70","3","0","0","1","1","2","7","30.0","0.455","1"
"Ernie Clement","TOR","Ian Seymour","TB","11","0.364","0.44","0.09","0.45","3","1","0","0","1","0","5","18.2","0.364","0"
"Leody Taveras","BAL","Gerrit Cole","NYY","11","0.364","1.00","0.36","0.73","2","1","0","1","2","3","8","63.6","0.364","0"
"Jackson Chourio","MIL","George Kirby","SEA","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Jonny DeLuca","TB","Shane Bieber","TOR","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Brice Turang","MIL","George Kirby","SEA","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Masyn Winn","STL","Brady Singer","CIN","6","0.333","0.25","0.67","1.00","0","1","0","1","2","1","6","16.7","0.500","2"
"Paul Goldschmidt","NYY","Kyle Bradish","BAL","6","0.333","0.67","0.17","0.50","1","1","0","0","1","0","3","50.0","0.333","0"
"Jeremy Pena","HOU","Grayson Rodriguez","LAA","9","0.333","0.50","0.33","0.67","2","0","0","1","1","1","6","44.4","0.333","0"
"Jose Altuve","HOU","Grayson Rodriguez","LAA","10","0.300","0.33","0.10","0.40","2","1","0","0","1","1","4","10.0","0.364","1"
"Alejandro Kirk","TOR","Ian Seymour","TB","7","0.286","0.17","0.57","0.86","0","1","0","1","2","5","6","14.3","0.250","0"
"Mike Trout","LAA","Peter Lambert","HOU","7","0.286","0.33","0.43","0.71","1","0","0","1","1","1","5","42.9","0.286","0"
"Isaac Paredes","HOU","Grayson Rodriguez","LAA","11","0.273","0.27","0.09","0.36","2","1","0","0","1","0","4","0.0","0.273","0"
"Willy Adames","SF","Gavin Williams","CLE","4","0.250","0.00","0.75","1.00","0","0","0","1","1","3","4","25.0","0.400","1"
"Jorge Mateo","TB","Shane Bieber","TOR","4","0.250","0.33","0.25","0.50","0","1","0","0","1","1","2","25.0","0.250","0"
"Gunnar Henderson","BAL","Gerrit Cole","NYY","12","0.250","0.22","0.33","0.58","1","1","0","1","2","1","7","16.7","0.308","1"
"Junior Caminero","TB","Shane Bieber","TOR","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.333","1"
"Brenton Doyle","CWS","Grant Holmes","ATL","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","60.0","0.333","1"
"Jonathan Aranda","TB","Shane Bieber","TOR","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","0.0","0.200","0"
"Jazz Chisholm Jr.","NYY","Kyle Bradish","BAL","5","0.200","0.50","0.20","0.40","0","1","0","0","1","0","2","60.0","0.333","1"
"Tyler Stephenson","CIN","Michael McGreevy","STL","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","20.0","0.200","0"
"Luis Garcia Jr.","NYY","Kyle Bradish","BAL","10","0.200","0.25","0.10","0.30","1","1","0","0","1","2","3","20.0","0.273","1"
"Trent Grisham","NYY","Kyle Bradish","BAL","10","0.200","0.20","0.40","0.60","0","1","0","1","2","2","6","40.0","0.385","3"
"Daulton Varsho","HOU","Grayson Rodriguez","LAA","11","0.182","0.13","0.45","0.64","0","0","1","1","2","3","7","18.2","0.231","1"
"Matt McLain","CIN","Michael McGreevy","STL","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","16.7","0.167","0"
"Pete Alonso","BAL","Gerrit Cole","NYY","6","0.167","0.00","0.50","0.67","0","0","0","1","1","2","4","33.3","0.286","1"
"Cedric Mullins","TB","Shane Bieber","TOR","7","0.143","0.00","0.43","0.57","0","0","0","1","1","1","4","42.9","0.143","0"
"Ryan McMahon","NYY","Kyle Bradish","BAL","10","0.100","0.25","0.10","0.20","0","1","0","0","1","0","2","60.0","0.182","1"
