HR Split,Overall
Dates,="6/23/2026"
Games,17

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:38 PM,Ryan Johnson,vs,1.45,0.81,1.48,3.17,8.6%,25.3%,41.1%,34.2%,9.1%,216
2,7:10 PM,Kodai Senga,vs,1.41,0.77,1.32,2.86,11.6%,28.9%,36.8%,34.5%,6.4%,682
3,7:10 PM,Edward Cabrera,@,1.26,0.74,1.27,2.33,11.8%,32.1%,44.3%,24.5%,8.1%,961
4,9:45 PM,Aaron Civale,@,1.11,1.22,0.50,2.45,11.8%,20.3%,45.7%,32.5%,6.6%,823
5,4:07 PM,Shane Bieber,vs,0.65,-0.64,1.77,1.68,11.6%,22.2%,48.6%,26.0%,6.5%,242
6,9:40 PM,Griffin Canning,vs,0.73,1.28,-1.00,1.71,10.3%,17.9%,48.7%,23.9%,6.0%,183
7,6:45 PM,Zack Littell,vs,0.62,1.00,-0.22,2.11,8.9%,18.6%,41.3%,33.5%,7.4%,1188
8,8:40 PM,Sean Sullivan,vs,0.27,-,-0.07,2.57,0.0%,12.5%,28.6%,57.1%,10.7%,70
9,7:45 PM,Kyle Leahy,vs,0.24,0.70,-0.26,1.04,11.9%,14.0%,51.0%,24.8%,9.0%,787
10,9:40 PM,JR Ritchie,@,0.20,0.72,-0.82,1.68,6.5%,21.6%,39.7%,30.2%,7.9%,257
11,7:10 PM,Brandon Sproat,@,0.14,-0.20,0.65,1.46,8.2%,18.2%,42.7%,23.4%,9.2%,461
12,9:45 PM,Robbie Ray,vs,-0.03,-0.17,0.02,1.13,10.7%,11.8%,37.3%,38.3%,6.3%,1200
13,7:40 PM,Sean Burke,vs,-0.03,0.30,-0.63,1.45,8.7%,13.2%,35.7%,36.0%,6.2%,1046
14,7:10 PM,Nick Lodolo,vs,-0.13,-1.09,0.29,1.47,6.6%,16.6%,39.3%,28.1%,6.6%,974
15,7:45 PM,Eduardo Rodriguez,@,-0.13,-0.52,0.11,1.32,8.8%,16.8%,37.1%,26.9%,5.6%,1172
16,7:40 PM,Justin Wrobleski,@,-0.24,0.26,-0.32,0.93,7.2%,13.1%,47.8%,27.5%,8.7%,729
17,6:40 PM,Sandy Alcantara,vs,-0.26,-0.08,-0.27,1.34,7.3%,14.5%,35.9%,24.6%,7.8%,1316
18,4:07 PM,Peter Lambert,@,-0.31,-0.73,0.28,1.06,6.8%,10.6%,38.1%,39.5%,7.7%,380
19,6:40 PM,George Kirby,@,-0.34,-0.37,-0.04,0.99,7.2%,13.5%,43.3%,24.1%,8.2%,1102
20,6:40 PM,Mitch Keller,vs,-0.39,-0.37,-0.09,0.97,7.8%,12.4%,43.6%,21.0%,8.0%,1222
21,8:40 PM,Sonny Gray,@,-0.43,-0.15,-0.59,1.20,5.9%,14.1%,39.9%,19.7%,8.2%,1153
22,6:45 PM,Jesus Luzardo,@,-0.59,-1.22,-0.18,1.05,6.8%,18.1%,29.0%,22.9%,6.2%,1280
23,6:40 PM,Carlos Rodon,@,-0.59,0.27,-0.66,0.90,5.3%,9.3%,39.7%,30.1%,9.1%,1093
24,9:38 PM,Shane Baz,@,-0.72,-0.57,-0.50,0.66,7.1%,9.2%,41.9%,25.3%,6.8%,1227
25,6:40 PM,Luinder Avila,@,-0.73,-0.21,-0.88,1.04,5.6%,13.3%,28.9%,26.0%,6.9%,308
26,7:40 PM,Parker Messick,@,-0.79,-0.48,-0.66,0.76,6.0%,12.7%,34.6%,24.2%,7.1%,629
27,6:40 PM,Shane McClanahan,vs,-0.86,-0.88,-0.64,0.40,7.7%,6.7%,42.9%,22.7%,7.7%,391
28,6:40 PM,Casey Mize,vs,-0.94,-0.70,-0.51,0.57,7.9%,4.1%,32.3%,31.0%,6.4%,947
29,7:40 PM,Kendry Rojas,vs,-,-,-,-,-,-,-,-,-,0
