Matchup,LAD @ CIN
Pitcher,Blake Snell
Pitcher Team,LAD
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,37.2,154,0.184,0.232,0.221,0.037,1.09,0,-,10.4%,36.3%,33.1%,22.3%,18.1%,12.19,71.0%,3.7%,1.2%,14.0%,22.1%,-,11.6%
vsLHB,10.2,48,0.200,0.276,0.250,0.050,1.50,0,-,16.7%,37.2%,37.5%,30.5%,17.9%,15.19,68.8%,3.1%,-,9.1%,9.1%,-,-
vsRHB,26.2,106,0.177,0.212,0.208,0.031,0.94,0,-,7.5%,36.0%,31.1%,19.4%,18.2%,11.14,72.0%,4.0%,1.6%,15.6%,26.6%,-,15.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Elly De La Cruz SHB,,+489,22,4.40,8,2,2,97.3,319.1,2,2,25.0%,12.5%,37.5%,62.5%,37.5%,78.4,81.8%,54.5%,45.5%,91.7%,50.0%,25.0%,100.0%,25.0%,50.0%,75.0%,12.5%,12.5%,57.1%
Juan Brito SHB,,+880,9,3.60,8,1,1,94.0,334.6,5,3,37.5%,12.5%,25.0%,50.0%,62.5%,71.3,11.1%,77.8%,33.3%,100.0%,87.5%,62.5%,20.0%,25.0%,12.5%,25.0%,75.0%,-,66.7%
Eugenio Suarez RHB,,+533,25,3.80,8,1,1,89.1,240.7,1,1,12.5%,12.5%,25.0%,37.5%,25.0%,74.3,45.5%,36.4%,18.2%,100.0%,62.5%,37.5%,33.3%,25.0%,12.5%,37.5%,37.5%,25.0%,50.0%
Matt McLain RHB,,+750,10,2.80,8,1,1,90.5,280.2,2,1,12.5%,12.5%,12.5%,50.0%,25.0%,71.4,11.1%,66.7%,44.4%,100.0%,37.5%,25.0%,50.0%,12.5%,50.0%,62.5%,25.0%,12.5%,50.0%
Tyler Stephenson RHB,,+600,16,3.00,8,1,1,93.9,289.9,3,1,12.5%,-,25.0%,50.0%,62.5%,69.8,-,35.3%,17.6%,100.0%,75.0%,37.5%,33.3%,37.5%,25.0%,37.5%,50.0%,12.5%,50.0%
Sal Stewart RHB,,+501,9,4.20,8,0,0,97.4,285.5,1,0,12.5%,12.5%,25.0%,75.0%,50.0%,73.0,30.8%,46.2%,46.2%,100.0%,50.0%,-,-,50.0%,50.0%,37.5%,25.0%,37.5%,25.0%
Héctor Rodríguez LHB,,+900,13,3.60,8,0,1,94.1,263.1,3,2,-,-,37.5%,62.5%,12.5%,75.2,50.0%,60.0%,20.0%,100.0%,50.0%,50.0%,0.0%,-,25.0%,50.0%,50.0%,-,75.0%
JJ Bleday LHB,,+640,5,3.60,8,0,0,90.1,176.7,0,0,-,-,37.5%,12.5%,37.5%,74.6,62.5%,62.5%,12.5%,88.9%,62.5%,25.0%,0.0%,37.5%,12.5%,50.0%,37.5%,12.5%,25.0%
Jose Trevino RHB,—,N/A,6,2.80,8,0,0,70.6,151.6,0,0,-,-,12.5%,-,37.5%,68.1,-,25.0%,-,88.9%,12.5%,-,-,12.5%,75.0%,25.0%,50.0%,25.0%,33.3%
Ke'Bryan Hayes RHB,,+1050,14,3.20,8,0,0,83.1,225.1,0,0,-,-,12.5%,12.5%,37.5%,70.5,8.3%,41.7%,8.3%,85.7%,50.0%,12.5%,0.0%,37.5%,50.0%,50.0%,25.0%,25.0%,16.7%
TJ Friedl LHB,—,N/A,6,2.00,8,0,0,85.6,183.1,0,0,-,-,12.5%,50.0%,25.0%,72.9,25.0%,75.0%,25.0%,88.9%,12.5%,-,-,12.5%,50.0%,50.0%,37.5%,12.5%,20.0%
Dane Myers RHB,,+750,9,3.60,8,0,0,92.5,338.3,1,0,-,-,-,50.0%,25.0%,70.4,16.7%,58.3%,16.7%,100.0%,12.5%,-,-,12.5%,87.5%,62.5%,37.5%,-,33.3%
Will Banfield RHB,—,N/A,-,2.20,1,0,0,84.1,255.2,0,0,-,-,-,-,-,71.6,-,-,-,100.0%,100.0%,100.0%,0.0%,-,-,-,-,100.0%,0.0%
