Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Yordan Alvarez,LHB,HOU,Davis Martin,R,28,57.6,28.4,60.7,46.7
Derek Hill,RHB,PHI,Will Warren,R,21.1,37.2,44.5,58,43
Pedro Pages,RHB,STL,Rhett Lowder,R,54.9,38,43.2,31.8,39.7
Liam Hicks,LHB,MIA,German Marquez,R,35.5,46.1,19.7,49.3,37.9
Hunter Goodman,RHB,COL,Shane Drohan,L,29.7,43.8,40.4,29.7,37.8
Ryan Jeffers,RHB,MIN,Jacob Lopez,L,28.9,46,18.5,51.2,37.3
Bryce Eldridge,LHB,SF,Grayson Rodriguez,R,32.4,42.2,17.8,49.7,35.8
Andres Gimenez,LHB,TOR,Patrick Sandoval,L,50.5,29.9,30,41.6,34.9
Brandon Valenzuela,SHB,TOR,Patrick Sandoval,L,39.8,40.2,30.5,28.4,34.3
Randy Arozarena,RHB,SEA,MacKenzie Gore,L,42.5,25.3,34.6,43.2,34.3
Joc Pederson,LHB,TEX,Bryce Miller,R,25.8,43.4,32.9,26.4,34.2
Daulton Varsho,LHB,TOR,Patrick Sandoval,L,44.3,36.7,13.3,51.3,34.1
Carter Jensen,LHB,KC,Tarik Skubal,L,53,26.8,23.2,49.5,34
Tyrone Taylor,RHB,NYM,Roki Sasaki,R,42.1,35.5,19.3,46.2,34
Kyle Schwarber,LHB,PHI,Will Warren,R,34.1,32.2,28.7,42.3,33.9
Juan Soto,LHB,NYM,Roki Sasaki,R,34.5,37.3,17.5,47.6,33.7
Michael Conforto,LHB,CHC,Jared Jones,R,27.8,25.9,17.6,60.9,32.4
Shohei Ohtani,LHB,LAD,Sean Manaea,L,39.4,30.4,26.6,38.9,32.3
Yandy Diaz,RHB,TB,Joey Cantillo,L,17.4,32.2,20.3,51.5,32
Ketel Marte,SHB,ARI,Carson Palmquist,L,36.6,26.8,27.8,41,31.6
Rafael Devers,LHB,SF,Grayson Rodriguez,R,47.4,17.5,29.8,46.8,31.5
