Matchup,PHI @ LAD
Pitcher,Roki Sasaki
Pitcher Team,LAD
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,45.2,202,0.261,0.352,0.478,0.217,1.42,9,1.77,8.9%,28.1%,21.3%,17.6%,13.7%,8.47,59.4%,7.4%,11.7%,46.0%,29.2%,20.0%,13.1%
vsLHB,25.2,115,0.282,0.358,0.476,0.194,1.60,5,1.75,10.4%,30.4%,20.9%,16.9%,14.9%,8.42,51.3%,7.3%,10.1%,45.6%,32.9%,19.2%,12.7%
vsRHB,20.0,87,0.234,0.344,0.481,0.247,1.20,4,1.80,6.9%,24.7%,21.8%,18.6%,11.8%,8.55,70.1%,7.6%,13.8%,46.6%,24.1%,21.4%,13.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Schwarber LHB,N/A,17,4.20,3,3,0.438,0.471,1.062,0.625,0.641,5.9%,27.6%,29.4%,11.4%,101.7,36.4%,18.2%,36.4%,72.7%,45.5%,77.6,74.1%,29.6%,25.9%,93.1%,36.4%,50.0%,36.4%,27.3%,63.6%,36.4%,-,21.4%
Trea Turner RHB,N/A,16,4.40,2,3,0.188,0.188,0.562,0.375,0.318,-,23.5%,31.2%,14.3%,92.5,27.3%,18.2%,18.2%,54.5%,45.5%,71.9,22.2%,22.2%,11.1%,79.4%,63.6%,28.6%,9.1%,18.2%,18.2%,27.3%,54.5%,47.1%
Bryson Stott LHB,N/A,16,3.80,1,2,0.200,0.250,0.467,0.267,0.307,6.2%,15.6%,18.8%,7.1%,93.3,16.7%,-,16.7%,58.3%,25.0%,70.1,6.7%,33.3%,16.7%,93.8%,41.7%,20.0%,8.3%,25.0%,41.7%,33.3%,25.0%,29.4%
Brandon Marsh LHB,N/A,14,3.40,1,2,0.231,0.286,0.615,0.385,0.378,7.1%,19.5%,42.9%,11.4%,88.7,28.6%,28.6%,28.6%,57.1%,57.1%,71.8,13.5%,13.5%,10.8%,90.2%,28.6%,50.0%,28.6%,28.6%,42.9%,42.9%,14.3%,25.0%
Bryce Harper LHB,N/A,12,4.00,1,1,0.273,0.333,0.545,0.273,0.377,8.3%,35.0%,25.0%,15.6%,93.0,12.5%,-,-,37.5%,50.0%,74.9,57.9%,21.1%,15.8%,95.0%,12.5%,100.0%,37.5%,50.0%,25.0%,62.5%,12.5%,18.2%
Rafael Marchan SHB,N/A,18,2.80,0,0,0.059,0.111,0.059,-,0.086,5.6%,20.6%,11.1%,10.3%,81.9,-,-,20.0%,20.0%,20.0%,66.0,-,31.0%,-,85.3%,6.7%,0.0%,13.3%,40.0%,46.7%,20.0%,33.3%,26.3%
Alec Bohm RHB,N/A,17,4.00,0,0,0.235,0.235,0.353,0.118,0.254,-,20.6%,17.6%,10.3%,90.4,-,-,21.4%,50.0%,21.4%,69.8,-,32.3%,12.9%,91.2%,28.6%,0.0%,21.4%,35.7%,21.4%,50.0%,28.6%,59.1%
Adolis Garcia RHB,N/A,16,3.20,0,0,0.077,0.250,0.077,-,0.186,6.2%,53.3%,56.2%,22.5%,96.0,-,-,-,50.0%,25.0%,71.1,26.9%,11.5%,3.8%,86.7%,25.0%,0.0%,25.0%,50.0%,50.0%,50.0%,-,35.7%
Edmundo Sosa RHB,N/A,13,3.00,0,1,0.077,0.077,0.077,-,0.068,-,39.4%,30.8%,27.1%,89.2,22.2%,11.1%,22.2%,44.4%,33.3%,71.3,20.7%,20.7%,10.3%,87.9%,22.2%,0.0%,22.2%,44.4%,44.4%,44.4%,11.1%,23.1%
Garrett Stubbs LHB,N/A,11,2.80,0,0,0.222,0.364,0.222,-,0.286,9.1%,8.7%,9.1%,4.4%,80.6,-,-,12.5%,37.5%,37.5%,68.5,-,33.3%,5.6%,90.0%,25.0%,0.0%,37.5%,25.0%,25.0%,62.5%,12.5%,27.3%
J.T. Realmuto RHB,N/A,10,3.60,0,0,0.111,0.200,0.111,-,0.154,10.0%,5.6%,10.0%,2.9%,90.3,-,-,-,50.0%,25.0%,72.0,33.3%,33.3%,20.0%,88.2%,12.5%,0.0%,25.0%,50.0%,25.0%,50.0%,25.0%,37.5%
Justin Crawford LHB,N/A,9,3.20,0,0,-,-,-,-,-,-,16.0%,44.4%,6.9%,88.2,-,-,-,40.0%,-,69.2,4.2%,16.7%,8.3%,96.0%,20.0%,0.0%,-,60.0%,-,60.0%,40.0%,28.6%
