Split,vsLHB
Range,L10
Dates,="8/10/2026"
Games,10

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
9:45 PM,Blade Tidwell,vs,7.1,37,5.42,0.333,0.377,1.91,0.121,0.455,1,1.23,15,15.7%,10.8%,6.9%,7.1%,4.91,3,8.1%,67.6%,7.1%,29,34.5%,2,6.9%,17.2%,20.0%,34.5%
9:40 PM,Freddy Peralta,@,29.0,136,5.44,0.323,0.405,1.72,0.258,0.581,7,2.17,72,26.0%,20.6%,16.9%,12.4%,8.69,10,7.4%,50.7%,5.8%,97,40.2%,5,5.2%,32.0%,22.6%,16.5%
7:45 PM,Andrew Painter,@,27.2,131,6.24,0.310,0.396,1.70,0.233,0.543,7,2.28,63,24.5%,17.6%,17.0%,11.6%,7.48,11,8.4%,65.6%,7.9%,94,38.3%,9,9.6%,28.7%,22.2%,18.1%
10:10 PM,Noah Cameron,@,13.1,61,2.88,0.296,0.334,1.65,0.093,0.389,1,0.68,21,30.0%,27.9%,24.3%,13.9%,11.48,6,9.8%,63.9%,8.9%,38,28.9%,3,7.9%,28.9%,9.1%,18.4%
7:07 PM,Jameson Taillon,vs,24.0,113,8.27,0.287,0.414,1.71,0.347,0.634,10,3.75,64,24.9%,18.6%,17.4%,11.1%,7.88,12,10.6%,53.1%,4.3%,80,38.8%,15,18.8%,45.0%,27.8%,27.5%
9:38 PM,MacKenzie Gore,@,13.1,61,3.85,0.278,0.344,1.58,0.148,0.426,1,0.68,23,14.9%,19.7%,16.4%,7.1%,8.10,6,9.8%,55.7%,10.0%,42,40.5%,5,11.9%,14.3%,16.7%,16.7%
7:40 PM,Dean Kremer,vs,23.2,103,6.31,0.272,0.381,1.44,0.304,0.576,7,2.66,53,23.8%,20.4%,18.3%,11.1%,7.99,9,8.7%,61.9%,6.5%,73,32.9%,5,6.8%,34.2%,28.0%,28.8%
9:40 PM,Gabriel Hughes,@,17.1,75,3.22,0.265,0.304,1.33,0.118,0.382,1,0.52,26,16.3%,17.3%,13.7%,8.1%,6.75,5,6.7%,65.3%,7.8%,57,28.1%,2,3.5%,21.1%,8.3%,21.1%
7:15 PM,Bryce Elder,vs,32.0,138,5.54,0.262,0.346,1.34,0.238,0.500,8,2.25,63,20.3%,20.3%,21.1%,9.5%,7.88,10,7.2%,58.3%,5.1%,100,38.0%,7,7.0%,27.0%,29.6%,20.0%
9:40 PM,Michael Soroka,vs,33.0,139,3.65,0.256,0.306,1.21,0.147,0.403,3,0.82,52,16.3%,17.3%,17.6%,8.0%,6.55,7,5.0%,66.9%,7.2%,106,27.4%,7,6.6%,29.2%,9.7%,19.8%
9:40 PM,Casey Mize,vs,28.2,120,2.44,0.248,0.278,1.19,0.106,0.354,1,0.31,40,23.2%,20.8%,15.4%,11.2%,7.85,6,5.0%,67.5%,7.0%,89,38.2%,6,6.7%,37.1%,3.0%,19.1%
9:38 PM,Reid Detmers,vs,12.2,55,5.15,0.245,0.335,1.34,0.224,0.469,3,2.13,23,31.7%,25.5%,20.9%,15.9%,9.95,5,9.1%,76.4%,8.7%,36,44.4%,3,8.3%,36.1%,15.4%,19.4%
7:15 PM,Christian Scott,@,31.0,130,3.78,0.244,0.312,1.16,0.203,0.447,6,1.74,55,27.2%,30.0%,18.1%,14.2%,11.32,6,4.6%,67.7%,7.3%,84,34.5%,7,8.3%,28.6%,25.0%,21.4%
10:10 PM,Tarik Skubal,vs,16.0,64,1.98,0.226,0.266,1.00,0.145,0.371,2,1.12,23,38.0%,39.1%,29.1%,21.8%,14.06,2,3.1%,73.8%,10.0%,37,24.3%,2,5.4%,13.5%,40.0%,18.9%
7:45 PM,Hunter Dobbins,vs,22.0,91,3.83,0.217,0.275,1.18,0.120,0.337,2,0.82,28,19.4%,18.7%,17.2%,8.6%,6.95,8,8.8%,61.5%,5.3%,66,36.4%,5,7.6%,25.8%,11.8%,24.2%
7:07 PM,Sonny Gray,@,43.0,167,3.15,0.211,0.267,1.00,0.132,0.342,4,0.84,52,25.1%,25.7%,29.7%,11.8%,9.00,11,6.6%,62.7%,5.7%,112,38.4%,6,5.4%,29.5%,6.1%,15.2%
9:45 PM,Hayden Wesneski,@,4.0,17,4.10,0.200,0.238,1.00,-,0.200,0,-,3,19.2%,5.9%,6.2%,10.4%,2.25,1,5.9%,88.2%,-,14,35.7%,1,7.1%,14.3%,-,7.1%
9:40 PM,Jacob Lopez,vs,11.2,46,3.19,0.190,0.245,1.03,0.095,0.286,1,0.77,12,26.4%,26.1%,21.1%,12.0%,9.26,4,8.7%,63.0%,9.4%,30,36.7%,0,-,16.7%,20.0%,26.7%
9:40 PM,Logan Henderson,@,34.0,132,3.39,0.187,0.262,0.91,0.179,0.366,5,1.32,45,29.0%,31.1%,22.8%,15.7%,10.85,8,6.1%,70.7%,10.6%,82,36.6%,8,9.8%,26.8%,18.2%,29.3%
7:40 PM,Trevor Rogers,@,19.1,71,1.55,0.152,0.180,0.72,0.045,0.197,0,-,13,28.0%,29.6%,22.8%,13.6%,9.78,4,5.6%,72.9%,8.4%,46,28.3%,1,2.2%,21.7%,-,15.2%
