Split,Season
Range,L10
Dates,="9/5/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
9:40 PM,Jeffrey Springs,@,43.1,208,7.85,0.299,0.416,1.85,0.294,0.593,14,2.91,105,24.3%,14.4%,14.0%,11.2%,6.23,27,13.0%,56.7%,6.0%,150,32.7%,15,10.0%,36.0%,22.2%,22.7%
7:05 PM,Chris Bassitt,vs,50.2,227,4.38,0.289,0.348,1.46,0.157,0.446,6,1.07,91,20.4%,16.7%,17.2%,9.6%,6.75,15,6.6%,59.8%,7.1%,168,38.1%,11,6.5%,26.2%,13.6%,13.7%
9:40 PM,George Kirby,vs,54.1,238,4.65,0.286,0.350,1.42,0.219,0.504,10,1.66,113,23.9%,18.5%,16.1%,12.6%,7.29,13,5.5%,66.0%,7.6%,180,38.9%,13,7.2%,26.1%,19.1%,21.1%
6:40 PM,Yusei Kikuchi,@,42.2,192,4.48,0.284,0.363,1.50,0.213,0.497,7,1.48,84,25.7%,22.4%,18.8%,12.7%,9.07,16,8.3%,63.5%,9.5%,131,45.8%,13,9.9%,22.9%,23.3%,25.2%
7:10 PM,Seth Lugo,vs,53.0,231,3.89,0.284,0.342,1.42,0.147,0.431,4,0.68,88,19.4%,16.5%,15.4%,8.7%,6.45,17,7.4%,61.5%,6.2%,171,42.7%,5,2.9%,25.7%,9.1%,15.8%
6:10 PM,Framber Valdez,@,55.1,247,4.38,0.276,0.335,1.50,0.124,0.401,5,0.81,87,18.2%,15.8%,17.3%,8.5%,6.34,23,9.3%,59.9%,7.9%,180,46.1%,8,4.4%,13.9%,20.0%,16.1%
8:10 PM,Matthew Liberatore,@,51.0,222,3.77,0.276,0.335,1.37,0.163,0.438,8,1.41,89,26.1%,27.9%,24.0%,11.6%,10.94,14,6.3%,56.2%,7.4%,142,42.3%,11,7.7%,31.7%,17.8%,20.4%
7:05 PM,Sonny Gray,@,59.2,249,3.54,0.262,0.310,1.27,0.135,0.397,6,0.91,91,23.3%,21.3%,26.8%,10.7%,7.99,16,6.4%,58.6%,6.5%,178,39.9%,11,6.2%,24.2%,9.3%,15.2%
4:10 PM,Zach Thornton,vs,56.0,226,3.74,0.251,0.290,1.16,0.114,0.365,6,0.96,77,19.2%,18.6%,17.7%,9.9%,6.75,12,5.3%,62.3%,8.3%,170,37.1%,13,7.6%,26.5%,11.1%,16.5%
6:40 PM,Andrew Abbott,vs,53.2,234,4.39,0.251,0.327,1.43,0.169,0.420,6,1.01,87,21.1%,17.9%,16.9%,9.9%,7.04,25,10.7%,58.1%,6.6%,167,36.5%,15,9.0%,28.1%,10.6%,21.6%
