Matchup,NYM @ CIN
Pitcher,Nolan McLean
Pitcher Team,NYM
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,76.1,317,0.202,0.283,0.329,0.126,1.14,8,0.94,9.8%,24.5%,27.8%,21.9%,10.5%,10.38,60.4%,6.6%,6.3%,36.3%,22.6%,18.6%,13.7%
vsLHB,43.1,187,0.226,0.303,0.366,0.140,1.29,5,1.04,10.2%,24.8%,26.7%,23.6%,10.9%,10.38,62.6%,7.7%,6.1%,40.9%,27.8%,15.6%,14.8%
vsRHB,32.1,130,0.168,0.254,0.274,0.106,0.96,3,0.84,9.2%,23.9%,29.2%,20.1%,9.9%,10.58,57.3%,5.2%,6.7%,29.3%,14.7%,27.3%,12.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
2 JJ Bleday LHB,,+360,22,25,4.20,2,1,0.333,0.440,0.714,0.381,0.480,16.0%,15.9%,4.0%,7.1%,88.4,282.4,8,2,10.5%,5.3%,15.8%,31.6%,47.4%,74.7,46.3%,22.0%,9.8%,93.2%,31.6%,16.7%,36.8%,21.1%,26.3%,47.4%,26.3%,23.1%
6 Spencer Steer RHB,,+450,21,24,4.00,2,2,0.143,0.250,0.476,0.333,0.309,12.5%,27.8%,25.0%,10.2%,88.5,289.6,2,2,15.4%,15.4%,23.1%,38.5%,15.4%,70.5,3.2%,22.6%,12.9%,88.6%,23.1%,66.7%,7.7%,61.5%,69.2%,30.8%,-,21.4%
9 Matt McLain RHB,,+680,14,23,3.60,2,3,0.278,0.435,0.722,0.444,0.476,17.4%,36.4%,34.8%,12.6%,97.3,320.9,4,3,40.0%,10.0%,10.0%,60.0%,70.0%,71.7,18.5%,33.3%,22.2%,81.8%,50.0%,40.0%,40.0%,10.0%,10.0%,60.0%,30.0%,13.6%
3 Sal Stewart RHB,,+440,9,20,4.00,1,2,0.176,0.300,0.353,0.176,0.291,15.0%,32.1%,20.0%,12.0%,91.8,282.4,2,2,15.4%,7.7%,15.4%,46.2%,15.4%,73.4,37.0%,29.6%,14.8%,96.4%,15.4%,50.0%,7.7%,69.2%,46.2%,46.2%,7.7%,23.8%
5 Eugenio Suarez RHB,,+390,17,21,3.80,1,1,0.190,0.190,0.381,0.190,0.245,-,33.3%,28.6%,16.9%,88.0,267.9,4,2,6.7%,-,33.3%,40.0%,40.0%,72.0,20.7%,27.6%,6.9%,87.9%,13.3%,50.0%,33.3%,46.7%,53.3%,33.3%,13.3%,30.4%
1 Edwin Arroyo SHB,,+760,8,21,3.80,0,0,0.222,0.333,0.222,-,0.266,9.5%,20.7%,14.3%,11.8%,84.0,243.9,3,1,-,-,6.7%,20.0%,26.7%,69.4,9.4%,17.0%,-,96.4%,13.3%,0.0%,20.0%,46.7%,46.7%,26.7%,26.7%,33.3%
4 Nathaniel Lowe LHB,,+520,31,25,2.80,0,1,0.250,0.400,0.250,-,0.308,20.0%,12.8%,16.0%,5.5%,88.4,248.4,2,1,6.7%,-,13.3%,33.3%,40.0%,74.7,41.5%,14.6%,9.8%,93.2%,26.7%,0.0%,33.3%,33.3%,26.7%,40.0%,33.3%,13.6%
7 Noelvi Marte RHB,,+730,12,14,3.80,0,0,0.308,0.357,0.308,-,0.301,7.1%,8.7%,7.1%,3.4%,93.9,230.4,0,0,-,-,8.3%,33.3%,16.7%,72.8,23.8%,42.9%,9.5%,95.5%,8.3%,0.0%,16.7%,75.0%,50.0%,41.7%,8.3%,28.6%
8 Jose Trevino RHB,,+980,8,14,3.00,0,0,0.077,0.143,0.077,-,0.110,7.1%,18.2%,21.4%,9.1%,77.2,319.4,3,1,-,-,-,20.0%,20.0%,69.1,-,25.0%,6.2%,88.9%,30.0%,0.0%,10.0%,40.0%,30.0%,60.0%,10.0%,41.2%
