Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Daylen Lile","WSH","Griffin Jax","TB","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Kerry Carpenter","DET","Brandon Eisert","CWS","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","0"
"Byron Buxton","MIN","Michael Soroka","ARI","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Joey Ortiz","MIL","Martin Perez","ATL","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","1"
"Julio Rodriguez","SEA","Ranger Suarez","BOS","6","0.833","1.00","0.33","1.17","3","2","0","0","2","0","7","16.7","0.833","0"
"Sal Frelick","MIL","Martin Perez","ATL","4","0.750","0.67","0.75","1.50","2","0","0","1","1","2","6","0.0","0.800","1"
"Spencer Torkelson","DET","Brandon Eisert","CWS","4","0.750","0.67","0.75","1.50","2","0","0","1","1","2","6","0.0","0.750","0"
"Jared Triolo","PIT","Kyle Freeland","COL","3","0.667","0.50","1.67","2.33","0","0","1","1","2","2","7","0.0","0.667","0"
"Yordan Alvarez","HOU","Tanner Bibee","CLE","6","0.667","0.60","0.67","1.33","2","1","0","1","2","2","8","0.0","0.667","0"
"Nolan Schanuel","LAA","Jeffrey Springs","ATH","5","0.600","0.60","0.20","0.80","2","1","0","0","1","1","4","0.0","0.600","0"
"Jung Hoo Lee","SF","Lake Bachar","MIA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Matt Shaw","CHC","Kevin Gausman","TOR","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Nelson Velazquez","STL","Seth Lugo","KC","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Jake Rogers","DET","Brandon Eisert","CWS","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Taylor Trammell","HOU","Tanner Bibee","CLE","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Nathan Lukes","TOR","Ben Brown","CHC","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Jahmai Jones","DET","Brandon Eisert","CWS","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Paul Goldschmidt","NYY","Rhett Lowder","CIN","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Isiah Kiner-Falefa","BOS","Bryce Miller","SEA","4","0.500","0.67","0.50","1.00","0","2","0","0","2","2","4","25.0","0.500","0"
"William Contreras","MIL","Martin Perez","ATL","8","0.500","0.50","0.63","1.13","1","2","0","1","3","5","9","12.5","0.500","0"
"Victor Robles","SEA","Ranger Suarez","BOS","8","0.500","0.57","0.13","0.63","3","1","0","0","1","0","5","12.5","0.500","0"
"Shea Langeliers","ATH","Jose Soriano","LAA","14","0.500","0.71","0.57","1.07","3","2","0","2","4","7","15","35.7","0.533","1"
"Connor Joe","SEA","Ranger Suarez","BOS","9","0.444","0.44","0.11","0.56","3","1","0","0","1","2","5","0.0","0.444","0"
"Jesus Sanchez","TOR","Ben Brown","CHC","7","0.429","0.50","0.43","0.86","2","0","0","1","1","2","6","28.6","0.429","0"
"Christian Walker","HOU","Tanner Bibee","CLE","8","0.375","0.29","0.50","0.88","1","1","0","1","2","3","7","0.0","0.444","1"
"Randal Grichuk","CWS","Tarik Skubal","DET","11","0.364","0.57","0.09","0.45","3","1","0","0","1","0","5","36.4","0.364","0"
"Michael Busch","CHC","Kevin Gausman","TOR","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"CJ Abrams","WSH","Griffin Jax","TB","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Alec Burleson","STL","Seth Lugo","KC","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Jackson Chourio","MIL","Martin Perez","ATL","6","0.333","0.20","0.50","0.83","1","0","0","1","1","2","5","0.0","0.333","0"
"Mitch Garver","SEA","Ranger Suarez","BOS","6","0.333","0.00","1.00","1.33","0","0","0","2","2","3","8","33.3","0.333","0"
"Jo Adell","LAA","Jeffrey Springs","ATH","9","0.333","0.50","0.78","1.11","0","1","0","2","3","4","10","55.6","0.333","0"
"Lawrence Butler","ATH","Jose Soriano","LAA","18","0.278","0.27","0.39","0.67","2","1","0","2","3","5","12","27.8","0.316","1"
"Tyler Soderstrom","ATH","Jose Soriano","LAA","15","0.267","0.33","0.07","0.33","3","1","0","0","1","1","5","20.0","0.313","0"
"Joc Pederson","TEX","Randy Vasquez","SD","8","0.250","0.17","0.38","0.63","1","0","0","1","1","2","5","12.5","0.222","0"
"Nick Kurtz","ATH","Jose Soriano","LAA","12","0.250","0.33","0.33","0.58","1","1","0","1","2","2","7","41.7","0.357","2"
"Bryan Reynolds","PIT","Kyle Freeland","COL","13","0.231","0.25","0.08","0.31","2","1","0","0","1","2","4","7.7","0.286","1"
"Christian Vazquez","HOU","Tanner Bibee","CLE","13","0.231","0.27","0.15","0.38","1","2","0","0","2","0","5","15.4","0.333","2"
"Gary Sanchez","MIL","Martin Perez","ATL","22","0.227","0.23","0.27","0.50","3","0","0","2","2","7","11","31.8","0.320","3"
"Jarren Duran","BOS","Bryce Miller","SEA","9","0.222","0.29","0.33","0.56","0","1","1","0","2","0","5","22.2","0.222","0"
"Masataka Yoshida","BOS","Bryce Miller","SEA","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.200","0"
