Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Ben Rice","NYY","Logan Gilbert","SEA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","2"
"Travis Bazzana","CLE","Keider Montero","DET","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","1"
"Kyle Schwarber","PHI","Taj Bradley","MIN","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","1"
"Tyler Heineman","LAA","Jacob deGrom","TEX","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Michael Busch","CHC","Cade Cavalli","WSH","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Andres Gimenez","TOR","Payton Tolle","BOS","4","0.750","0.67","1.00","1.75","1","1","0","1","2","1","7","0.0","0.750","0"
"Jackson Chourio","MIL","Roki Sasaki","LAD","3","0.667","0.67","0.67","1.33","0","2","0","0","2","1","4","33.3","0.500","0"
"Ceddanne Rafaela","BOS","Max Scherzer","TOR","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Rhys Hoskins","CLE","Keider Montero","DET","3","0.667","1.00","1.00","1.67","1","0","0","1","1","2","5","33.3","0.667","0"
"Bryce Harper","PHI","Taj Bradley","MIN","3","0.667","0.67","0.67","1.33","0","2","0","0","2","0","4","0.0","0.667","0"
"Masataka Yoshida","BOS","Max Scherzer","TOR","6","0.667","0.60","0.67","1.33","2","1","0","1","2","2","8","0.0","0.667","0"
"Spencer Horwitz","PIT","Tyler Phillips","MIA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Brice Turang","MIL","Roki Sasaki","LAD","2","0.500","1.00","0.50","1.00","0","1","0","0","1","1","2","50.0","0.667","1"
"Kyle Tucker","LAD","Shane Drohan","MIL","2","0.500","0.50","1.00","1.50","0","0","1","0","1","2","3","0.0","0.667","1"
"Eugenio Suarez","CIN","Davis Martin","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.667","1"
"Nathaniel Lowe","CLE","Keider Montero","DET","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.500","0"
"Amed Rosario","NYY","Logan Gilbert","SEA","14","0.500","0.54","0.29","0.79","4","2","1","0","3","1","11","7.1","0.533","1"
"Zach Neto","LAA","Jacob deGrom","TEX","12","0.417","0.75","0.67","1.08","1","2","0","2","4","3","13","50.0","0.500","2"
"Brenton Doyle","CWS","Andrew Abbott","CIN","10","0.400","0.50","0.40","0.80","2","1","0","1","2","1","8","30.0","0.500","2"
"Wade Meckler","LAA","Jacob deGrom","TEX","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","33.3","0.500","1"
"Luisangel Acuna","CWS","Andrew Abbott","CIN","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.250","0"
"Andy Pages","LAD","Shane Drohan","MIL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","66.7","0.333","0"
"Miguel Vargas","CWS","Andrew Abbott","CIN","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Kody Clemens","MIN","Aaron Nola","PHI","3","0.333","0.50","0.67","1.00","0","0","1","0","1","0","3","33.3","0.333","0"
"Jake Bauers","MIL","Roki Sasaki","LAD","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Trea Turner","PHI","Taj Bradley","MIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","33.3","0.333","0"
"Randal Grichuk","CWS","Andrew Abbott","CIN","6","0.333","0.20","0.50","0.83","1","0","0","1","1","1","5","0.0","0.429","1"
"Paul Goldschmidt","NYY","Logan Gilbert","SEA","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Travis d'Arnaud","LAA","Jacob deGrom","TEX","12","0.333","0.29","0.50","0.83","2","0","0","2","2","4","10","25.0","0.333","0"
"Victor Robles","SEA","Max Fried","NYY","29","0.310","0.41","0.03","0.34","8","1","0","0","1","1","10","24.1","0.375","1"
"Dillon Dingler","DET","Parker Messick","CLE","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.250","0"
"Adley Rutschman","BOS","Max Scherzer","TOR","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.250","0"
"Brandon Nimmo","TEX","Walbert Urena","LAA","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.400","1"
"Jazz Chisholm Jr.","NYY","Logan Gilbert","SEA","9","0.222","0.25","0.33","0.56","1","0","0","1","1","2","5","44.4","0.300","1"
"Trent Grisham","NYY","Logan Gilbert","SEA","9","0.222","0.33","0.11","0.33","1","1","0","0","1","0","3","33.3","0.300","1"
"Spencer Torkelson","DET","Parker Messick","CLE","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","60.0","0.200","0"
"Brayan Rocchio","CLE","Keider Montero","DET","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.200","0"
"Vladimir Guerrero Jr.","TOR","Payton Tolle","BOS","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Josh Bell","MIN","Aaron Nola","PHI","41","0.195","0.16","0.24","0.44","4","1","0","3","4","8","18","17.1","0.214","1"
"Jarren Duran","BOS","Max Scherzer","TOR","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","50.0","0.167","0"
"Jo Adell","CLE","Keider Montero","DET","7","0.143","0.00","0.43","0.57","0","0","0","1","1","1","4","57.1","0.143","0"
"JJ Bleday","CIN","Davis Martin","CWS","8","0.125","0.00","0.38","0.50","0","0","0","1","1","2","4","12.5","0.222","1"
"Cal Raleigh","SEA","Max Fried","NYY","9","0.111","0.17","0.11","0.22","0","1","0","0","1","1","2","33.3","0.200","1"
