Matchup,PHI @ WSH
Pitcher,Cade Cavalli
Pitcher Team,WSH
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,77.1,349,0.278,0.329,0.379,0.101,1.46,6,0.70,8.0%,23.8%,23.5%,20.7%,11.0%,9.54,61.6%,8.4%,7.5%,39.9%,22.8%,7.7%,13.6%
vsLHB,43.2,206,0.302,0.357,0.419,0.117,1.58,4,0.82,7.3%,26.2%,24.8%,22.0%,12.0%,10.51,58.3%,8.5%,5.4%,36.2%,25.4%,12.1%,15.4%
vsRHB,33.0,143,0.244,0.288,0.323,0.079,1.33,2,0.55,9.1%,20.5%,21.7%,18.8%,9.6%,8.45,66.4%,8.3%,10.2%,44.9%,19.4%,-,11.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Schwarber LHB,,+200,36,16,3.80,2,2,0.214,0.312,0.643,0.429,0.399,12.5%,34.6%,43.8%,15.5%,98.2,331.3,3,2,14.3%,14.3%,42.9%,71.4%,57.1%,77.4,82.6%,26.1%,13.0%,92.0%,42.9%,33.3%,28.6%,28.6%,57.1%,42.9%,-,36.4%
J.T. Realmuto RHB,,+770,14,18,4.20,1,1,0.250,0.333,0.562,0.312,0.379,11.1%,24.3%,16.7%,13.2%,91.3,270.8,4,1,7.7%,7.7%,23.1%,23.1%,53.8%,72.2,21.2%,33.3%,3.0%,91.7%,30.8%,25.0%,46.2%,23.1%,46.2%,23.1%,30.8%,36.8%
Rafael Marchan SHB,—,N/A,11,17,2.80,1,1,0.125,0.176,0.312,0.188,0.214,5.9%,17.1%,11.8%,8.8%,83.6,196.0,1,1,7.1%,7.1%,28.6%,7.1%,28.6%,66.3,-,29.4%,2.9%,97.1%,14.3%,50.0%,14.3%,28.6%,42.9%,21.4%,35.7%,21.1%
Edmundo Sosa RHB,—,N/A,25,14,3.80,1,2,0.286,0.286,0.571,0.286,0.368,-,25.9%,21.4%,17.1%,90.2,314.4,4,3,18.2%,-,-,45.5%,45.5%,71.4,25.0%,29.2%,16.7%,88.9%,36.4%,25.0%,27.3%,36.4%,9.1%,45.5%,45.5%,40.0%
Alec Bohm RHB,,+930,17,14,4.20,1,1,0.308,0.357,0.538,0.231,0.387,7.1%,7.1%,14.3%,3.8%,88.8,266.6,1,1,9.1%,-,-,36.4%,36.4%,69.7,-,34.8%,13.0%,82.1%,27.3%,33.3%,18.2%,54.5%,-,45.5%,54.5%,50.0%
Bryce Harper LHB,,+411,33,10,4.40,1,1,0.556,0.600,1.222,0.667,0.742,10.0%,10.5%,20.0%,5.1%,90.5,265.1,2,1,-,-,28.6%,42.9%,57.1%,74.2,44.4%,27.8%,11.1%,94.7%,14.3%,100.0%,71.4%,14.3%,28.6%,57.1%,14.3%,36.4%
Trea Turner RHB,,+750,17,23,4.80,0,0,0.182,0.217,0.182,-,0.186,-,31.0%,26.1%,16.0%,86.3,196.9,1,1,-,-,6.2%,43.8%,31.2%,70.5,13.5%,24.3%,8.1%,88.1%,6.2%,0.0%,25.0%,50.0%,25.0%,56.2%,18.8%,33.3%
Justin Crawford LHB,,+1300,13,16,3.40,0,1,0.400,0.438,0.467,0.067,0.398,6.2%,39.0%,43.8%,22.2%,88.9,248.6,2,1,-,-,-,50.0%,37.5%,67.9,2.5%,17.5%,2.5%,97.6%,25.0%,0.0%,37.5%,25.0%,-,50.0%,50.0%,37.5%
Brandon Marsh LHB,,+630,32,15,4.40,0,0,0.286,0.333,0.286,-,0.281,6.7%,35.1%,40.0%,20.0%,83.5,196.6,1,0,-,-,12.5%,12.5%,50.0%,72.0,16.1%,9.7%,3.2%,83.8%,-,-,50.0%,25.0%,37.5%,12.5%,50.0%,62.5%
Bryson Stott LHB,,+540,20,15,4.20,0,0,0.250,0.400,0.333,0.083,0.333,20.0%,13.0%,13.3%,4.8%,89.0,292.8,4,1,-,-,10.0%,30.0%,30.0%,70.1,13.6%,27.3%,4.5%,95.7%,40.0%,0.0%,20.0%,40.0%,40.0%,30.0%,30.0%,12.5%
Garrett Stubbs LHB,—,N/A,7,11,3.00,0,0,-,0.182,-,-,0.124,9.1%,8.3%,-,4.4%,72.2,256.8,3,0,-,-,11.1%,33.3%,22.2%,67.5,-,22.2%,-,90.0%,22.2%,0.0%,22.2%,22.2%,11.1%,66.7%,22.2%,33.3%
Gabriel Rincones Jr. LHB,,+760,14,10,3.60,0,0,0.100,0.100,0.100,-,0.089,-,22.2%,20.0%,14.3%,88.9,301.9,2,1,-,-,-,37.5%,12.5%,76.8,76.0%,12.0%,8.0%,92.6%,37.5%,0.0%,-,62.5%,25.0%,25.0%,50.0%,58.3%
Derek Hill RHB,—,N/A,15,7,2.40,0,0,0.333,0.429,0.333,-,0.357,-,40.0%,42.9%,18.8%,69.4,178.1,0,0,-,-,-,-,33.3%,69.6,8.3%,8.3%,-,85.7%,-,-,33.3%,33.3%,33.3%,33.3%,33.3%,37.5%
