HR Split,Overall
Dates,="8/7/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:40 PM,Ronel Blanco,@,1.84,1.75,0.88,2.87,14.7%,27.1%,38.1%,42.8%,7.0%,323
2,7:10 PM,George Klassen,@,1.50,-0.16,2.90,1.80,25.0%,33.3%,50.0%,18.7%,4.8%,64
3,8:15 PM,Ryan Feltner,@,1.36,1.21,0.92,2.55,12.3%,26.9%,39.7%,30.5%,7.9%,583
4,7:10 PM,Jack Perkins,@,0.96,1.21,0.37,2.23,9.6%,23.5%,36.0%,36.6%,6.9%,597
5,8:15 PM,Nathan Eovaldi,vs,0.74,0.17,0.92,1.85,9.3%,26.2%,46.6%,24.9%,6.5%,1145
6,9:40 PM,Roki Sasaki,@,0.63,0.50,0.56,1.81,10.3%,22.9%,39.9%,27.4%,6.8%,739
7,7:40 PM,Zebby Matthews,@,0.55,0.42,0.33,1.76,11.9%,23.2%,38.8%,19.4%,7.8%,807
8,9:40 PM,Merrill Kelly,vs,0.41,0.64,0.05,1.52,10.2%,20.2%,47.7%,24.6%,4.8%,1356
9,7:40 PM,Noah Schultz,vs,0.35,-0.33,0.31,1.46,8.0%,17.2%,41.7%,29.6%,8.6%,386
10,6:45 PM,Chase Petty,@,0.31,-0.09,0.55,1.82,6.9%,21.4%,34.6%,25.3%,7.3%,204
11,7:10 PM,Payton Tolle,vs,0.11,-0.02,0.10,1.47,6.4%,18.6%,36.9%,26.6%,7.7%,600
12,9:45 PM,Logan Gilbert,vs,-0.01,0.09,-0.02,1.04,9.4%,14.4%,39.6%,27.9%,7.5%,1252
13,6:45 PM,Cade Cavalli,vs,-0.02,0.25,-0.34,1.09,6.3%,18.3%,44.0%,22.8%,8.8%,857
14,10:15 PM,Adrian Houser,vs,-0.02,0.97,-0.57,1.15,9.1%,16.0%,41.6%,24.5%,6.0%,985
15,8:15 PM,Kyle Leahy,vs,-0.03,0.14,-0.10,0.97,8.3%,16.4%,45.6%,22.0%,8.4%,916
16,9:45 PM,Drew Rasmussen,@,-0.14,0.02,-0.18,1.02,8.2%,15.8%,36.4%,25.5%,8.2%,1151
17,7:10 PM,Tyler Phillips,vs,-0.14,-0.29,0.01,1.18,5.9%,9.6%,43.8%,25.0%,8.0%,781
18,6:40 PM,Zack Wheeler,vs,-0.16,0.10,-0.40,1.27,5.3%,24.1%,32.4%,26.7%,5.3%,1083
19,6:40 PM,Zach Thornton,@,-0.32,-0.25,-0.18,0.69,9.7%,5.3%,38.9%,29.2%,8.7%,249
20,6:40 PM,Carmen Mlodzinski,vs,-0.35,-0.02,-0.60,0.67,7.4%,10.9%,47.7%,23.1%,7.2%,874
21,10:15 PM,Keider Montero,@,-0.37,0.03,-0.51,0.92,6.1%,15.8%,37.2%,21.8%,7.9%,966
22,7:40 PM,Shane Drohan,vs,-0.43,-0.66,-0.19,0.65,7.5%,7.7%,38.8%,31.1%,7.4%,487
23,9:40 PM,Robbie Ray,vs,-0.46,-0.94,-0.14,0.77,6.6%,8.9%,35.9%,32.8%,6.2%,1383
24,7:05 PM,Tyler Mahle,@,-0.53,-0.52,-0.30,0.91,5.6%,11.1%,36.4%,26.7%,5.2%,867
25,8:10 PM,Kevin Gausman,@,-0.74,-0.91,-0.25,0.58,6.6%,7.5%,37.7%,25.4%,5.5%,1551
26,8:15 PM,Shane Baz,@,-0.76,-0.63,-0.58,0.47,5.1%,6.6%,43.2%,21.6%,7.9%,1379
27,7:40 PM,Parker Messick,@,-0.86,-1.12,-0.54,0.73,3.9%,13.1%,30.6%,21.5%,6.2%,797
28,6:40 PM,Jose Soriano,@,-0.90,-0.53,-0.79,0.45,6.1%,9.6%,36.9%,17.8%,6.8%,1344
29,8:10 PM,Easton McGee,vs,-0.95,-0.11,-1.12,0.18,7.1%,2.0%,36.0%,27.0%,8.2%,106
30,7:05 PM,Max Fried,vs,-1.56,-0.95,-1.12,0.15,1.6%,2.6%,28.1%,18.9%,7.6%,1222
