Matchup,DET @ TOR
Pitcher,Drew Anderson
Pitcher Team,DET
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,97.0,415,0.238,0.317,0.404,0.167,1.32,14,1.30,9.9%,27.6%,25.3%,20.4%,13.6%,9.74,62.3%,7.2%,8.4%,39.2%,24.0%,20.6%,11.8%
vsLHB,53.2,225,0.233,0.294,0.371,0.139,1.25,7,1.17,8.9%,23.8%,22.2%,17.8%,12.2%,8.39,62.9%,8.1%,7.1%,39.6%,24.7%,18.4%,14.3%
vsRHB,42.0,190,0.244,0.344,0.445,0.201,1.45,7,1.50,11.1%,32.5%,28.9%,23.5%,15.2%,11.79,61.6%,6.1%,10.1%,38.5%,22.9%,24.0%,8.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+390,20,4.00,8,1,2,86.7,310.9,2,2,25.0%,12.5%,25.0%,50.0%,37.5%,71.6,22.2%,44.4%,44.4%,90.0%,62.5%,50.0%,25.0%,12.5%,37.5%,50.0%,37.5%,12.5%,66.7%
Brett Bateman LHB,,+1500,9,4.80,8,1,1,87.2,335.3,2,1,12.5%,12.5%,25.0%,25.0%,37.5%,68.0,10.0%,50.0%,20.0%,90.9%,37.5%,12.5%,100.0%,25.0%,62.5%,50.0%,25.0%,25.0%,25.0%
Sean Keys LHB,—,N/A,26,2.00,8,1,1,94.2,279.0,4,1,12.5%,12.5%,25.0%,62.5%,50.0%,74.0,50.0%,60.0%,40.0%,90.9%,75.0%,25.0%,50.0%,50.0%,12.5%,37.5%,12.5%,50.0%,25.0%
Josh Smith LHB,,+1120,22,2.40,8,1,1,76.8,276.9,1,1,12.5%,12.5%,12.5%,12.5%,25.0%,67.4,7.1%,28.6%,7.1%,100.0%,50.0%,37.5%,33.3%,12.5%,50.0%,12.5%,62.5%,25.0%,37.5%
Alejandro Kirk RHB,,+710,21,4.40,8,1,2,97.4,349.6,2,2,25.0%,-,-,87.5%,37.5%,71.8,21.4%,50.0%,35.7%,87.5%,37.5%,25.0%,50.0%,12.5%,62.5%,-,75.0%,25.0%,60.0%
Brandon Valenzuela SHB,—,N/A,14,3.80,8,0,1,90.3,325.1,4,1,-,-,25.0%,37.5%,37.5%,72.2,8.3%,33.3%,25.0%,80.0%,50.0%,25.0%,0.0%,25.0%,50.0%,75.0%,12.5%,12.5%,60.0%
George Springer RHB,,+511,17,4.20,8,0,0,97.2,227.5,0,0,-,-,12.5%,50.0%,12.5%,74.5,66.7%,50.0%,33.3%,92.3%,50.0%,25.0%,0.0%,25.0%,50.0%,37.5%,37.5%,25.0%,66.7%
Charles McAdoo RHB,—,N/A,10,2.20,8,0,0,82.7,153.6,0,0,-,-,12.5%,12.5%,-,74.5,36.4%,36.4%,-,100.0%,37.5%,25.0%,0.0%,12.5%,37.5%,25.0%,25.0%,50.0%,75.0%
Davis Schneider RHB,—,N/A,17,2.00,8,0,0,89.8,188.3,3,1,-,-,12.5%,62.5%,12.5%,72.2,22.2%,55.6%,33.3%,90.0%,50.0%,50.0%,0.0%,-,12.5%,25.0%,37.5%,37.5%,66.7%
Myles Straw RHB,—,N/A,8,2.20,8,0,0,79.4,234.8,1,0,-,-,12.5%,12.5%,25.0%,68.4,-,66.7%,11.1%,90.0%,62.5%,37.5%,0.0%,25.0%,12.5%,12.5%,50.0%,37.5%,50.0%
Nathan Lukes LHB,,+1120,14,2.80,8,0,1,85.7,281.8,2,0,-,-,12.5%,12.5%,37.5%,66.5,-,41.7%,8.3%,100.0%,50.0%,37.5%,0.0%,12.5%,50.0%,25.0%,37.5%,37.5%,71.4%
Vladimir Guerrero Jr. RHB,,+590,14,4.80,8,0,0,97.5,204.7,1,0,-,-,12.5%,62.5%,37.5%,74.7,33.3%,66.7%,44.4%,100.0%,37.5%,-,-,37.5%,50.0%,25.0%,37.5%,37.5%,0.0%
Andres Gimenez LHB,,+1120,12,4.00,8,0,0,88.8,194.1,1,0,-,-,50.0%,50.0%,37.5%,67.1,-,50.0%,40.0%,100.0%,75.0%,25.0%,0.0%,50.0%,12.5%,50.0%,37.5%,12.5%,40.0%
Ernie Clement RHB,,+1260,14,3.40,8,0,0,84.8,213.9,1,0,-,-,-,37.5%,12.5%,66.3,-,75.0%,-,88.9%,37.5%,25.0%,0.0%,12.5%,37.5%,25.0%,37.5%,37.5%,80.0%
