Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jorge Polanco","NYM","Tyler Phillips","MIA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"David Hamilton","MIL","Jose Soriano","LAA","2","1.000","1.00","0.50","1.50","1","1","0","0","1","2","3","0.0","1.000","0"
"Christian Encarnacion-Strand","BAL","Cristopher Sanchez","PHI","4","0.750","1.00","0.25","1.00","2","1","0","0","1","2","4","25.0","0.750","0"
"James Wood","WSH","Reynaldo Lopez","ATL","3","0.667","0.50","1.33","2.00","0","1","0","1","2","1","6","0.0","0.857","4"
"Ian Happ","CHC","Max Fried","NYY","11","0.636","0.63","0.64","1.27","4","1","0","2","3","3","14","9.1","0.636","0"
"Ernie Clement","TOR","Matthew Liberatore","STL","5","0.600","0.67","0.80","1.40","1","1","0","1","2","1","7","20.0","0.600","0"
"Taylor Trammell","HOU","Jacob deGrom","TEX","5","0.600","1.00","0.20","0.80","2","1","0","0","1","0","4","40.0","0.600","0"
"Yordan Alvarez","HOU","Jacob deGrom","TEX","9","0.556","0.50","1.00","1.56","2","0","0","3","3","3","14","22.2","0.556","0"
"Andres Gimenez","TOR","Matthew Liberatore","STL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.667","0"
"Zach McKinstry","DET","Jack Perkins","ATH","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"James McCann","ARI","Parker Messick","CLE","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Masyn Winn","STL","Kevin Gausman","TOR","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.500","0"
"Lars Nootbaar","STL","Kevin Gausman","TOR","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.600","1"
"Marcus Semien","NYM","Tyler Phillips","MIA","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.500","0"
"Trea Turner","PHI","Shane Baz","BAL","6","0.500","0.40","0.50","1.00","2","0","0","1","1","2","6","0.0","0.500","0"
"Manny Machado","SD","Tyler Mahle","SF","6","0.500","0.60","0.17","0.67","2","1","0","0","1","0","4","16.7","0.500","0"
"Nick Kurtz","ATH","Framber Valdez","DET","9","0.444","0.50","0.44","0.89","2","1","0","1","2","2","8","22.2","0.444","0"
"Ryan McMahon","NYY","David Peterson","CHC","7","0.429","0.40","0.57","1.00","1","1","0","1","2","2","7","14.3","0.500","1"
"Carson Benge","NYM","Tyler Phillips","MIA","5","0.400","0.67","0.20","0.60","1","1","0","0","1","0","3","40.0","0.400","0"
"Brandon Lowe","PIT","Andrew Abbott","CIN","5","0.400","0.33","0.40","0.80","0","2","0","0","2","2","4","0.0","0.333","0"
"Tyler O'Neill","BAL","Cristopher Sanchez","PHI","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.400","0"
"Michael Harris II","ATL","Miles Mikolas","WSH","13","0.385","0.50","0.08","0.46","4","1","0","0","1","0","6","23.1","0.385","0"
"Bryan Reynolds","PIT","Andrew Abbott","CIN","13","0.385","0.56","0.08","0.46","4","1","0","0","1","0","6","30.8","0.385","0"
