Matchup,TOR @ ATL
Pitcher,Patrick Corbin
Pitcher Team,TOR
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.1,211,0.279,0.332,0.421,0.142,1.36,5,0.91,6.6%,20.0%,17.1%,16.8%,9.7%,6.57,64.5%,4.9%,8.3%,44.6%,22.3%,14.3%,16.6%
vsLHB,11.1,45,0.262,0.268,0.310,0.048,1.06,0,-,2.2%,24.7%,24.4%,19.3%,12.8%,8.74,69.6%,5.2%,3.1%,46.9%,12.5%,-,12.5%
vsRHB,37.1,166,0.284,0.349,0.453,0.169,1.47,5,1.21,7.8%,18.6%,15.1%,15.9%,8.9%,6.03,63.1%,4.8%,9.6%,44.0%,24.8%,16.1%,17.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Matt Olson LHB,+490,10,4.60,2,2,0.222,0.300,0.889,0.667,0.485,10.0%,23.5%,10.0%,12.5%,86.0,25.0%,12.5%,12.5%,37.5%,25.0%,73.7,35.3%,29.4%,11.8%,100.0%,37.5%,66.7%,-,37.5%,12.5%,37.5%,50.0%,62.5%
Ronald Acuna Jr. RHB,+520,14,4.80,1,1,0.182,0.357,0.455,0.273,0.353,21.4%,28.0%,14.3%,11.9%,92.2,11.1%,11.1%,11.1%,33.3%,44.4%,77.2,66.7%,20.8%,12.5%,96.0%,33.3%,33.3%,22.2%,44.4%,22.2%,55.6%,22.2%,40.0%
Michael Harris II LHB,+590,11,4.80,1,1,0.600,0.636,1.000,0.400,0.689,9.1%,17.6%,-,8.6%,87.0,10.0%,10.0%,10.0%,40.0%,30.0%,74.3,53.3%,40.0%,20.0%,93.8%,20.0%,50.0%,30.0%,40.0%,30.0%,40.0%,30.0%,35.7%
Jorge Mateo RHB,+800,8,3.80,1,1,0.429,0.500,0.857,0.429,0.566,12.5%,16.7%,25.0%,6.8%,96.2,20.0%,20.0%,20.0%,60.0%,60.0%,73.8,31.2%,18.8%,18.8%,88.9%,40.0%,50.0%,20.0%,40.0%,40.0%,40.0%,20.0%,33.3%
Mauricio Dubon RHB,+1020,16,3.60,0,1,0.214,0.312,0.286,0.071,0.272,12.5%,11.1%,-,6.1%,89.2,7.1%,7.1%,7.1%,28.6%,28.6%,69.8,4.2%,33.3%,12.5%,88.9%,21.4%,0.0%,21.4%,42.9%,35.7%,28.6%,35.7%,36.4%
Ozzie Albies SHB,+760,12,4.40,0,0,-,-,-,-,-,-,17.6%,16.7%,9.4%,91.8,-,-,20.0%,30.0%,30.0%,70.4,17.6%,41.2%,11.8%,100.0%,30.0%,0.0%,20.0%,30.0%,40.0%,30.0%,10.0%,35.7%
Austin Riley RHB,+620,12,3.60,0,1,0.100,0.167,0.300,0.200,0.189,8.3%,38.2%,41.7%,22.4%,97.3,16.7%,-,-,66.7%,33.3%,76.5,70.6%,11.8%,11.8%,100.0%,16.7%,0.0%,33.3%,50.0%,50.0%,33.3%,16.7%,46.2%
Eli White RHB,N/A,10,2.20,0,0,0.375,0.500,0.375,-,0.397,20.0%,36.8%,10.0%,17.5%,97.0,-,-,14.3%,57.1%,28.6%,74.6,42.1%,26.3%,21.1%,100.0%,28.6%,0.0%,28.6%,42.9%,14.3%,42.9%,42.9%,20.0%
Dominic Smith LHB,N/A,10,3.40,0,0,0.333,0.400,0.444,0.111,0.370,10.0%,12.5%,10.0%,5.7%,82.0,-,-,-,25.0%,12.5%,66.3,6.7%,20.0%,6.7%,93.8%,37.5%,0.0%,12.5%,50.0%,-,62.5%,37.5%,27.3%
Ha-Seong Kim RHB,+940,7,4.00,0,0,-,-,-,-,-,-,10.0%,28.6%,5.4%,90.2,-,-,-,40.0%,20.0%,72.2,30.0%,15.0%,5.0%,100.0%,40.0%,0.0%,-,60.0%,40.0%,60.0%,-,0.0%
Mike Yastrzemski LHB,N/A,6,2.60,0,0,0.200,0.333,0.200,-,0.268,-,40.0%,33.3%,14.3%,94.9,-,-,33.3%,66.7%,33.3%,70.9,-,30.0%,-,100.0%,66.7%,0.0%,-,33.3%,33.3%,33.3%,33.3%,28.6%
Sandy León SHB,+1200,5,2.00,0,0,0.200,0.200,0.200,-,0.178,-,25.0%,20.0%,19.2%,80.0,-,-,75.0%,-,50.0%,67.0,5.6%,11.1%,-,90.0%,-,-,50.0%,25.0%,100.0%,-,-,50.0%
Chadwick Tromp RHB,N/A,3,2.40,0,0,0.333,0.333,0.333,-,0.297,-,60.0%,33.3%,40.0%,74.3,-,-,-,-,-,69.9,-,-,-,100.0%,-,-,-,100.0%,50.0%,-,50.0%,100.0%
