Bat Side,L
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"5,671",1.12,1.11,1.10,1.07,1.10,1.44,0.87,1.00,1.06,1.03,1.07,88.4,174.5
2,Sutter Health Park,24',Open,"3,206",1.05,1.05,1.04,1.03,1.07,0.88,0.95,1.09,0.99,0.98,1.01,88.4,175.8
3,Great American Ball Park,535',Open,"4,654",1.05,1.13,1.03,1.02,1.01,0.94,1.00,1.06,1.02,0.99,1.00,88.3,175.5
4,PNC Park,780',Open,"5,245",1.02,0.96,1.02,0.98,1.19,0.91,0.98,0.99,1.02,1.02,1.01,89.3,173.5
5,Nationals Park,35',Open,"6,321",1.02,1.01,1.01,1.02,0.98,0.95,0.94,1.03,1.04,1.01,1.00,88.5,167.3
6,Oriole Park at Camden Yards,33',Open,"6,053",1.02,1.08,1.01,1.00,0.97,0.96,0.98,0.97,1.02,1.01,1.00,88.8,170.3
7,Citizens Bank Park,20',Open,"5,303",1.02,1.11,1.03,1.02,0.97,0.91,1.05,0.95,0.97,0.99,1.01,88.8,171.1
8,Daikin Park,45',Retractable,"4,304",1.02,1.10,1.02,1.02,0.97,0.87,1.08,1.02,0.98,1.03,1.00,89.3,174.5
9,Rate Field,595',Open,"5,441",1.02,1.04,1.00,1.00,0.98,0.99,0.97,1.06,1.03,1.01,0.99,88.1,172.7
10,Target Field,828',Open,"5,741",1.02,0.96,1.03,1.05,1.04,0.89,0.99,0.98,1.00,1.01,1.01,88.6,176.7
11,Kauffman Stadium,856',Open,"5,600",1.01,0.85,1.02,1.01,1.12,1.27,0.93,1.01,0.98,1.02,1.01,88.5,171.8
12,Rogers Centre,270',Retractable,"5,134",1.01,1.04,1.00,0.97,1.07,0.84,1.02,1.00,1.03,1.00,1.00,87.5,165.4
13,loanDepot park,10',Retractable,"5,671",1.01,0.96,1.01,1.01,1.00,1.16,0.97,1.04,1.03,1.05,1.00,88.7,167.1
14,Progressive Field,653',Open,"6,944",1.00,1.07,1.00,0.99,1.00,0.81,1.05,1.02,1.04,1.01,0.99,87.6,167.6
15,Yankee Stadium,55',Open,"5,738",1.00,1.05,0.99,0.96,1.03,0.85,1.03,1.05,1.01,1.00,1.00,89.3,173.6
16,Angel Stadium,151',Open,"4,623",1.00,1.01,1.01,1.02,0.94,0.91,1.01,1.02,1.00,1.04,1.00,88.3,163.9
17,Fenway Park,21',Open,"5,757",0.99,0.86,1.01,1.01,1.13,0.89,0.98,0.98,0.94,0.99,0.99,88.6,164.6
18,Truist Park,1001',Open,"5,593",0.99,1.01,1.00,1.02,0.94,0.97,1.03,0.98,0.96,0.97,1.02,88.8,169.6
19,Comerica Park,600',Open,"5,539",0.98,0.96,1.00,1.00,0.93,1.29,0.98,0.97,0.96,1.02,1.00,88.5,172.1
20,Chase Field,1086',Retractable,"6,010",0.98,0.84,1.00,1.01,1.03,1.30,0.93,0.98,0.95,1.03,1.02,88.8,165.3
21,American Family Field,597',Retractable,"5,162",0.98,1.01,0.99,1.00,0.92,1.04,1.09,1.01,0.95,0.97,1.00,87.1,161.9
22,Wrigley Field,595',Open,"5,002",0.97,0.98,0.99,1.03,0.86,1.10,1.00,0.97,0.97,1.00,1.00,88.8,171.8
23,Citi Field,10',Open,"5,507",0.97,0.92,0.99,1.01,0.97,0.82,1.04,1.06,0.92,0.97,0.99,88.6,166.4
24,Busch Stadium,460',Open,"5,853",0.97,0.82,0.99,1.02,1.03,0.90,0.93,0.95,0.98,1.02,1.00,88.6,161.2
25,Oracle Park,',Open,"5,370",0.97,0.81,1.00,1.02,1.01,1.18,0.96,0.98,0.96,1.01,0.99,88.3,157.9
26,T-Mobile Park,10',Retractable,"5,654",0.96,1.01,0.99,0.98,1.01,0.64,1.10,0.93,1.00,1.02,0.99,88.6,169.5
27,Globe Life Field,545',Retractable,"5,347",0.96,0.95,0.97,0.98,0.97,0.96,1.01,0.96,0.99,1.01,1.00,88.6,172.5
28,Dodger Stadium,515',Open,"5,423",0.96,1.02,0.96,0.96,0.95,0.78,1.05,1.01,0.96,1.00,1.01,89.3,171.5
29,Tropicana Field,15',Dome,"2,832",0.95,0.95,0.97,0.96,0.98,1.02,1.03,0.94,0.96,0.97,1.00,87,171
30,Petco Park,23',Open,"5,333",0.94,0.96,0.95,0.96,0.92,0.84,1.05,1.02,1.01,0.99,0.99,87.8,166.9
