Matchup,DET @ CWS
Pitcher,Troy Melton
Pitcher Team,DET
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,5.2,22,0.111,0.182,0.111,-,0.88,0,-,13.6%,17.9%,13.6%,17.6%,8.9%,4.76,50.0%,2.5%,6.2%,56.2%,43.8%,-,18.8%
vsLHB,3.1,14,0.100,0.227,0.100,-,1.20,0,-,21.4%,26.9%,21.4%,20.0%,12.1%,8.10,50.0%,3.4%,12.5%,37.5%,37.5%,-,25.0%
vsRHB,2.1,8,0.125,0.110,0.125,-,0.43,0,-,-,-,-,-,-,-,50.0%,-,-,75.0%,50.0%,-,12.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Munetaka Murakami LHB,+250,19,4.60,2,2,0.357,0.526,0.786,0.429,0.536,21.1%,42.5%,31.6%,21.8%,101.1,25.0%,12.5%,12.5%,75.0%,25.0%,76.2,63.2%,21.1%,13.2%,95.0%,50.0%,50.0%,12.5%,37.5%,37.5%,-,62.5%,41.7%
Chase Meidroth RHB,+1120,25,4.80,1,1,0.273,0.360,0.409,0.136,0.340,12.0%,10.9%,16.0%,4.6%,87.2,5.6%,-,5.6%,33.3%,33.3%,65.9,-,31.7%,4.9%,89.1%,22.2%,25.0%,22.2%,50.0%,22.2%,38.9%,38.9%,12.5%
Andrew Benintendi LHB,+470,19,4.00,1,1,0.368,0.368,0.632,0.263,0.432,-,25.7%,21.1%,13.8%,91.0,13.3%,6.7%,20.0%,40.0%,46.7%,68.7,-,34.4%,9.4%,94.1%,26.7%,25.0%,33.3%,33.3%,33.3%,60.0%,6.7%,40.0%
Drew Romo SHB,+880,15,3.60,1,1,0.067,0.067,0.267,0.200,0.140,-,27.6%,46.7%,18.6%,86.1,-,-,25.0%,25.0%,-,69.5,7.7%,19.2%,-,89.7%,62.5%,20.0%,-,37.5%,50.0%,50.0%,-,55.6%
Miguel Vargas RHB,+470,22,4.60,0,1,0.111,0.273,0.167,0.056,0.219,13.6%,33.3%,31.8%,16.5%,94.1,9.1%,-,9.1%,45.5%,36.4%,75.1,59.2%,14.3%,8.2%,96.1%,45.5%,0.0%,18.2%,9.1%,9.1%,54.5%,36.4%,38.5%
Sam Antonacci LHB,+680,20,4.00,0,0,0.294,0.400,0.294,-,0.323,10.0%,13.9%,20.0%,6.6%,89.6,-,-,7.7%,46.2%,38.5%,69.6,6.9%,27.6%,3.4%,82.9%,23.1%,0.0%,23.1%,53.8%,15.4%,61.5%,23.1%,31.8%
Colson Montgomery LHB,+290,20,4.40,0,0,0.059,0.200,0.059,-,0.145,10.0%,41.9%,45.0%,24.7%,82.1,-,-,12.5%,25.0%,25.0%,75.8,60.0%,5.7%,5.7%,81.4%,25.0%,0.0%,12.5%,62.5%,62.5%,37.5%,-,64.7%
Randal Grichuk RHB,N/A,17,3.00,0,0,0.176,0.176,0.294,0.118,0.202,-,23.3%,17.6%,12.1%,86.5,-,-,-,28.6%,21.4%,72.9,23.1%,30.8%,7.7%,89.7%,21.4%,0.0%,14.3%,64.3%,42.9%,28.6%,28.6%,16.7%
Tristan Peters LHB,+760,16,3.40,0,0,0.429,0.500,0.571,0.143,0.462,12.5%,25.0%,12.5%,13.2%,83.0,-,-,25.0%,16.7%,50.0%,68.5,4.5%,31.8%,9.1%,78.6%,16.7%,0.0%,25.0%,41.7%,58.3%,16.7%,16.7%,50.0%
Derek Hill RHB,N/A,15,1.80,0,1,0.214,0.267,0.214,-,0.221,6.7%,31.4%,26.7%,14.7%,83.4,10.0%,-,10.0%,30.0%,20.0%,70.7,10.3%,17.2%,6.9%,85.3%,10.0%,0.0%,10.0%,60.0%,50.0%,30.0%,20.0%,31.2%
Luisangel Acuna RHB,N/A,15,3.00,0,0,0.133,0.133,0.133,-,0.119,-,47.8%,60.0%,22.0%,91.3,-,-,-,16.7%,33.3%,71.1,29.4%,23.5%,-,73.9%,16.7%,0.0%,33.3%,50.0%,50.0%,33.3%,16.7%,25.0%
Edgar Quero SHB,N/A,15,3.40,0,0,0.214,0.200,0.214,-,0.178,-,43.8%,46.7%,21.5%,94.4,-,-,-,62.5%,25.0%,66.8,-,25.0%,10.7%,87.5%,25.0%,0.0%,12.5%,62.5%,25.0%,37.5%,37.5%,50.0%
Rikuu Nishida LHB,N/A,6,3.00,0,0,0.167,0.167,0.167,-,0.148,-,16.7%,16.7%,8.3%,86.1,-,-,-,20.0%,-,59.2,-,30.0%,-,90.9%,-,-,-,100.0%,-,100.0%,-,16.7%
