Matchup,DET @ SF
Pitcher,Adrian Houser
Pitcher Team,SF
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,92.0,402,0.264,0.339,0.463,0.198,1.37,15,1.47,7.5%,18.2%,14.9%,15.5%,8.4%,5.87,61.9%,6.5%,9.4%,42.0%,24.8%,18.4%,14.0%
vsLHB,50.0,244,0.291,0.395,0.554,0.263,1.76,12,2.16,10.7%,19.0%,16.4%,15.5%,8.3%,7.20,59.0%,6.0%,10.9%,43.1%,27.6%,22.9%,19.0%
vsRHB,41.2,158,0.227,0.250,0.333,0.107,0.91,3,0.65,2.5%,16.9%,12.7%,15.5%,8.5%,4.32,66.5%,7.4%,7.5%,40.6%,21.1%,10.7%,7.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dillon Dingler RHB,,+630,29,5.20,5,2,2,98.7,365.5,3,3,60.0%,-,20.0%,60.0%,80.0%,72.7,25.0%,75.0%,50.0%,100.0%,80.0%,60.0%,66.7%,20.0%,20.0%,20.0%,80.0%,-,20.0%
Ben Malgeri RHB,—,N/A,8,2.60,5,1,1,95.9,313.4,3,1,-,-,20.0%,40.0%,60.0%,68.7,-,71.4%,14.3%,100.0%,80.0%,60.0%,33.3%,20.0%,20.0%,40.0%,20.0%,40.0%,75.0%
Kevin McGonigle LHB,,+700,22,4.80,5,1,1,89.0,271.4,1,1,-,-,40.0%,20.0%,-,69.4,16.7%,50.0%,16.7%,100.0%,60.0%,60.0%,33.3%,-,20.0%,40.0%,20.0%,40.0%,50.0%
James Outman LHB,—,N/A,14,1.60,5,1,1,91.3,296.8,2,2,-,-,40.0%,60.0%,40.0%,74.0,28.6%,57.1%,14.3%,100.0%,80.0%,60.0%,33.3%,20.0%,20.0%,60.0%,20.0%,20.0%,100.0%
Riley Greene LHB,,+475,24,4.60,5,1,1,89.2,326.9,3,1,20.0%,-,20.0%,40.0%,80.0%,76.5,57.1%,28.6%,14.3%,77.8%,80.0%,40.0%,50.0%,40.0%,20.0%,20.0%,60.0%,20.0%,75.0%
Zach McKinstry LHB,,+1520,9,4.00,5,0,0,93.3,282.4,0,0,-,-,20.0%,40.0%,60.0%,64.6,-,33.3%,11.1%,90.0%,60.0%,-,-,60.0%,40.0%,60.0%,20.0%,20.0%,60.0%
Max Clark LHB,—,N/A,23,4.80,5,0,0,87.3,274.9,1,0,-,-,20.0%,20.0%,80.0%,73.5,22.2%,11.1%,11.1%,100.0%,80.0%,20.0%,0.0%,60.0%,20.0%,20.0%,80.0%,-,0.0%
Hao-Yu Lee RHB,—,N/A,33,2.60,5,0,0,93.1,256.4,0,0,-,-,-,40.0%,20.0%,73.4,50.0%,50.0%,-,100.0%,40.0%,20.0%,0.0%,20.0%,60.0%,20.0%,80.0%,-,40.0%
Javier Baez RHB,,+1100,15,4.80,5,0,0,82.0,230.8,0,0,-,-,-,20.0%,-,70.1,16.7%,50.0%,-,100.0%,40.0%,40.0%,0.0%,-,60.0%,-,80.0%,20.0%,75.0%
Eduardo Valencia RHB,—,N/A,16,3.40,5,0,0,80.4,346.2,1,0,20.0%,20.0%,20.0%,40.0%,20.0%,73.5,37.5%,25.0%,25.0%,66.7%,20.0%,-,-,20.0%,80.0%,40.0%,20.0%,40.0%,80.0%
Gleyber Torres RHB,,+900,26,4.80,5,0,1,93.0,317.5,2,0,20.0%,-,-,40.0%,40.0%,66.5,-,55.6%,22.2%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,-,60.0%,40.0%,75.0%
Colt Keith LHB,,+1020,20,3.60,5,0,1,89.0,274.3,1,0,-,-,20.0%,60.0%,60.0%,71.1,-,50.0%,16.7%,100.0%,80.0%,20.0%,0.0%,60.0%,20.0%,20.0%,-,80.0%,75.0%
Spencer Torkelson RHB,,+525,31,4.80,5,0,1,95.6,334.5,2,2,40.0%,-,20.0%,60.0%,40.0%,72.1,11.1%,44.4%,33.3%,90.0%,80.0%,60.0%,0.0%,20.0%,20.0%,40.0%,40.0%,20.0%,40.0%
