Matchup,HOU @ KC
Pitcher,Mike Burrows
Pitcher Team,HOU
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,73.1,326,0.295,0.376,0.519,0.224,1.57,17,2.09,8.6%,23.3%,18.4%,17.9%,11.5%,7.36,63.6%,7.1%,9.4%,38.3%,28.5%,19.4%,20.9%
vsLHB,40.0,189,0.321,0.418,0.595,0.274,1.88,12,2.70,11.1%,21.5%,15.3%,14.6%,9.6%,6.52,60.5%,7.1%,12.2%,40.3%,25.2%,25.7%,20.9%
vsRHB,33.0,137,0.260,0.317,0.417,0.157,1.21,5,1.36,5.1%,25.5%,22.6%,22.6%,14.3%,8.45,67.9%,6.9%,5.2%,35.4%,33.3%,12.5%,20.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Michael Massey LHB,,+545,22,19,3.40,2,2,0.444,0.474,0.833,0.389,0.556,5.3%,17.1%,15.8%,9.5%,89.0,259.3,6,2,6.7%,6.7%,40.0%,46.7%,46.7%,72.1,7.9%,26.3%,10.5%,92.7%,53.3%,25.0%,33.3%,6.7%,46.7%,46.7%,6.7%,23.8%
Jac Caglianone LHB,,+425,27,22,3.80,1,3,0.222,0.364,0.444,0.222,0.352,18.2%,36.7%,36.4%,18.2%,100.0,328.2,4,3,30.0%,10.0%,20.0%,70.0%,50.0%,77.0,79.2%,14.6%,12.5%,98.0%,30.0%,33.3%,40.0%,30.0%,50.0%,50.0%,-,42.9%
Lane Thomas RHB,—,N/A,16,20,3.60,1,2,0.333,0.500,0.600,0.267,0.468,20.0%,20.8%,20.0%,8.6%,88.3,264.1,2,2,9.1%,9.1%,18.2%,36.4%,36.4%,73.2,31.8%,27.3%,13.6%,91.7%,27.3%,33.3%,27.3%,36.4%,36.4%,54.5%,9.1%,30.8%
Nick Loftin RHB,—,N/A,13,18,3.80,1,1,0.125,0.222,0.312,0.188,0.238,11.1%,28.6%,22.2%,12.7%,90.2,319.4,5,2,8.3%,8.3%,16.7%,41.7%,33.3%,68.6,-,43.5%,4.3%,85.2%,25.0%,33.3%,16.7%,50.0%,58.3%,33.3%,8.3%,15.8%
Vinnie Pasquantino LHB,,+466,27,18,4.20,1,1,0.353,0.389,0.588,0.235,0.421,5.6%,10.8%,11.1%,4.7%,92.2,278.6,5,2,6.7%,6.7%,20.0%,53.3%,53.3%,72.0,22.9%,28.6%,17.1%,97.2%,26.7%,25.0%,40.0%,26.7%,33.3%,40.0%,26.7%,11.1%
Starling Marte RHB,—,N/A,8,8,3.00,1,1,0.429,0.500,1.000,0.571,0.622,-,35.3%,25.0%,24.0%,96.1,311.2,1,1,20.0%,-,-,60.0%,40.0%,73.8,53.3%,26.7%,20.0%,88.2%,40.0%,50.0%,20.0%,40.0%,40.0%,60.0%,-,16.7%
Salvador Perez RHB,,+471,14,27,4.60,0,2,0.167,0.222,0.167,-,0.183,3.7%,18.8%,14.8%,11.9%,87.1,263.8,5,3,9.5%,4.8%,33.3%,42.9%,33.3%,71.1,13.6%,22.0%,6.8%,93.7%,28.6%,0.0%,33.3%,28.6%,52.4%,14.3%,33.3%,38.9%
Bobby Witt Jr. RHB,,+390,13,23,4.40,0,1,0.056,0.261,0.056,-,0.180,21.7%,14.7%,30.4%,5.9%,90.6,280.7,4,2,9.1%,-,-,45.5%,36.4%,73.7,40.7%,22.2%,11.1%,81.8%,36.4%,0.0%,9.1%,36.4%,9.1%,81.8%,9.1%,16.7%
Isaac Collins SHB,,+850,16,21,3.80,0,2,0.067,0.333,0.133,0.067,0.246,28.6%,20.0%,23.8%,7.6%,83.1,311.2,4,3,10.0%,-,10.0%,40.0%,30.0%,72.9,37.0%,22.2%,7.4%,90.0%,50.0%,0.0%,20.0%,10.0%,10.0%,50.0%,40.0%,30.0%
Carter Jensen LHB,,+425,21,20,4.40,0,1,0.105,0.100,0.158,0.053,0.108,-,21.9%,30.0%,9.2%,91.0,313.8,4,1,7.1%,-,-,35.7%,21.4%,73.2,25.9%,29.6%,18.5%,84.4%,35.7%,0.0%,14.3%,50.0%,14.3%,42.9%,42.9%,31.6%
Maikel Garcia RHB,,+875,11,15,4.60,0,1,0.385,0.467,0.538,0.154,0.432,13.3%,7.4%,-,3.2%,90.1,266.3,2,1,7.7%,-,7.7%,38.5%,38.5%,71.8,19.2%,30.8%,15.4%,96.3%,23.1%,0.0%,30.8%,46.2%,23.1%,53.8%,23.1%,11.8%
Kameron Misner LHB,,+860,-,5,3.00,0,0,0.500,0.600,0.500,-,0.486,20.0%,11.1%,20.0%,5.6%,92.1,265.0,1,0,-,-,-,33.3%,66.7%,69.6,-,25.0%,12.5%,88.9%,33.3%,0.0%,66.7%,-,-,100.0%,-,75.0%
Tyler Tolbert RHB,—,N/A,-,3,2.20,0,0,-,-,-,-,-,-,25.0%,66.7%,13.3%,102.8,-,0,0,-,-,-,100.0%,-,68.3,-,14.3%,14.3%,87.5%,-,-,-,100.0%,100.0%,-,-,20.0%
