Matchup,SEA @ HOU
Pitcher,Hayden Wesneski
Pitcher Team,HOU
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,18.2,75,0.239,0.315,0.418,0.179,1.18,2,0.96,8.0%,26.7%,16.0%,22.2%,12.9%,5.79,65.3%,5.8%,8.9%,39.3%,26.8%,13.3%,14.3%
vsLHB,9.0,35,0.194,0.294,0.419,0.226,0.89,2,2.00,5.7%,26.9%,11.4%,18.2%,13.9%,4.00,68.6%,6.9%,17.9%,42.9%,32.1%,22.2%,10.7%
vsRHB,9.2,40,0.278,0.333,0.417,0.139,1.45,0,-,10.0%,26.6%,20.0%,25.0%,12.2%,7.45,62.5%,5.0%,-,35.7%,21.4%,-,17.9%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Julio Rodriguez RHB,,+523,14,4.40,10,1,1,95.4,256.9,2,1,10.0%,-,20.0%,60.0%,10.0%,75.9,64.3%,42.9%,14.3%,100.0%,40.0%,30.0%,33.3%,10.0%,50.0%,60.0%,10.0%,30.0%,66.7%
Randy Arozarena RHB,,+560,18,4.40,10,1,1,91.3,261.9,3,1,10.0%,-,10.0%,40.0%,30.0%,69.8,5.6%,44.4%,5.6%,94.7%,50.0%,30.0%,33.3%,20.0%,40.0%,10.0%,40.0%,50.0%,22.2%
Dominic Canzone LHB,,+416,17,4.40,10,1,1,94.5,267.1,3,1,10.0%,10.0%,20.0%,50.0%,40.0%,74.6,50.0%,43.8%,31.2%,100.0%,50.0%,20.0%,50.0%,30.0%,40.0%,30.0%,70.0%,-,50.0%
Weston Wilson RHB,—,N/A,9,3.40,10,0,0,78.5,220.8,0,0,-,-,-,-,20.0%,72.5,21.1%,21.1%,-,100.0%,40.0%,30.0%,0.0%,10.0%,50.0%,30.0%,40.0%,30.0%,50.0%
Josh Naylor LHB,,+630,25,4.20,10,0,0,89.4,303.6,3,2,10.0%,-,20.0%,40.0%,50.0%,71.8,15.4%,53.8%,23.1%,86.7%,40.0%,10.0%,0.0%,30.0%,60.0%,40.0%,50.0%,10.0%,60.0%
Leo Rivas SHB,—,N/A,9,2.40,10,0,0,89.3,288.3,3,0,-,-,40.0%,30.0%,20.0%,64.9,-,61.5%,7.7%,92.9%,60.0%,40.0%,0.0%,20.0%,40.0%,60.0%,20.0%,20.0%,22.2%
Taylor Ward RHB,—,N/A,13,4.40,10,0,0,82.3,270.7,1,0,-,-,-,20.0%,30.0%,70.2,-,42.9%,14.3%,100.0%,40.0%,20.0%,0.0%,20.0%,60.0%,40.0%,30.0%,30.0%,50.0%
Jhonny Pereda RHB,—,N/A,12,2.80,10,0,0,92.9,264.6,2,0,-,-,-,60.0%,40.0%,70.7,-,47.1%,29.4%,94.4%,40.0%,-,-,40.0%,60.0%,20.0%,30.0%,50.0%,60.0%
Cal Raleigh SHB,,+367,25,4.00,10,0,2,93.7,275.8,3,2,20.0%,-,20.0%,50.0%,30.0%,74.2,31.2%,43.8%,25.0%,94.1%,70.0%,50.0%,0.0%,20.0%,20.0%,40.0%,40.0%,20.0%,80.0%
Victor Robles RHB,,+1100,14,3.60,10,0,0,70.0,224.5,1,0,-,-,20.0%,10.0%,20.0%,64.6,-,50.0%,10.0%,66.7%,50.0%,20.0%,0.0%,30.0%,30.0%,30.0%,60.0%,10.0%,16.7%
Brendan Donovan LHB,,+870,10,4.00,10,0,0,79.7,220.2,2,0,-,-,-,10.0%,40.0%,69.3,-,18.8%,-,100.0%,50.0%,30.0%,0.0%,20.0%,40.0%,30.0%,60.0%,10.0%,50.0%
Cole Young LHB,,+680,17,3.80,10,0,0,85.0,246.2,3,0,-,-,10.0%,10.0%,10.0%,71.0,20.0%,40.0%,6.7%,83.3%,40.0%,40.0%,0.0%,-,40.0%,30.0%,30.0%,40.0%,50.0%
Brock Rodden SHB,—,N/A,6,5.00,3,0,0,88.6,285.4,0,0,-,-,33.3%,33.3%,66.7%,68.0,-,14.3%,-,87.5%,100.0%,66.7%,0.0%,33.3%,-,33.3%,-,66.7%,50.0%
