HR Split,Overall
Dates,="8/11/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:40 PM,Tomoyuki Sugano,@,1.81,1.08,1.16,2.19,12.9%,22.8%,41.6%,29.7%,6.1%,1242
2,9:38 PM,Ryan Johnson,vs,1.69,1.16,1.08,2.22,12.1%,24.5%,33.5%,31.0%,7.2%,403
3,9:40 PM,Mason Barnett,vs,0.96,-0.09,1.51,1.89,8.6%,20.4%,37.0%,32.7%,4.1%,320
4,6:45 PM,Shota Imanaga,@,0.48,0.55,0.27,1.53,8.0%,14.0%,35.6%,30.9%,6.9%,1248
5,9:40 PM,Mitch Bratt,vs,0.45,0.88,0.03,1.40,7.7%,15.4%,35.8%,33.4%,7.2%,231
6,7:40 PM,Brandon Young,@,0.45,-0.13,0.77,1.37,7.1%,17.1%,40.0%,28.4%,7.4%,836
7,9:40 PM,Walker Buehler,vs,0.35,-0.03,0.54,1.29,7.4%,17.4%,37.6%,25.9%,7.9%,1134
8,7:40 PM,Bailey Ober,vs,0.28,0.01,0.46,1.13,9.7%,12.6%,34.4%,28.6%,8.5%,1119
9,7:05 PM,Bryan Woo,@,0.24,0.12,-0.01,1.14,7.4%,17.5%,41.1%,24.7%,6.7%,1398
10,9:40 PM,Kyle Harrison,@,0.20,-0.46,0.38,1.07,6.0%,15.3%,43.4%,30.2%,8.4%,603
11,10:10 PM,Michael Wacha,@,0.16,-0.66,1.30,1.10,7.3%,11.6%,37.6%,32.9%,9.1%,1421
12,9:40 PM,Nick Martinez,@,0.16,0.19,-0.24,1.31,7.2%,12.4%,32.6%,30.2%,8.3%,1320
13,7:15 PM,Nolan McLean,@,0.14,0.11,-0.51,1.06,8.1%,16.2%,39.1%,23.5%,6.6%,862
14,6:40 PM,Tanner Bibee,@,0.10,0.34,-0.58,1.20,7.2%,14.9%,34.4%,27.6%,7.2%,1472
15,7:40 PM,Sean Burke,vs,0.07,0.47,-0.71,0.91,8.7%,12.1%,37.9%,28.1%,8.6%,1231
16,6:40 PM,Paul Skenes,@,-0.02,-0.06,-0.04,0.77,9.0%,13.9%,41.1%,23.9%,6.9%,1376
17,9:45 PM,Hunter Brown,@,-0.12,0.52,-1.06,0.99,7.3%,17.1%,36.4%,19.6%,6.0%,1093
18,7:07 PM,Patrick Sandoval,@,-0.17,2.20,-0.82,1.16,4.1%,16.7%,35.6%,24.7%,7.4%,218
19,7:05 PM,Ryan Weathers,vs,-0.22,-0.51,-0.01,0.89,6.0%,16.7%,41.4%,18.1%,6.4%,786
20,7:40 PM,Nick Lodolo,@,-0.34,-1.04,0.03,0.87,6.1%,12.2%,37.5%,23.2%,7.1%,1036
21,7:15 PM,Martin Perez,vs,-0.35,0.16,-0.44,0.87,6.0%,15.8%,37.5%,21.3%,5.3%,729
22,6:40 PM,Drew Anderson,vs,-0.40,-0.50,0.30,0.67,7.5%,10.4%,37.6%,27.4%,6.3%,325
23,6:40 PM,Eury Perez,vs,-0.58,-0.78,0.02,0.61,6.0%,7.5%,39.8%,28.3%,7.2%,956
24,7:45 PM,Cristopher Sanchez,@,-0.68,-1.12,-0.20,0.66,5.1%,13.2%,38.9%,14.9%,6.8%,1612
25,7:07 PM,Dylan Cease,vs,-0.73,-0.19,-1.06,0.59,5.5%,11.5%,32.7%,25.4%,6.7%,1372
26,7:45 PM,Andre Pallante,vs,-0.98,-0.49,-0.96,0.60,4.7%,8.4%,34.0%,15.9%,7.5%,1350
27,10:10 PM,Blake Snell,vs,-2.16,-0.69,-1.45,0.19,1.7%,4.6%,23.0%,12.2%,4.1%,420
28,9:38 PM,Cody Bradford,@,-,-,-,0.00,7.7%,0.0%,46.2%,46.2%,5.7%,40
29,6:45 PM,Jake Irvin,vs,0.00,0.00,0.00,1.29,8.0%,14.0%,35.0%,28.0%,7.0%,800
30,9:45 PM,Carson Whisenhunt,vs,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,0.0%,0.0%,40
