Matchup,LAA @ SEA
Pitcher,Bryan Woo
Pitcher Team,SEA
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.1,233,0.218,0.258,0.336,0.118,1.03,5,0.77,5.2%,25.2%,27.9%,20.3%,13.6%,10.03,73.0%,8.3%,6.5%,43.2%,28.4%,11.4%,12.3%
vsLHB,35.0,143,0.227,0.284,0.379,0.152,1.17,4,1.03,7.7%,24.4%,27.3%,18.1%,13.0%,10.03,71.3%,8.0%,8.6%,46.2%,35.5%,12.1%,9.7%
vsRHB,23.1,90,0.205,0.216,0.273,0.068,0.81,1,0.39,1.1%,26.7%,28.9%,24.8%,14.8%,10.03,75.6%,8.8%,3.2%,38.7%,17.7%,9.1%,16.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zach Neto RHB,,+479,34,20,3.60,3,4,0.389,0.450,1.056,0.667,0.615,10.0%,32.5%,25.0%,17.3%,93.1,356.1,7,4,23.1%,23.1%,38.5%,61.5%,23.1%,71.4,13.9%,27.8%,11.1%,92.3%,61.5%,53.8%,42.9%,7.7%,38.5%,69.2%,15.4%,15.4%,34.8%
Jorge Soler RHB,,+533,35,25,4.20,2,2,0.333,0.400,0.762,0.429,0.468,12.0%,30.8%,24.0%,16.2%,88.6,284.9,5,3,12.5%,12.5%,31.2%,43.8%,50.0%,75.8,65.8%,21.1%,7.9%,100.0%,68.7%,31.2%,40.0%,37.5%,31.2%,62.5%,25.0%,12.5%,37.5%
Donovan Walton LHB,,+1140,22,17,3.60,2,2,0.529,0.529,1.118,0.588,0.703,-,12.5%,17.6%,7.1%,88.9,294.1,7,3,7.1%,-,28.6%,35.7%,64.3%,67.5,-,40.7%,14.8%,87.1%,92.9%,42.9%,33.3%,50.0%,-,28.6%,42.9%,28.6%,28.6%
Jo Adell RHB,,+576,38,19,4.20,1,2,0.333,0.368,0.778,0.444,0.481,-,27.8%,15.8%,15.4%,93.0,315.4,6,4,13.3%,-,13.3%,53.3%,53.3%,77.5,69.0%,27.6%,17.2%,85.3%,53.3%,20.0%,33.3%,33.3%,46.7%,46.7%,26.7%,26.7%,35.3%
Vaughn Grissom RHB,—,N/A,34,19,2.40,1,2,0.222,0.263,0.500,0.278,0.325,5.3%,14.3%,21.1%,6.9%,80.6,283.8,5,3,14.3%,7.1%,7.1%,28.6%,28.6%,71.3,24.2%,24.2%,9.1%,94.3%,50.0%,42.9%,16.7%,7.1%,35.7%,14.3%,42.9%,42.9%,17.6%
Logan O'Hoppe RHB,,+720,30,16,3.00,1,2,0.125,0.125,0.375,0.250,0.211,-,16.1%,25.0%,9.3%,85.8,262.3,4,4,8.3%,-,25.0%,41.7%,33.3%,70.8,15.4%,15.4%,11.5%,92.9%,66.7%,50.0%,16.7%,16.7%,8.3%,33.3%,16.7%,50.0%,54.5%
Tyler Heineman SHB,—,N/A,14,11,3.40,1,1,0.250,0.455,0.750,0.500,0.490,18.2%,13.6%,9.1%,5.7%,82.8,232.4,1,1,16.7%,16.7%,33.3%,16.7%,33.3%,66.0,-,14.3%,4.8%,95.5%,66.7%,50.0%,33.3%,16.7%,16.7%,33.3%,16.7%,50.0%,7.1%
Jose Siri RHB,—,N/A,14,20,1.80,0,0,0.176,0.300,0.176,-,0.234,10.0%,25.0%,15.0%,14.5%,85.6,212.6,1,1,7.1%,-,7.1%,35.7%,14.3%,73.6,36.4%,18.2%,15.2%,97.1%,28.5%,21.4%,0.0%,7.1%,50.0%,35.7%,42.9%,21.4%,52.9%
Denzer Guzman RHB,,+850,31,17,4.20,0,0,0.125,0.176,0.125,-,0.143,5.9%,10.3%,29.4%,4.3%,93.6,285.2,3,2,9.1%,-,9.1%,54.5%,27.3%,73.3,28.6%,28.6%,10.7%,96.6%,54.6%,27.3%,0.0%,27.3%,45.5%,18.2%,54.5%,27.3%,33.3%
Oswald Peraza RHB,—,N/A,24,17,3.40,0,0,0.176,0.176,0.176,-,0.157,-,31.6%,41.2%,16.4%,84.4,269.4,0,0,-,-,10.0%,40.0%,10.0%,71.9,23.5%,17.6%,8.8%,89.5%,10.0%,-,-,10.0%,90.0%,20.0%,30.0%,50.0%,35.3%
