Matchup,BOS @ SEA
Pitcher,Bryce Miller
Pitcher Team,SEA
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,35.0,125,0.167,0.213,0.308,0.142,0.71,4,1.03,4.0%,27.2%,28.8%,22.4%,15.4%,9.26,62.1%,8.3%,6.0%,27.4%,28.6%,16.7%,20.2%
vsLHB,19.0,67,0.159,0.200,0.270,0.111,0.74,1,0.47,6.0%,25.9%,26.9%,20.5%,15.2%,8.53,62.1%,8.2%,2.2%,24.4%,26.7%,8.3%,20.0%
vsRHB,16.0,58,0.175,0.228,0.351,0.175,0.69,3,1.69,1.7%,28.9%,31.0%,24.7%,15.6%,10.12,62.1%,8.4%,10.3%,30.8%,30.8%,25.0%,20.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willson Contreras RHB,,+445,25,23,4.40,2,3,0.238,0.304,0.571,0.333,0.375,4.3%,42.6%,39.1%,23.3%,88.1,269.4,4,2,8.3%,8.3%,25.0%,33.3%,25.0%,76.3,65.9%,11.4%,9.1%,93.6%,25.0%,66.7%,16.7%,41.7%,50.0%,33.3%,16.7%,43.5%
Caleb Durbin RHB,,+1140,17,21,3.80,2,2,0.150,0.143,0.450,0.300,0.242,-,17.9%,9.5%,9.9%,83.4,274.8,5,3,5.3%,5.3%,21.1%,21.1%,26.3%,70.7,8.1%,24.3%,5.4%,94.9%,36.8%,28.6%,15.8%,31.6%,31.6%,63.2%,5.3%,31.6%
Ceddanne Rafaela RHB,,+690,17,30,4.40,1,2,0.300,0.300,0.533,0.233,0.358,-,27.9%,23.3%,17.0%,83.9,250.7,6,2,-,-,17.4%,39.1%,47.8%,70.5,18.0%,28.0%,6.0%,82.0%,26.1%,16.7%,30.4%,26.1%,34.8%,21.7%,43.5%,42.3%
Isiah Kiner-Falefa RHB,,+1580,15,20,3.80,1,1,0.353,0.450,0.588,0.235,0.444,15.0%,24.1%,15.0%,10.4%,82.6,226.6,2,1,-,-,21.4%,28.6%,28.6%,70.2,12.0%,24.0%,8.0%,86.2%,14.3%,50.0%,21.4%,50.0%,42.9%,42.9%,14.3%,18.8%
Wilyer Abreu LHB,,+410,25,18,4.40,1,1,0.312,0.389,0.688,0.375,0.450,11.1%,26.0%,22.2%,15.5%,93.9,289.6,6,2,16.7%,-,16.7%,50.0%,50.0%,73.5,27.7%,17.0%,6.4%,94.0%,50.0%,16.7%,33.3%,8.3%,25.0%,33.3%,41.7%,44.4%
Connor Wong RHB,—,N/A,23,20,3.20,0,1,0.222,0.300,0.333,0.111,0.281,10.0%,38.6%,45.0%,18.7%,87.2,260.3,3,1,11.1%,11.1%,55.6%,44.4%,55.6%,71.5,20.5%,15.4%,10.3%,90.7%,22.2%,0.0%,44.4%,22.2%,77.8%,11.1%,11.1%,18.2%
Mickey Gasper SHB,,+740,12,19,3.60,0,2,0.333,0.474,0.600,0.267,0.449,21.1%,24.0%,5.3%,9.8%,86.9,297.9,5,2,7.1%,-,14.3%,42.9%,28.6%,72.0,25.0%,37.5%,12.5%,96.0%,42.9%,0.0%,14.3%,35.7%,35.7%,42.9%,21.4%,21.4%
Carlos Narvaez RHB,,+830,18,19,3.20,0,0,0.176,0.263,0.176,-,0.209,10.5%,43.2%,52.6%,21.3%,91.0,273.4,1,1,-,-,28.6%,57.1%,57.1%,72.1,27.0%,13.5%,8.1%,84.1%,14.3%,0.0%,57.1%,28.6%,57.1%,-,42.9%,31.8%
Jarren Duran LHB,,+490,37,19,4.20,0,0,0.056,0.105,0.056,-,0.081,5.3%,33.3%,42.1%,18.6%,84.5,252.5,2,0,10.0%,10.0%,10.0%,30.0%,20.0%,74.8,37.1%,11.4%,5.7%,92.1%,10.0%,0.0%,20.0%,60.0%,50.0%,40.0%,10.0%,28.6%
Andruw Monasterio RHB,—,N/A,11,18,2.60,0,0,0.167,0.167,0.167,-,0.148,-,35.5%,44.4%,17.2%,78.3,207.3,1,1,-,-,10.0%,10.0%,40.0%,68.7,-,10.3%,-,93.5%,40.0%,0.0%,-,20.0%,30.0%,20.0%,50.0%,41.2%
Marcelo Mayer LHB,,+920,11,15,3.80,0,0,0.143,0.200,0.214,0.071,0.187,6.7%,30.8%,33.3%,14.8%,81.3,181.9,1,0,-,-,11.1%,22.2%,-,74.9,44.0%,12.0%,4.0%,96.2%,11.1%,0.0%,-,55.6%,22.2%,44.4%,33.3%,16.7%
Masataka Yoshida LHB,,N/A,28,11,3.60,0,0,0.273,0.273,0.364,0.091,0.277,-,8.7%,9.1%,4.1%,89.2,298.6,3,0,-,-,10.0%,20.0%,30.0%,69.9,15.0%,35.0%,5.0%,87.0%,20.0%,0.0%,20.0%,60.0%,20.0%,70.0%,10.0%,18.8%
Nate Eaton RHB,—,N/A,-,1,1.50,0,0,-,-,-,-,-,-,0.0%,-,-,92.6,-,0,0,-,-,-,-,-,67.5,-,100.0%,-,100.0%,-,-,-,100.0%,-,100.0%,-,0.0%
