Matchup,KC @ TB
Pitcher,Griffin Jax
Pitcher Team,TB
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.0,202,0.253,0.317,0.418,0.165,1.31,9,1.65,8.9%,30.7%,22.8%,23.8%,14.8%,8.45,65.7%,7.1%,10.9%,39.9%,23.2%,28.1%,13.8%
vsLHB,28.0,120,0.273,0.334,0.455,0.182,1.43,6,1.93,8.3%,29.1%,22.5%,23.1%,14.5%,8.68,66.4%,7.2%,10.8%,34.9%,21.7%,33.3%,14.5%
vsRHB,20.2,82,0.222,0.291,0.361,0.139,1.16,3,1.31,9.8%,33.1%,23.2%,25.0%,15.2%,8.27,64.6%,7.1%,10.9%,47.3%,25.5%,21.4%,12.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Lane Thomas RHB,,+710,20,26,4.60,3,4,0.208,0.269,0.625,0.417,0.375,7.7%,2.4%,11.5%,1.2%,89.5,265.8,5,4,14.3%,9.5%,28.6%,38.1%,33.3%,72.5,21.1%,34.2%,15.8%,90.5%,33.3%,42.9%,14.3%,38.1%,47.6%,38.1%,14.3%,38.9%
Jac Caglianone LHB,,+458,27,24,4.60,3,3,0.286,0.375,0.762,0.476,0.471,12.5%,28.3%,29.2%,15.7%,94.2,346.2,5,4,28.6%,-,14.3%,64.3%,50.0%,77.0,75.4%,15.8%,12.3%,96.6%,28.6%,50.0%,21.4%,50.0%,42.9%,35.7%,21.4%,47.8%
Salvador Perez RHB,,+420,18,17,4.40,1,2,0.250,0.294,0.438,0.188,0.323,-,12.8%,11.8%,7.7%,87.4,266.5,5,2,21.4%,14.3%,35.7%,42.9%,42.9%,72.0,26.1%,21.7%,10.9%,97.9%,28.6%,25.0%,28.6%,35.7%,50.0%,35.7%,14.3%,31.6%
Starling Marte RHB,—,N/A,2,10,3.60,1,1,0.111,0.200,0.444,0.333,0.282,-,37.5%,50.0%,19.4%,92.4,311.6,2,1,50.0%,-,-,50.0%,75.0%,73.1,37.5%,12.5%,12.5%,100.0%,25.0%,100.0%,50.0%,-,-,75.0%,25.0%,14.3%
John Rave LHB,,+930,-,9,2.60,1,1,0.333,0.556,1.000,0.667,0.591,33.3%,31.2%,22.2%,12.2%,85.9,401.6,1,1,25.0%,-,-,75.0%,25.0%,75.3,57.1%,21.4%,21.4%,87.5%,-,-,25.0%,50.0%,25.0%,50.0%,25.0%,20.0%
Michael Massey LHB,,+630,15,28,4.20,0,1,0.269,0.321,0.308,0.038,0.282,7.1%,13.5%,10.7%,6.7%,90.8,281.6,6,2,4.3%,-,21.7%,39.1%,34.8%,71.5,10.4%,31.2%,12.5%,92.3%,26.1%,0.0%,21.7%,47.8%,60.9%,30.4%,8.7%,26.9%
Carter Jensen LHB,,+540,17,25,4.60,0,0,0.391,0.440,0.522,0.130,0.418,8.0%,15.6%,12.0%,6.8%,92.2,249.0,4,0,-,-,10.0%,50.0%,35.0%,73.1,23.1%,33.3%,25.6%,86.7%,15.0%,0.0%,30.0%,45.0%,30.0%,50.0%,20.0%,25.9%
Isaac Collins SHB,,+980,14,20,4.20,0,1,0.176,0.300,0.294,0.118,0.269,15.0%,3.6%,5.0%,1.4%,89.2,300.0,6,3,-,-,31.2%,50.0%,37.5%,73.9,41.7%,33.3%,12.5%,92.3%,37.5%,0.0%,31.2%,31.2%,50.0%,37.5%,12.5%,50.0%
Bobby Witt Jr. RHB,,+400,20,18,4.00,0,0,0.333,0.444,0.400,0.067,0.376,16.7%,15.4%,16.7%,5.9%,91.8,228.0,1,1,-,-,8.3%,58.3%,25.0%,72.8,26.3%,36.8%,21.1%,76.0%,25.0%,0.0%,16.7%,41.7%,25.0%,50.0%,25.0%,25.0%
Nick Loftin RHB,,+1000,20,17,4.20,0,0,0.333,0.412,0.533,0.200,0.405,11.8%,8.7%,17.6%,3.0%,94.2,323.1,4,2,8.3%,-,-,41.7%,41.7%,69.7,4.5%,50.0%,9.1%,95.7%,8.3%,0.0%,33.3%,58.3%,50.0%,25.0%,25.0%,5.3%
Kameron Misner LHB,,+644,4,15,4.00,0,0,0.357,0.400,0.357,-,0.340,6.7%,18.8%,20.0%,8.8%,74.0,250.8,3,2,-,-,-,18.2%,36.4%,75.3,53.6%,10.7%,3.6%,93.3%,45.5%,0.0%,18.2%,18.2%,9.1%,63.6%,27.3%,31.2%
Tyler Tolbert RHB,—,N/A,-,8,2.80,0,1,-,-,-,-,-,-,27.8%,50.0%,13.5%,91.1,400.8,1,1,25.0%,-,-,75.0%,25.0%,68.4,6.2%,18.8%,18.8%,88.9%,25.0%,0.0%,-,75.0%,75.0%,25.0%,-,36.4%
Josh Rojas LHB,,+621,2,4,2.00,0,0,0.250,0.250,0.250,-,0.222,-,16.7%,-,7.1%,94.5,337.6,2,1,-,-,25.0%,75.0%,-,69.9,-,66.7%,-,100.0%,50.0%,0.0%,-,50.0%,25.0%,75.0%,-,25.0%
