Matchup,TB @ LAA
Pitcher,Samuel Aldegheri
Pitcher Team,LAA
Opposing Team,TB

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,1.0,2.00,="2-5",.400,.600,0.200,0,1,0,0,0.0,0,.400,1.000
Batting Second,1.1,0.75,="0-4",.000,.000,0.000,0,0,0,0,20.0,1,.200,.200
Batting Third,1.0,2.00,="1-4",.250,.250,0.000,0,0,0,0,20.0,1,.400,.650
Batting Fourth,1.1,1.50,="2-6",.333,.500,0.167,0,1,0,1,16.7,0,.333,.833
Batting Fifth,1.0,3.00,="2-4",.500,1.250,0.750,1,0,0,2,0.0,1,.500,1.750
Batting Sixth,1.1,1.50,="2-6",.333,.333,0.000,0,0,0,0,16.7,0,.333,.666
Batting Seventh,1.2,1.20,="0-5",.000,.000,0.000,0,0,0,0,14.3,2,.286,.286
Batting Eighth,2.0,0.00,="0-6",.000,.000,0.000,0,0,0,1,33.3,0,.000,.000
Batting Ninth,1.1,1.50,="2-5",.400,.400,0.000,0,0,0,0,20.0,0,.400,.800

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Austin Slater RHB,Batting First ​,="4-19",.211,.211,0.000,0,0,0,1,31.8,2,.273,.484
Yandy Diaz RHB,Batting First ​,="48-126",.381,.595,0.214,6,7,1,30,13.1,12,.448,1.043
Chandler Simpson LHB,Batting First ​,="36-143",.252,.301,0.049,0,3,2,6,13.8,7,.285,.586
Junior Caminero RHB,Batting Second ​,="38-128",.297,.531,0.234,8,6,0,16,14.5,16,.372,.903
Jonathan Aranda LHB,Batting Third ​,="31-113",.274,.487,0.213,6,6,0,28,22.9,22,.386,.873
Ryan Vilade RHB,Batting Fourth ​,="18-42",.429,.619,0.190,1,3,1,11,13.5,7,.490,1.109
Richie Palacios LHB,Batting Fifth ​,="11-46",.239,.326,0.087,0,2,1,7,18.0,4,.300,.626
Ben Williamson RHB,Batting Sixth ​,="13-64",.203,.266,0.063,0,2,1,5,24.3,5,.271,.537
Cedric Mullins LHB,Batting Seventh ​,="14-71",.197,.380,0.183,4,1,0,8,17.7,5,.260,.640
Victor Mesa Jr. LHB,Batting Seventh ​,="2-11",.182,.455,0.273,1,0,0,2,23.1,1,.250,.705
Nick Fortes RHB,Batting Eighth ​,="24-90",.267,.311,0.044,0,4,0,9,13.4,1,.302,.613
Hunter Feduccia LHB,Batting Eighth ​,="12-54",.222,.315,0.093,1,2,0,6,30.6,5,.295,.610
Taylor Walls SHB,Batting Ninth ​,="24-124",.194,.250,0.056,0,3,2,14,25.3,17,.294,.544
