Matchup,KC @ NYM
Pitcher,Steven Cruz
Pitcher Team,KC
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,11.2,47,0.214,0.266,0.286,0.071,1.20,1,0.77,10.6%,31.9%,27.7%,21.7%,16.5%,10.03,74.5%,8.5%,3.4%,27.6%,24.1%,14.3%,10.3%
vsLHB,6.1,26,0.261,0.282,0.261,-,1.42,0,-,11.5%,41.2%,30.8%,28.6%,21.6%,11.37,69.2%,6.2%,-,26.7%,20.0%,-,13.3%
vsRHB,5.1,21,0.158,0.245,0.316,0.158,0.94,1,1.69,9.5%,20.0%,23.8%,15.6%,10.1%,8.44,81.0%,11.4%,7.1%,28.6%,28.6%,25.0%,7.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Juan Soto LHB,,+295,39,11,4.80,2,3,0.444,0.545,1.222,0.778,0.696,18.2%,17.4%,9.1%,6.3%,101.3,296.9,4,3,37.5%,12.5%,37.5%,75.0%,50.0%,70.6,10.5%,36.8%,26.3%,90.5%,87.5%,62.5%,40.0%,25.0%,-,37.5%,50.0%,12.5%,25.0%
Francisco Lindor SHB,,+445,27,23,5.00,1,1,0.150,0.261,0.400,0.250,0.288,8.7%,28.2%,17.4%,13.8%,96.5,324.3,5,4,6.2%,6.2%,12.5%,81.2%,31.2%,72.1,16.7%,38.9%,13.9%,92.3%,50.0%,31.2%,20.0%,18.8%,50.0%,50.0%,37.5%,12.5%,22.7%
Carson Benge LHB,,+575,25,16,4.60,1,2,0.400,0.438,0.667,0.267,0.474,6.2%,14.3%,18.8%,6.2%,88.3,277.3,4,2,9.1%,-,9.1%,45.5%,54.5%,70.4,31.8%,31.8%,18.2%,78.6%,63.7%,27.3%,33.3%,36.4%,27.3%,27.3%,45.5%,27.3%,15.4%
Francisco Alvarez RHB,,+479,38,16,4.00,1,1,0.125,0.125,0.312,0.188,0.187,-,38.7%,31.2%,17.9%,88.0,260.5,3,2,18.2%,-,9.1%,27.3%,18.2%,73.2,39.3%,25.0%,7.1%,90.3%,45.5%,36.4%,25.0%,9.1%,36.4%,18.2%,54.5%,27.3%,29.4%
Tyrone Taylor RHB,—,N/A,28,11,3.00,1,1,0.182,0.182,0.545,0.364,0.306,-,30.0%,18.2%,16.2%,91.7,345.5,3,3,22.2%,11.1%,11.1%,55.6%,33.3%,70.0,5.9%,41.2%,11.8%,85.0%,55.6%,55.6%,20.0%,-,44.4%,44.4%,44.4%,11.1%,18.2%
Jared Young LHB,,+600,25,19,3.40,0,0,0.235,0.316,0.235,-,0.259,5.3%,21.9%,5.3%,13.5%,87.9,255.5,5,0,-,-,12.5%,37.5%,18.8%,72.3,26.7%,23.3%,10.0%,93.8%,56.2%,31.2%,0.0%,25.0%,31.2%,18.8%,43.8%,37.5%,37.5%
Brett Baty LHB,,+650,22,19,4.40,0,1,0.312,0.368,0.500,0.188,0.363,10.5%,24.4%,15.8%,14.7%,92.7,274.0,4,2,21.4%,14.3%,35.7%,57.1%,64.3%,76.4,65.8%,21.1%,18.4%,92.7%,71.4%,35.7%,0.0%,35.7%,21.4%,50.0%,35.7%,14.3%,54.5%
Bo Bichette RHB,,+740,19,18,4.80,0,0,0.333,0.444,0.333,-,0.355,16.7%,16.2%,11.1%,8.2%,91.4,265.0,2,1,-,-,7.7%,46.2%,38.5%,70.2,8.8%,23.5%,14.7%,91.9%,46.2%,15.4%,0.0%,30.8%,46.2%,15.4%,38.5%,46.2%,36.8%
A.J. Ewing LHB,,+820,33,11,3.80,0,1,0.100,0.182,0.100,-,0.146,-,22.7%,27.3%,10.0%,92.2,333.6,5,2,-,-,-,42.9%,14.3%,68.9,5.9%,35.3%,5.9%,81.0%,71.4%,57.1%,0.0%,14.3%,28.6%,-,57.1%,42.9%,33.3%
Jorge Polanco SHB,,+455,7,11,4.20,0,1,0.182,0.182,0.273,0.091,0.196,-,20.0%,9.1%,9.6%,88.8,257.2,3,2,-,-,33.3%,33.3%,22.2%,70.6,4.3%,30.4%,8.7%,92.0%,44.4%,22.2%,0.0%,22.2%,22.2%,33.3%,33.3%,33.3%,35.3%
