Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Oneil Cruz,LHB,PIT,Tarik Skubal,L,76.8,35.9,35.2,57.4,45.2
Munetaka Murakami,LHB,CWS,Christian Scott,R,28.1,50.9,27.1,59.2,43.6
Josh Bell,SHB,MIN,Casey Mize,R,37,43,30.5,56.8,42.1
Luis Campusano,RHB,SD,Dean Kremer,R,52.4,35.3,21,72.9,42.1
Brandon Lowe,LHB,PIT,Tarik Skubal,L,55.4,40.4,41,39.3,41.8
Denzer Guzman,RHB,LAA,Cody Bradford,L,4.9,44,34.9,42.5,37
Corey Seager,LHB,TEX,Ryan Johnson,R,39.4,51.3,19,34.2,36.1
Adley Rutschman,SHB,BOS,Blade Tidwell,R,30.7,43.7,14.7,53.3,36.1
Gabriel Arias,RHB,CHC,Bryan Woo,R,50.2,29.4,25.7,47.6,34.9
Griffin Conine,LHB,MIA,Jake Irvin,R,41.3,29.2,41.3,32.2,34.8
Ke'Bryan Hayes,RHB,CIN,Michael Soroka,R,49,41,22.3,35.3,34.8
Jeremy Pena,RHB,HOU,Jacob Lopez,L,25.1,35.6,27.9,45.7,34.8
Cole Carrigg,SHB,COL,Tanner Bibee,R,51.8,13.3,33.1,55.9,33.7
Austin Riley,RHB,ATL,Logan Henderson,R,45.4,31.7,26.1,40.2,33.5
Tyrone Taylor,RHB,CHC,Bryan Woo,R,39.4,34.8,22.9,41.8,33.4
Drake Baldwin,LHB,ATL,Logan Henderson,R,38,22.3,31.8,48.6,33.3
Christian Encarnacion-Strand,RHB,BAL,Shane McClanahan,L,25.1,29.1,37.4,37.7,33.3
Wilyer Abreu,LHB,BOS,Blade Tidwell,R,38.2,29.2,26.1,44.8,33.1
Carter Jensen,LHB,KC,Drew Anderson,R,28.5,35.7,29.9,32.8,32.5
Owen Caissie,LHB,MIA,Jake Irvin,R,40.4,30.8,18.6,48.4,32.5
Daylen Lile,LHB,WSH,Eury Perez,R,24.3,30.9,22.9,49.1,32.4
Max Muncy,LHB,LAD,Jared Jones,R,31.7,27.7,26.9,45,32.2
Abimelec Ortiz,LHB,WSH,Eury Perez,R,19.2,28.3,28.7,46,31.9
Tim Tawa,RHB,ARI,Rhett Lowder,R,45.3,28.5,25,39,31.8
Ben Rice,LHB,NYY,Dylan Cease,R,33.6,22.1,29.4,47.5,31.8
Colson Montgomery,LHB,CWS,Christian Scott,R,27.6,18.2,33,50.4,31.6
James McCann,RHB,ARI,Rhett Lowder,R,57.9,19.7,34.1,34.2,31.5
