Matchup,PIT @ HOU
Pitcher,Spencer Arrighetti
Pitcher Team,HOU
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,47.0,198,0.166,0.261,0.233,0.067,1.13,2,0.38,13.1%,25.3%,21.7%,25.0%,10.8%,8.23,53.3%,6.6%,5.8%,29.8%,31.4%,5.3%,20.7%
vsLHB,26.2,117,0.156,0.278,0.200,0.044,1.31,0,-,17.9%,28.7%,21.4%,23.6%,10.7%,8.44,49.2%,6.0%,4.6%,30.8%,33.8%,-,18.5%
vsRHB,20.1,81,0.178,0.237,0.274,0.096,0.89,2,0.89,6.2%,21.3%,22.2%,27.3%,11.1%,7.97,59.3%,7.6%,7.1%,28.6%,28.6%,12.5%,23.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Horwitz LHB,+630,29,5.00,2,2,0.292,0.379,0.583,0.292,0.401,13.8%,8.0%,3.4%,3.8%,87.5,20.8%,8.3%,20.8%,45.8%,41.7%,68.1,4.5%,27.3%,11.4%,97.8%,41.7%,20.0%,20.8%,20.8%,29.2%,45.8%,25.0%,26.7%
Ryan O'Hearn LHB,+590,19,3.80,2,2,0.333,0.368,0.667,0.333,0.443,5.3%,21.6%,15.8%,9.6%,89.3,13.3%,-,-,33.3%,26.7%,70.2,8.3%,30.6%,5.6%,100.0%,40.0%,33.3%,13.3%,40.0%,13.3%,46.7%,40.0%,27.3%
Marcell Ozuna RHB,N/A,26,4.20,1,2,0.150,0.346,0.300,0.150,0.302,19.2%,27.5%,15.4%,10.4%,91.6,12.5%,6.2%,12.5%,50.0%,37.5%,73.0,38.2%,29.4%,14.7%,89.5%,18.8%,33.3%,25.0%,50.0%,31.2%,43.8%,25.0%,4.8%
Oneil Cruz LHB,+320,21,4.40,1,2,0.222,0.333,0.389,0.167,0.320,14.3%,44.8%,38.1%,17.8%,97.2,10.0%,-,30.0%,60.0%,60.0%,78.3,76.0%,20.0%,16.0%,89.3%,30.0%,33.3%,50.0%,20.0%,40.0%,40.0%,20.0%,36.4%
Brandon Lowe LHB,+390,20,4.40,1,4,0.316,0.350,0.526,0.211,0.379,5.0%,27.3%,25.0%,12.9%,93.2,28.6%,21.4%,42.9%,50.0%,50.0%,74.6,46.9%,31.2%,21.9%,97.0%,50.0%,14.3%,21.4%,28.6%,57.1%,28.6%,14.3%,46.7%
Bryan Reynolds SHB,+710,19,4.80,1,1,0.375,0.421,0.688,0.312,0.453,10.5%,13.5%,10.5%,6.6%,91.6,13.3%,13.3%,20.0%,46.7%,40.0%,72.4,29.0%,35.5%,19.4%,88.6%,33.3%,20.0%,26.7%,40.0%,40.0%,40.0%,20.0%,39.1%
Jake Mangum SHB,+1600,18,3.80,1,1,0.438,0.500,0.625,0.188,0.489,5.6%,11.4%,11.1%,5.3%,78.0,7.1%,7.1%,21.4%,28.6%,42.9%,65.8,-,30.0%,6.7%,88.2%,14.3%,50.0%,28.6%,42.9%,35.7%,14.3%,50.0%,15.8%
Endy Rodriguez SHB,+920,18,4.20,1,1,0.143,0.333,0.357,0.214,0.310,22.2%,33.3%,33.3%,13.7%,92.4,12.5%,12.5%,37.5%,62.5%,25.0%,72.1,12.1%,18.2%,9.1%,86.8%,62.5%,20.0%,12.5%,12.5%,37.5%,25.0%,37.5%,32.0%
Jared Triolo RHB,+1020,26,4.00,0,0,0.240,0.269,0.240,-,0.230,3.8%,24.4%,34.6%,12.0%,82.4,-,-,12.5%,25.0%,31.2%,70.6,5.0%,20.0%,7.5%,88.9%,18.8%,0.0%,31.2%,43.8%,37.5%,37.5%,25.0%,50.0%
Henry Davis RHB,+540,22,3.60,0,0,0.059,0.273,0.059,-,0.191,18.2%,30.4%,27.3%,14.9%,79.0,-,-,45.5%,27.3%,18.2%,74.2,30.8%,12.8%,7.7%,86.7%,-,-,27.3%,18.2%,54.5%,27.3%,18.2%,48.0%
Nick Gonzales RHB,+1000,22,3.80,0,1,0.318,0.318,0.364,0.045,0.300,-,33.3%,22.7%,17.3%,78.3,-,-,17.6%,29.4%,17.6%,71.0,14.3%,22.9%,8.6%,89.7%,11.8%,0.0%,17.6%,58.8%,52.9%,23.5%,23.5%,39.1%
Jhostynxon Garcia RHB,N/A,15,2.40,0,0,0.286,0.333,0.286,-,0.281,6.7%,23.3%,20.0%,14.0%,84.2,-,-,9.1%,36.4%,36.4%,73.6,40.7%,22.2%,3.7%,90.0%,9.1%,0.0%,18.2%,72.7%,9.1%,81.8%,9.1%,60.0%
Tyler Callihan LHB,N/A,2,2.50,0,0,-,1.000,-,-,0.649,100.0%,42.9%,-,17.6%,-,-,-,-,-,-,65.9,-,-,-,100.0%,-,-,-,-,-,-,-,50.0%
