Matchup,MIA @ PIT
Pitcher,Max Meyer
Pitcher Team,MIA
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.0,325,0.197,0.266,0.314,0.117,1.09,7,0.80,8.9%,30.0%,26.5%,22.1%,14.3%,9.80,64.5%,7.0%,8.8%,43.9%,28.8%,11.9%,15.1%
vsLHB,43.1,179,0.184,0.256,0.285,0.101,1.13,2,0.42,11.2%,30.0%,30.2%,25.4%,13.9%,11.22,64.2%,7.6%,6.7%,46.2%,26.9%,7.1%,18.3%
vsRHB,35.2,146,0.212,0.279,0.348,0.136,1.04,5,1.26,6.2%,30.0%,21.9%,18.2%,14.9%,8.07,64.9%,6.2%,10.9%,41.6%,30.7%,16.1%,11.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Lowe LHB,,+385,27,28,4.40,2,3,0.250,0.321,0.583,0.333,0.374,10.7%,31.6%,17.9%,16.2%,92.4,285.3,6,4,5.0%,5.0%,30.0%,50.0%,25.0%,74.5,42.9%,25.0%,14.3%,98.2%,35.0%,28.6%,25.0%,35.0%,55.0%,25.0%,20.0%,38.5%
Tyler Callihan LHB,,+840,16,19,3.40,2,2,0.267,0.421,0.733,0.467,0.471,21.1%,29.7%,31.6%,15.3%,93.8,327.0,4,2,33.3%,33.3%,66.7%,55.6%,22.2%,69.3,12.1%,18.2%,15.2%,89.2%,66.7%,33.3%,11.1%,22.2%,77.8%,-,22.2%,55.6%
Spencer Horwitz LHB,,+650,13,29,4.60,1,1,0.280,0.379,0.440,0.160,0.362,10.3%,14.0%,13.8%,6.3%,86.8,238.0,5,4,14.3%,4.8%,14.3%,38.1%,28.6%,68.8,7.5%,22.6%,9.4%,93.0%,38.1%,12.5%,14.3%,23.8%,23.8%,38.1%,38.1%,24.1%
Nick Gonzales RHB,,+1200,12,28,4.20,1,2,0.222,0.250,0.407,0.185,0.284,3.6%,25.9%,21.4%,12.6%,84.1,289.4,6,2,9.5%,4.8%,9.5%,33.3%,42.9%,69.9,10.0%,24.0%,6.0%,94.3%,23.8%,20.0%,23.8%,52.4%,38.1%,47.6%,14.3%,21.4%
Marcell Ozuna RHB,—,N/A,26,23,3.20,1,2,0.200,0.304,0.350,0.150,0.292,13.0%,28.9%,26.1%,11.7%,95.3,304.8,3,2,15.4%,7.7%,23.1%,61.5%,38.5%,73.7,40.6%,34.4%,15.6%,84.2%,7.7%,100.0%,30.8%,61.5%,46.2%,30.8%,23.1%,5.0%
Endy Rodriguez SHB,,+860,36,22,2.80,1,2,0.190,0.227,0.429,0.238,0.281,4.5%,13.3%,22.7%,7.4%,93.5,285.0,8,3,18.8%,6.2%,25.0%,56.2%,37.5%,72.9,29.3%,31.7%,14.6%,93.2%,50.0%,12.5%,25.0%,12.5%,31.2%,25.0%,43.8%,31.6%
Henry Davis RHB,,+820,13,19,3.00,1,1,0.133,0.316,0.333,0.200,0.298,15.8%,27.6%,26.3%,11.6%,83.4,223.9,3,1,10.0%,10.0%,50.0%,40.0%,20.0%,73.4,30.4%,21.7%,13.0%,82.1%,20.0%,50.0%,20.0%,20.0%,60.0%,20.0%,20.0%,37.5%
Ryan O'Hearn LHB,,+710,33,16,4.00,1,1,0.312,0.312,0.500,0.188,0.354,-,28.6%,25.0%,15.9%,92.4,278.0,3,0,-,-,25.0%,41.7%,41.7%,70.5,6.1%,27.3%,9.1%,94.3%,25.0%,33.3%,33.3%,41.7%,33.3%,50.0%,16.7%,28.6%
Esmerlyn Valdez RHB,—,N/A,7,9,3.00,1,1,0.111,0.111,0.444,0.333,0.233,-,50.0%,55.6%,27.0%,89.3,368.2,2,1,25.0%,-,-,50.0%,50.0%,72.0,18.8%,18.8%,12.5%,80.0%,50.0%,50.0%,-,50.0%,-,50.0%,50.0%,40.0%
Jared Triolo RHB,,+1200,10,26,3.60,0,1,0.095,0.269,0.143,0.048,0.208,19.2%,39.4%,38.5%,12.6%,79.1,251.1,5,0,-,-,-,18.2%,45.5%,68.7,-,21.4%,3.6%,84.8%,36.4%,0.0%,18.2%,18.2%,18.2%,63.6%,18.2%,32.1%
Jake Mangum SHB,,+1600,15,22,3.80,0,0,0.476,0.455,0.571,0.095,0.439,-,17.3%,18.2%,9.8%,82.5,246.6,3,0,-,-,16.7%,27.8%,38.9%,66.6,2.1%,27.7%,4.3%,90.4%,11.1%,0.0%,22.2%,55.6%,38.9%,27.8%,33.3%,19.0%
Bryan Reynolds SHB,,+690,15,21,4.40,0,1,0.167,0.286,0.222,0.056,0.241,9.5%,25.0%,19.0%,9.6%,93.5,279.9,4,2,7.1%,-,-,57.1%,50.0%,72.7,32.1%,39.3%,14.3%,87.5%,28.6%,0.0%,28.6%,42.9%,28.6%,57.1%,14.3%,30.0%
Billy Cook RHB,—,N/A,1,5,2.00,0,0,0.200,0.200,0.200,-,0.178,-,14.3%,20.0%,8.3%,89.3,190.7,0,0,-,-,-,-,-,72.6,16.7%,50.0%,16.7%,85.7%,25.0%,0.0%,-,25.0%,-,75.0%,25.0%,60.0%
