Matchup,NYY @ SD
Pitcher,Walker Buehler
Pitcher Team,SD
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,131.1,559,0.256,0.320,0.413,0.157,1.36,17,1.16,8.8%,19.8%,19.5%,16.4%,8.9%,7.47,66.2%,8.2%,8.1%,38.1%,22.8%,17.8%,15.0%
vsLHB,69.1,311,0.276,0.329,0.412,0.136,1.53,7,0.91,9.3%,19.3%,19.9%,17.7%,8.6%,8.05,65.9%,8.8%,6.9%,37.5%,20.8%,15.6%,19.9%
vsRHB,61.0,248,0.231,0.308,0.413,0.182,1.18,10,1.48,8.1%,20.4%,19.0%,15.0%,9.3%,6.93,66.7%,7.6%,9.6%,38.8%,25.3%,20.0%,9.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Jones LHB,,+565,24,3.40,8,2,2,93.7,288.5,4,2,25.0%,-,50.0%,62.5%,62.5%,77.8,79.2%,20.8%,16.7%,96.0%,87.5%,37.5%,66.7%,50.0%,12.5%,50.0%,37.5%,12.5%,50.0%
Jazz Chisholm Jr. LHB,,+590,15,4.20,8,1,1,88.9,339.6,3,0,-,-,-,62.5%,37.5%,70.1,-,40.0%,13.3%,93.8%,37.5%,25.0%,50.0%,12.5%,62.5%,37.5%,37.5%,25.0%,66.7%
Amed Rosario RHB,—,N/A,26,4.00,8,1,1,93.3,273.6,2,1,12.5%,12.5%,25.0%,37.5%,50.0%,77.4,63.6%,45.5%,27.3%,84.6%,62.5%,25.0%,0.0%,37.5%,37.5%,37.5%,37.5%,25.0%,12.5%
Jose Caballero RHB,,+1160,14,3.80,8,1,1,89.3,266.2,2,2,12.5%,12.5%,25.0%,50.0%,37.5%,68.8,9.1%,54.5%,27.3%,84.6%,62.5%,37.5%,33.3%,25.0%,25.0%,25.0%,50.0%,25.0%,57.1%
Paul Goldschmidt RHB,—,N/A,19,3.60,8,0,0,87.5,242.9,2,0,-,-,-,12.5%,37.5%,70.1,-,53.8%,7.7%,92.9%,87.5%,50.0%,0.0%,37.5%,-,-,25.0%,75.0%,75.0%
Heliot Ramos RHB,—,N/A,20,3.00,8,0,1,91.0,268.9,1,1,12.5%,-,-,50.0%,25.0%,74.9,63.6%,36.4%,27.3%,100.0%,37.5%,25.0%,0.0%,12.5%,62.5%,12.5%,37.5%,50.0%,0.0%
Ryan McMahon LHB,,+770,17,3.00,8,0,0,93.7,251.1,1,1,-,-,12.5%,50.0%,12.5%,74.0,33.3%,77.8%,44.4%,100.0%,62.5%,50.0%,0.0%,12.5%,37.5%,25.0%,50.0%,25.0%,16.7%
Cody Bellinger LHB,,+625,21,4.60,8,0,0,94.6,267.4,1,0,-,-,12.5%,37.5%,50.0%,68.9,-,47.1%,5.9%,89.5%,62.5%,12.5%,0.0%,50.0%,37.5%,25.0%,62.5%,12.5%,42.9%
George Lombard Jr. RHB,,+920,19,3.40,8,0,0,89.0,244.4,1,0,-,-,-,37.5%,37.5%,72.0,18.2%,54.5%,9.1%,91.7%,50.0%,12.5%,0.0%,37.5%,50.0%,25.0%,25.0%,50.0%,50.0%
Trent Grisham LHB,,+568,20,3.60,8,0,1,89.6,236.9,1,1,-,-,12.5%,37.5%,25.0%,69.6,-,60.0%,10.0%,90.9%,37.5%,12.5%,0.0%,25.0%,62.5%,37.5%,37.5%,25.0%,14.3%
Ali Sanchez RHB,—,N/A,15,1.80,8,0,0,79.9,197.6,0,0,-,-,12.5%,37.5%,37.5%,68.2,-,44.4%,22.2%,90.0%,37.5%,25.0%,0.0%,12.5%,50.0%,25.0%,37.5%,37.5%,37.5%
Austin Wells LHB,,+790,24,3.00,8,0,1,93.5,254.3,2,1,12.5%,12.5%,12.5%,50.0%,37.5%,72.9,11.1%,33.3%,11.1%,90.0%,62.5%,37.5%,0.0%,25.0%,37.5%,50.0%,37.5%,12.5%,50.0%
Luis Garcia Jr. LHB,,+492,25,4.00,8,0,0,90.9,215.8,1,1,-,-,12.5%,50.0%,-,73.6,26.7%,33.3%,13.3%,100.0%,37.5%,25.0%,0.0%,12.5%,50.0%,50.0%,37.5%,12.5%,25.0%
Ben Rice LHB,,+441,31,4.60,8,0,0,82.7,265.3,1,1,12.5%,12.5%,37.5%,50.0%,50.0%,73.7,40.0%,40.0%,30.0%,90.9%,62.5%,12.5%,0.0%,50.0%,37.5%,37.5%,62.5%,-,80.0%
