Matchup,MIA @ PIT
Pitcher,Braxton Ashcraft
Pitcher Team,PIT
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.2,322,0.235,0.286,0.364,0.129,1.08,8,0.90,5.3%,27.8%,26.7%,27.0%,14.4%,9.72,67.4%,7.6%,5.6%,38.5%,25.8%,14.5%,13.1%
vsLHB,40.1,172,0.229,0.305,0.399,0.170,1.14,6,1.34,6.4%,29.1%,31.4%,29.0%,15.2%,12.05,68.6%,6.9%,6.9%,42.2%,31.4%,18.8%,20.6%
vsRHB,38.2,150,0.241,0.265,0.326,0.085,1.03,2,0.47,4.0%,26.3%,21.3%,24.1%,13.5%,7.45,66.0%,8.5%,4.5%,35.1%,20.7%,8.7%,6.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Otto Lopez RHB,,+980,24,25,4.40,1,1,0.478,0.520,0.739,0.261,0.540,4.0%,14.6%,4.0%,8.1%,92.2,307.8,5,3,9.1%,4.5%,9.1%,54.5%,36.4%,72.1,26.8%,34.1%,19.5%,89.1%,22.7%,20.0%,18.2%,59.1%,27.3%,54.5%,18.2%,24.0%
Heriberto Hernandez RHB,—,N/A,16,17,3.60,1,1,0.375,0.412,0.562,0.188,0.423,5.9%,34.7%,35.3%,19.1%,91.9,292.2,4,4,20.0%,-,10.0%,60.0%,50.0%,74.8,43.5%,13.0%,8.7%,93.9%,50.0%,20.0%,10.0%,30.0%,20.0%,60.0%,20.0%,55.0%
Kyle Stowers LHB,,+478,41,14,4.20,1,1,0.182,0.357,0.636,0.455,0.410,14.3%,41.4%,42.9%,19.0%,96.6,278.8,2,2,40.0%,20.0%,20.0%,60.0%,60.0%,76.0,73.1%,15.4%,7.7%,92.9%,40.0%,50.0%,20.0%,20.0%,40.0%,20.0%,40.0%,40.0%
Liam Hicks LHB,,+800,57,12,4.00,1,1,0.333,0.500,0.889,0.556,0.546,25.0%,4.8%,-,1.6%,92.0,258.8,2,1,11.1%,11.1%,22.2%,33.3%,11.1%,70.9,11.1%,38.9%,11.1%,85.7%,44.4%,25.0%,22.2%,33.3%,44.4%,44.4%,11.1%,14.3%
Owen Caissie LHB,,+790,34,11,3.00,1,1,0.111,0.273,0.444,0.333,0.309,18.2%,33.3%,54.5%,14.0%,88.5,369.8,1,1,33.3%,33.3%,33.3%,33.3%,33.3%,75.7,52.4%,9.5%,4.8%,87.5%,33.3%,100.0%,-,66.7%,66.7%,33.3%,-,57.1%
Leo Jimenez RHB,—,N/A,31,24,3.60,0,0,0.190,0.292,0.190,-,0.232,8.3%,12.8%,12.5%,7.1%,92.8,263.1,1,0,-,-,5.9%,35.3%,17.6%,72.1,24.4%,24.4%,12.2%,95.3%,11.8%,0.0%,17.6%,70.6%,29.4%,52.9%,17.6%,29.2%
Jakob Marsee LHB,,+1060,20,21,3.60,0,1,0.333,0.429,0.444,0.111,0.383,14.3%,11.5%,14.3%,4.3%,87.4,228.0,3,1,-,-,21.4%,42.9%,35.7%,69.6,4.5%,45.5%,13.6%,91.7%,21.4%,0.0%,42.9%,21.4%,42.9%,28.6%,28.6%,21.1%
Christopher Morel RHB,—,N/A,18,19,3.40,0,0,0.059,0.158,0.059,-,0.115,10.5%,32.4%,31.6%,14.8%,88.4,220.4,1,0,-,-,27.3%,45.5%,18.2%,75.8,58.8%,14.7%,11.8%,91.9%,27.3%,0.0%,18.2%,36.4%,45.5%,36.4%,18.2%,24.0%
Connor Norby RHB,,+775,19,16,3.20,0,2,0.182,0.438,0.273,0.091,0.347,18.8%,32.1%,37.5%,15.3%,86.0,311.8,3,2,-,-,60.0%,40.0%,20.0%,72.0,17.4%,8.7%,4.3%,85.2%,60.0%,0.0%,20.0%,20.0%,80.0%,20.0%,-,55.6%
Javier Sanoja RHB,,+1500,13,15,3.00,0,0,0.071,0.133,0.071,-,0.103,6.7%,9.7%,6.7%,5.4%,77.1,183.9,1,0,-,-,15.4%,7.7%,15.4%,68.3,7.7%,7.7%,3.8%,83.9%,7.7%,0.0%,7.7%,53.8%,38.5%,53.8%,7.7%,31.2%
Joe Mack LHB,,+1050,15,12,3.40,0,0,0.455,0.500,0.455,-,0.425,8.3%,5.0%,16.7%,2.2%,91.9,201.2,1,0,-,-,22.2%,33.3%,44.4%,74.5,41.2%,17.6%,11.8%,89.5%,11.1%,0.0%,55.6%,33.3%,33.3%,55.6%,11.1%,23.1%
Esteury Ruiz RHB,,+1040,12,12,2.60,0,0,0.273,0.333,0.455,0.182,0.340,8.3%,16.7%,16.7%,8.5%,79.2,276.7,3,0,-,-,11.1%,22.2%,44.4%,73.1,22.2%,22.2%,5.6%,81.8%,22.2%,0.0%,33.3%,33.3%,55.6%,22.2%,22.2%,41.7%
Xavier Edwards SHB,,+1450,13,11,4.00,0,1,0.250,0.273,0.250,-,0.221,9.1%,20.0%,18.2%,8.5%,85.7,227.4,3,0,-,-,25.0%,12.5%,25.0%,68.0,4.3%,26.1%,4.3%,92.0%,50.0%,0.0%,12.5%,12.5%,25.0%,37.5%,37.5%,33.3%
