Matchup,SD @ TB
Pitcher,Shane McClanahan
Pitcher Team,TB
Opposing Team,SD

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,17.1,0.63,="9-60",.150,.183,0.033,0,2,0,4,25.8,2,.177,.360
Batting Second,12.0,1.58,="12-48",.250,.354,0.104,1,2,0,3,15.5,7,.368,.722
Batting Third,12.1,1.46,="11-46",.239,.413,0.174,2,2,0,7,16.7,7,.352,.765
Batting Fourth,12.0,1.08,="11-47",.234,.532,0.298,3,5,0,9,30.6,2,.265,.797
Batting Fifth,11.2,1.03,="7-43",.163,.209,0.046,0,0,1,3,25.0,5,.250,.459
Batting Sixth,11.1,0.97,="10-44",.227,.295,0.068,1,0,0,3,17.8,1,.244,.539
Batting Seventh,9.1,1.61,="11-39",.282,.359,0.077,0,3,0,3,18.2,4,.364,.723
Batting Eighth,11.0,0.91,="5-36",.139,.278,0.139,1,2,0,2,26.2,5,.244,.522
Batting Ninth,9.2,1.14,="8-38",.211,.237,0.026,0,1,0,2,26.8,3,.268,.505

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Fernando Tatis Jr. RHB,Batting First ​,="111-373",.298,.504,0.206,17,24,1,53,16.2,34,.361,.865
Jake Cronenworth LHB,Batting Second ​,="30-114",.263,.342,0.079,2,3,0,13,28.9,13,.339,.681
Manny Machado RHB,Batting Third ​,="62-281",.221,.402,0.181,13,12,0,37,21.4,37,.311,.713
Ty France RHB,Batting Fourth ​,="44-140",.314,.493,0.179,6,7,0,23,18.8,17,.400,.893
Xander Bogaerts RHB,Batting Fifth ​,="38-164",.232,.305,0.073,3,3,0,16,19.8,16,.302,.607
Austin Hays RHB,Batting Fifth ​,="4-19",.211,.211,0.000,0,0,0,2,35.0,1,.250,.461
Jackson Merrill LHB,Batting Fifth ​,="46-164",.280,.543,0.263,11,6,2,30,24.7,11,.326,.869
Luis Rengifo SHB,Batting Sixth ​,="26-93",.280,.409,0.129,2,6,0,13,14.2,10,.362,.771
Gavin Sheets LHB,Batting Sixth ​,="14-79",.177,.342,0.165,3,4,0,10,27.1,5,.235,.577
Luis Campusano RHB,Batting Sixth ​,="12-44",.273,.386,0.113,1,2,0,7,20.8,8,.396,.782
Jase Bowen RHB,Batting Eighth ​,="3-31",.097,.129,0.032,0,1,0,3,37.5,0,.125,.254
Freddy Fermin RHB,Batting Ninth ​,="19-95",.200,.326,0.126,3,3,0,9,21.3,8,.267,.593
Dustin Harris LHB,Batting Ninth ​,="6-16",.375,.500,0.125,0,2,0,0,10.5,0,.412,.912
