Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Liam Hicks,LHB,MIA,Braxton Ashcraft,R,40.3,51.6,69.3,54.4,56.5
Kyle Stowers,LHB,MIA,Braxton Ashcraft,R,39.3,23.2,31.2,79.4,41.3
James Wood,LHB,WSH,Bryce Miller,R,33.3,48,34.2,35.9,39.4
Garrett Mitchell,LHB,MIL,Andrew Painter,R,34.2,36.3,24.9,62.2,39.1
Nolan Gorman,LHB,STL,Joe Ryan,R,24.4,49.4,23.8,48.5,39
Cam Smith,RHB,HOU,Luinder Avila,R,39.9,54.7,20.9,36.9,38.6
Carson Benge,LHB,NYM,Spencer Strider,R,32.3,47.6,19.3,49.9,38.2
Jake Bauers,LHB,MIL,Andrew Painter,R,47,34.3,31.3,46.9,37.8
Ty France,RHB,SD,Shane Baz,R,28.8,37.1,31.9,45.1,36.7
Bryce Harper,LHB,PHI,Jacob Misiorowski,R,45.1,31.3,31.3,44.1,35.9
Eric Haase,RHB,SF,Javier Assad,R,48.1,33.6,38.6,30.6,35.8
Jorge Mateo,RHB,ATL,Nolan McLean,R,43.6,38.8,33.2,29.5,35.3
Josh Bell,SHB,MIN,Kyle Leahy,R,36,34.3,29.5,38.5,34.1
Kody Clemens,LHB,MIN,Kyle Leahy,R,24.6,42.4,12.1,52.5,34.1
Luis Garcia Jr.,LHB,WSH,Bryce Miller,R,38.9,14.5,36.9,55.9,34
Owen Caissie,LHB,MIA,Braxton Ashcraft,R,39.3,39.1,17.8,42.9,33.7
Casey Schmitt,RHB,SF,Javier Assad,R,49.4,30.1,28.7,38.3,33.7
Jackson Chourio,RHB,MIL,Andrew Painter,R,24.5,37.1,33,33.6,33.7
Yordan Alvarez,LHB,HOU,Luinder Avila,R,29.7,45.9,18.9,35.7,33.6
Shohei Ohtani,LHB,LAD,Anthony Kay,L,21.9,32.8,28.8,44.1,33.3
Jo Adell,RHB,LAA,Shane McClanahan,L,38.6,43.4,26,25.1,33.1
Hunter Goodman,RHB,COL,Gage Jump,L,45.4,34.5,25,33.1,32.4
Ketel Marte,SHB,ARI,Nick Lodolo,L,20.1,33.4,24.6,42.8,31.8
Leo Jimenez,RHB,MIA,Braxton Ashcraft,R,18.5,46.5,,52,31.1
Kyle Karros,RHB,COL,Gage Jump,L,54.7,40.7,8.6,34.8,31
Ernie Clement,RHB,TOR,Ryan Weathers,L,20.1,27.7,37.3,32.5,31
Ryan O'Hearn,LHB,PIT,Sandy Alcantara,R,47.2,28.4,16.6,44.6,30.8
Masataka Yoshida,LHB,BOS,Jack Leiter,R,44.9,31,20.2,37.7,30.8
Nathan Church,LHB,STL,Joe Ryan,R,18.1,33.8,28.6,33.8,30.7
Francisco Alvarez,RHB,NYM,Spencer Strider,R,42.8,41.7,15.8,28.2,30.7
Pete Alonso,RHB,BAL,Griffin Canning,R,35,18.5,32.6,43.5,30.6
Seiya Suzuki,RHB,CHC,Landen Roupp,R,39.1,41.1,13.5,32.2,30.4
Jackson Merrill,LHB,SD,Shane Baz,R,29.5,39.7,19.8,30,30.3
Christian Yelich,LHB,MIL,Andrew Painter,R,37.9,23.1,22.7,45.8,30.1
Freddie Freeman,LHB,LAD,Anthony Kay,L,51.9,37.1,17.4,26.8,30.1
Yandy Diaz,RHB,TB,Samuel Aldegheri,L,49.3,16.7,47.1,20.7,30.1
Ian Happ,SHB,CHC,Landen Roupp,R,18.4,17.1,19.6,65.7,30.1
Junior Caminero,RHB,TB,Samuel Aldegheri,L,11.9,37.6,26.9,29.8,29.9
Justin Foscue,RHB,TEX,Sonny Gray,R,35,16.5,6.3,73.4,29.5
Colson Montgomery,LHB,CWS,Roki Sasaki,R,44.4,19.2,19.2,49.9,29.4
Miguel Andujar,RHB,SD,Shane Baz,R,52.4,23.2,23.2,35,29.1
Wilyer Abreu,LHB,BOS,Jack Leiter,R,51.3,6.7,30.4,49.7,29
Kerry Carpenter,LHB,DET,Tanner Bibee,R,38.3,26.3,18.6,40.5,28.7
Michael Harris II,LHB,ATL,Nolan McLean,R,28.7,29.3,15.4,43.7,28.7
Joc Pederson,LHB,TEX,Sonny Gray,R,25.7,36.5,28.8,18.4,28.6
Josh Naylor,LHB,SEA,Zack Littell,R,49.6,23,18,39.6,28.3
Jacob Young,RHB,WSH,Bryce Miller,R,44.1,24.8,19.5,37,28.2
Mike Trout,RHB,LAA,Shane McClanahan,L,30.2,20.3,20.3,47.4,28.1
Juan Soto,LHB,NYM,Spencer Strider,R,39.3,40.2,10.3,28.2,28.1
Mitch Garver,RHB,SEA,Zack Littell,R,42.9,15.5,25.7,42.8,28.1
Willy Adames,RHB,SF,Javier Assad,R,35.9,20.9,25.3,38.6,28.1
Gary Sanchez,RHB,MIL,Andrew Painter,R,39.1,18,25,40.9,27.9
Bryce Eldridge,LHB,SF,Javier Assad,R,31.3,15.7,37.3,31.6,27.7
Trevor Larnach,LHB,MIN,Kyle Leahy,R,41.5,20,12.6,50.5,27.6
Luke Raley,LHB,SEA,Zack Littell,R,28.6,20.1,26,39.3,27.5
Ivan Herrera,RHB,STL,Joe Ryan,R,42.3,22.4,25.6,29.3,27.1
Brice Turang,LHB,MIL,Andrew Painter,R,22.7,20.7,22.4,42.5,26.9
Vinnie Pasquantino,LHB,KC,Tatsuya Imai,R,17.4,30.5,18.9,34.7,26.8
Dillon Dingler,RHB,DET,Tanner Bibee,R,35.6,17,26.8,36.6,26.7
Matt Olson,LHB,ATL,Nolan McLean,R,7.1,28.5,28.3,28.7,26.4
Adolis Garcia,RHB,PHI,Jacob Misiorowski,R,26.3,28.9,11.8,40.5,26.4
Curtis Mead,RHB,WSH,Bryce Miller,R,34.7,21.9,32.2,21.8,26.2
Corey Seager,LHB,TEX,Sonny Gray,R,28.8,21.2,25,33.3,26.1
Jac Caglianone,LHB,KC,Tatsuya Imai,R,31.7,25.9,18.9,32.2,26
MJ Melendez,LHB,NYM,Spencer Strider,R,31.7,17.3,12.4,51.7,25.9
Christian Walker,RHB,HOU,Luinder Avila,R,34.5,21.8,28.4,24.6,25.8
Kyle Manzardo,LHB,CLE,Jack Flaherty,R,33.2,15.7,23.2,39.8,25.7
Isaac Paredes,RHB,HOU,Luinder Avila,R,32.7,19.3,22.1,35.6,25.6
Colt Keith,LHB,DET,Tanner Bibee,R,62.3,17.4,,53.2,25.6
Brandon Valenzuela,SHB,TOR,Ryan Weathers,L,17.7,30.3,30.3,16.3,25.5
Manny Machado,RHB,SD,Shane Baz,R,30.5,25.7,17.2,33.1,25.5
Alec Burleson,LHB,STL,Joe Ryan,R,14.8,25.9,25.9,28.2,25.4
Miguel Vargas,RHB,CWS,Roki Sasaki,R,38.2,18.7,18.7,36.5,25.1
Evan Carter,LHB,TEX,Sonny Gray,R,34.3,38.5,5.2,26.4,25.1
Brandon Nimmo,LHB,TEX,Sonny Gray,R,28.8,21.2,16.8,38.3,24.9
Wyatt Langford,RHB,TEX,Sonny Gray,R,33.2,15.7,14.2,47.2,24.9
Rafael Devers,LHB,SF,Javier Assad,R,29.2,13.7,23.5,40.2,24.8
JJ Wetherholt,LHB,STL,Joe Ryan,R,33.8,19.2,15.1,40.5,24.8
Randal Grichuk,RHB,CWS,Roki Sasaki,R,38.7,10.2,10.2,57.1,24.8
Lane Thomas,RHB,KC,Tatsuya Imai,R,46.8,8.4,8.4,58.3,24.7
Bryson Stott,LHB,PHI,Jacob Misiorowski,R,31.5,20.4,24.6,27.7,24.6
Marcell Ozuna,RHB,PIT,Sandy Alcantara,R,42,25.2,11.1,32.5,24.5
Coby Mayo,RHB,BAL,Griffin Canning,R,37.6,13.5,16.4,44.4,24.5
Julio Rodriguez,RHB,SEA,Zack Littell,R,38.8,14.3,13.7,45.7,24.4
J.T. Realmuto,RHB,PHI,Jacob Misiorowski,R,52.1,22.8,16,25.4,24.3
Kyle Schwarber,LHB,PHI,Jacob Misiorowski,R,43.1,28.2,20.8,14.8,24.1
Endy Rodriguez,SHB,PIT,Sandy Alcantara,R,58.9,25,,38,24.1
Ildemaro Vargas,SHB,ARI,Nick Lodolo,L,40,12.2,16.4,42.8,23.9
Otto Lopez,RHB,MIA,Braxton Ashcraft,R,38,21.6,7,41.1,23.7
Pedro Pages,RHB,STL,Joe Ryan,R,29.5,21.2,25.4,23,23.7
Jose Ramirez,SHB,CLE,Jack Flaherty,R,26.1,21,9.9,42.6,23.6
Jared Young,LHB,NYM,Spencer Strider,R,43,10.3,19.3,39.7,23.6
Ezequiel Duran,RHB,TEX,Sonny Gray,R,42.3,21,12.6,33.1,23.6
Dansby Swanson,RHB,CHC,Landen Roupp,R,20.5,24.5,16.5,31.1,23.4
Drew Romo,SHB,CWS,Roki Sasaki,R,31,16,19.2,35.9,23.4
Jose Altuve,RHB,HOU,Luinder Avila,R,23.5,31.1,15.3,21.8,23.3
Spencer Torkelson,RHB,DET,Tanner Bibee,R,46.2,17.2,18.8,28,23.3
Riley Greene,LHB,DET,Tanner Bibee,R,30.3,20.8,20.1,27.7,23.3
Connor Wong,RHB,BOS,Jack Leiter,R,46.4,20.7,,45.4,23.2
Andy Pages,RHB,LAD,Anthony Kay,L,22.5,19.3,22.5,29.7,23.2
