Matchup,BAL @ BOS
Pitcher,Brayan Bello
Pitcher Team,BOS
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,256,0.306,0.364,0.483,0.177,1.64,10,1.61,8.2%,25.7%,15.6%,16.3%,12.5%,6.43,62.6%,7.9%,9.7%,42.1%,23.1%,20.0%,22.1%
vsLHB,31.0,147,0.321,0.398,0.550,0.229,1.81,8,2.32,9.5%,25.4%,12.9%,14.4%,12.3%,5.52,64.6%,6.8%,12.3%,47.4%,26.3%,23.3%,28.9%
vsRHB,24.1,109,0.287,0.318,0.396,0.109,1.48,2,0.74,6.4%,26.0%,19.3%,18.4%,12.8%,7.77,60.0%,9.2%,6.2%,34.6%,18.5%,13.3%,12.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Colton Cowser LHB,+600,16,2.60,2,3,0.385,0.500,0.846,0.462,0.551,18.8%,22.2%,12.5%,10.5%,84.8,18.2%,9.1%,9.1%,27.3%,18.2%,75.3,50.0%,18.2%,9.1%,84.6%,36.4%,50.0%,9.1%,45.5%,27.3%,27.3%,45.5%,26.7%
Samuel Basallo LHB,+425,14,4.00,2,2,0.222,0.429,0.889,0.667,0.485,28.6%,13.0%,7.1%,5.4%,93.1,22.2%,11.1%,22.2%,44.4%,11.1%,73.8,45.0%,30.0%,15.0%,87.0%,55.6%,40.0%,-,44.4%,33.3%,55.6%,11.1%,23.1%
Gunnar Henderson LHB,+470,14,4.80,1,1,0.167,0.286,0.417,0.250,0.306,14.3%,12.1%,7.1%,5.8%,82.4,18.2%,9.1%,18.2%,27.3%,36.4%,73.4,25.9%,14.8%,7.4%,81.8%,54.5%,16.7%,9.1%,36.4%,18.2%,36.4%,45.5%,26.7%
Coby Mayo RHB,+520,9,3.40,1,1,0.125,0.222,0.500,0.375,0.313,-,8.7%,11.1%,4.7%,92.9,14.3%,14.3%,57.1%,28.6%,28.6%,77.1,77.3%,22.7%,9.1%,100.0%,14.3%,100.0%,28.6%,42.9%,100.0%,-,-,27.3%
Adley Rutschman SHB,+498,22,4.60,0,0,0.267,0.455,0.467,0.200,0.389,27.3%,15.4%,13.6%,6.1%,94.5,15.4%,-,23.1%,61.5%,23.1%,71.2,13.9%,30.6%,16.7%,92.3%,38.5%,0.0%,7.7%,46.2%,30.8%,61.5%,7.7%,29.4%
Jackson Holliday LHB,+760,18,4.00,0,0,0.133,0.278,0.133,-,0.207,16.7%,20.0%,16.7%,7.4%,88.9,8.3%,8.3%,8.3%,33.3%,33.3%,71.0,10.3%,31.0%,10.3%,96.7%,25.0%,0.0%,16.7%,41.7%,41.7%,33.3%,25.0%,13.6%
Leody Taveras SHB,+910,17,4.00,0,0,0.267,0.353,0.267,-,0.286,11.8%,42.4%,41.2%,21.5%,74.3,-,-,12.5%,25.0%,12.5%,73.0,41.4%,10.3%,3.4%,90.6%,12.5%,0.0%,12.5%,50.0%,37.5%,50.0%,12.5%,61.1%
Blaze Alexander RHB,N/A,12,2.80,0,0,0.400,0.500,0.500,0.100,0.436,16.7%,12.5%,8.3%,7.3%,74.6,-,-,-,33.3%,33.3%,73.9,45.0%,25.0%,10.0%,83.3%,-,-,22.2%,55.6%,22.2%,66.7%,11.1%,61.5%
Taylor Ward RHB,+540,11,5.00,0,1,0.200,0.182,0.200,-,0.162,-,7.1%,9.1%,2.4%,84.2,10.0%,-,-,30.0%,40.0%,67.3,-,66.7%,8.3%,85.7%,50.0%,0.0%,20.0%,30.0%,-,100.0%,-,26.7%
Pete Alonso RHB,+325,11,4.20,0,0,0.455,0.455,0.455,-,0.405,-,11.1%,-,4.7%,95.8,-,-,9.1%,54.5%,36.4%,78.0,87.5%,25.0%,31.2%,94.1%,27.3%,0.0%,27.3%,45.5%,18.2%,63.6%,18.2%,30.8%
Tyler O'Neill RHB,N/A,10,2.40,0,1,0.125,0.300,0.250,0.125,0.257,20.0%,7.1%,10.0%,2.9%,84.5,14.3%,14.3%,28.6%,14.3%,28.6%,71.1,16.7%,33.3%,-,85.7%,42.9%,0.0%,14.3%,28.6%,42.9%,42.9%,14.3%,27.3%
Weston Wilson RHB,N/A,9,1.60,0,0,0.143,0.333,0.143,-,0.243,22.2%,10.0%,11.1%,3.6%,80.7,-,-,16.7%,16.7%,16.7%,72.3,25.0%,25.0%,12.5%,100.0%,-,-,16.7%,50.0%,33.3%,33.3%,33.3%,25.0%
Jeremiah Jackson RHB,N/A,9,2.80,0,0,0.667,0.667,0.889,0.222,0.678,-,6.7%,-,3.4%,94.8,11.1%,-,-,66.7%,22.2%,74.5,50.0%,50.0%,42.9%,100.0%,33.3%,0.0%,11.1%,55.6%,11.1%,55.6%,33.3%,23.1%
