Matchup,MIA @ PHI
Pitcher,Ryan Gusto
Pitcher Team,MIA
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,9.0,40,0.289,0.302,0.368,0.079,1.44,0,-,5.0%,16.4%,22.5%,20.5%,7.9%,9.00,62.5%,6.6%,10.3%,48.3%,10.3%,-,17.2%
vsLHB,5.1,23,0.273,0.289,0.364,0.091,1.31,0,-,4.3%,8.6%,17.4%,22.2%,3.7%,6.75,56.5%,7.4%,5.6%,50.0%,11.1%,-,27.8%
vsRHB,3.2,17,0.312,0.320,0.375,0.062,1.64,0,-,5.9%,23.7%,29.4%,19.2%,12.9%,12.27,70.6%,5.7%,18.2%,45.5%,9.1%,-,-

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Alec Bohm RHB,,+830,23,24,4.20,2,1,0.304,0.333,0.609,0.304,0.403,4.2%,24.4%,16.7%,12.6%,88.5,251.8,4,1,10.5%,5.3%,10.5%,47.4%,36.8%,70.3,12.5%,22.5%,17.5%,90.9%,15.8%,33.3%,31.6%,47.4%,26.3%,42.1%,31.6%,26.1%
J.T. Realmuto RHB,,+900,23,22,4.00,2,2,0.167,0.318,0.500,0.333,0.353,13.6%,35.0%,31.8%,15.4%,91.7,328.7,4,3,27.3%,18.2%,18.2%,36.4%,54.5%,71.9,18.2%,21.2%,6.1%,84.6%,36.4%,50.0%,27.3%,36.4%,36.4%,27.3%,36.4%,34.8%
Bryce Harper LHB,,+340,33,19,4.20,1,2,0.133,0.316,0.333,0.200,0.294,21.1%,41.7%,15.8%,16.1%,93.9,272.9,2,1,8.3%,-,25.0%,66.7%,25.0%,76.0,60.9%,39.1%,26.1%,95.8%,25.0%,33.3%,25.0%,50.0%,66.7%,25.0%,8.3%,41.2%
Rafael Marchan SHB,—,N/A,18,17,3.20,1,1,0.125,0.176,0.312,0.188,0.214,5.9%,13.5%,5.9%,6.9%,83.4,192.9,1,1,6.7%,6.7%,33.3%,6.7%,33.3%,66.4,-,27.8%,2.8%,97.3%,13.3%,50.0%,20.0%,26.7%,46.7%,20.0%,33.3%,25.0%
Brandon Marsh LHB,,+620,23,15,4.20,1,1,0.231,0.333,0.462,0.231,0.345,13.3%,44.1%,40.0%,27.8%,92.9,268.1,3,2,14.3%,14.3%,28.6%,71.4%,71.4%,71.6,16.1%,19.4%,12.9%,93.9%,14.3%,100.0%,57.1%,14.3%,28.6%,57.1%,14.3%,53.8%
Kyle Schwarber LHB,,+225,35,14,4.40,1,1,0.385,0.429,0.615,0.231,0.451,7.1%,30.3%,35.7%,16.1%,99.3,268.7,2,1,12.5%,12.5%,50.0%,75.0%,50.0%,77.5,83.3%,23.3%,20.0%,93.8%,37.5%,33.3%,37.5%,25.0%,75.0%,25.0%,-,69.2%
Trea Turner RHB,,+850,24,24,4.40,0,0,0.174,0.208,0.217,0.043,0.191,4.2%,39.1%,41.7%,22.2%,78.4,236.9,1,0,-,-,-,15.4%,23.1%,70.5,10.0%,7.5%,2.5%,87.0%,15.4%,0.0%,15.4%,61.5%,23.1%,53.8%,23.1%,41.7%
Justin Crawford LHB,,+1150,8,18,2.20,0,0,0.167,0.167,0.222,0.056,0.169,-,41.9%,38.9%,27.3%,86.9,261.9,2,0,-,-,9.1%,9.1%,36.4%,68.9,2.5%,15.0%,2.5%,93.0%,36.4%,0.0%,27.3%,36.4%,9.1%,54.5%,36.4%,50.0%
Edmundo Sosa RHB,—,N/A,30,16,2.40,0,1,0.133,0.188,0.200,0.067,0.180,-,29.7%,25.0%,16.7%,89.0,268.4,4,2,18.2%,9.1%,18.2%,45.5%,36.4%,72.0,24.2%,21.2%,9.1%,89.2%,27.3%,0.0%,18.2%,36.4%,45.5%,18.2%,36.4%,11.8%
Bryson Stott LHB,,+625,22,16,4.00,0,1,0.200,0.250,0.267,0.067,0.231,6.2%,16.2%,31.2%,7.1%,88.2,269.7,5,1,-,-,10.0%,40.0%,50.0%,70.2,12.1%,18.2%,3.0%,91.7%,50.0%,0.0%,20.0%,20.0%,20.0%,20.0%,60.0%,13.6%
Garrett Stubbs LHB,—,N/A,9,12,2.60,0,0,0.200,0.333,0.200,-,0.262,8.3%,4.2%,-,2.5%,78.8,251.8,3,0,-,-,10.0%,50.0%,30.0%,69.0,-,33.3%,-,90.0%,20.0%,0.0%,30.0%,20.0%,10.0%,70.0%,20.0%,41.7%
Derek Hill RHB,—,N/A,21,11,3.00,0,0,0.300,0.364,0.300,-,0.308,-,47.6%,36.4%,21.3%,78.4,181.7,0,0,-,-,-,-,-,69.1,10.5%,10.5%,-,95.0%,-,-,-,66.7%,33.3%,16.7%,50.0%,20.0%
Gabriel Rincones Jr. LHB,,+1040,-,2,3.00,0,0,-,-,-,-,-,-,14.3%,50.0%,12.5%,75.1,-,0,0,-,-,-,-,-,79.1,83.3%,-,-,85.7%,-,-,-,100.0%,100.0%,-,-,100.0%
