Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Travis Bazzana","CLE","Davis Martin","CWS","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","1"
"Patrick Bailey","CLE","Davis Martin","CWS","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Nathaniel Lowe","CLE","Davis Martin","CWS","2","1.000","1.00","2.00","3.00","0","1","0","1","2","1","6","0.0","1.000","0"
"Dansby Swanson","CHC","Randy Dobnak","KC","2","1.000","1.00","1.00","2.00","1","0","1","0","1","1","4","0.0","1.000","0"
"Daylen Lile","WSH","Brady Singer","CIN","3","1.000","1.00","1.67","2.67","1","0","1","1","2","4","8","0.0","1.000","0"
"Alec Burleson","STL","Michael Lorenzen","COL","5","0.800","0.67","1.20","2.00","2","0","0","2","2","3","10","0.0","0.800","0"
"Elly De La Cruz","CIN","Brad Lord","WSH","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Yandy Diaz","TB","Emerson Hancock","SEA","3","0.667","0.67","0.33","1.00","1","1","0","0","1","2","3","0.0","0.667","0"
"Mickey Moniak","COL","Michael McGreevy","STL","6","0.667","0.60","0.50","1.17","3","0","0","1","1","1","7","0.0","0.667","0"
"Andrew Benintendi","CWS","Joey Cantillo","CLE","6","0.667","0.60","0.50","1.17","3","0","0","1","1","1","7","0.0","0.667","0"
"Miguel Rojas","LAD","Eduardo Rodriguez","ARI","12","0.667","0.73","0.08","0.75","7","1","0","0","1","0","9","8.3","0.692","1"
"Enrique Hernandez","LAD","Eduardo Rodriguez","ARI","15","0.533","0.55","0.47","1.00","5","1","0","2","3","3","15","13.3","0.533","0"
"Corey Seager","TEX","Cade Povich","BAL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","0"
"Austin Hedges","CLE","Davis Martin","CWS","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.600","1"
"Corbin Carroll","ARI","Justin Wrobleski","LAD","6","0.500","0.50","0.17","0.67","2","1","0","0","1","1","4","0.0","0.571","1"
"Riley Greene","DET","Logan Webb","SF","6","0.500","0.75","0.33","0.83","1","2","0","0","2","2","5","33.3","0.500","0"
"Geraldo Perdomo","ARI","Justin Wrobleski","LAD","6","0.500","0.60","0.17","0.67","2","1","0","0","1","2","4","16.7","0.500","0"
"Andy Pages","LAD","Eduardo Rodriguez","ARI","13","0.462","0.42","0.31","0.77","4","1","0","1","2","3","10","0.0","0.462","0"
"Luis Rengifo","SD","Cristian Javier","HOU","11","0.455","0.67","0.27","0.73","4","0","0","1","1","3","8","36.4","0.500","1"
"James Outman","DET","Logan Webb","SF","9","0.444","0.50","0.22","0.67","3","0","1","0","1","1","6","11.1","0.545","1"
"Freddie Freeman","LAD","Eduardo Rodriguez","ARI","23","0.435","0.50","0.26","0.70","6","3","0","1","4","6","16","21.7","0.462","2"
"Nolan Schanuel","LAA","Ryan Gusto","MIA","5","0.400","0.00","1.20","1.60","0","0","0","2","2","4","8","0.0","0.400","0"
"Lane Thomas","ATL","Cam Schlittler","NYY","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.400","0"
"Ryan McMahon","NYY","Grant Holmes","ATL","5","0.400","0.50","0.60","1.00","1","0","0","1","1","1","5","40.0","0.500","1"
"Luke Maile","KC","Matthew Boyd","CHC","5","0.400","0.50","0.80","1.20","0","1","0","1","2","1","6","40.0","0.571","2"
"Luis Garcia Jr.","NYY","Grant Holmes","ATL","10","0.400","0.43","0.50","0.90","1","2","0","1","3","1","9","20.0","0.400","0"
"Myles Straw","TOR","Jesus Luzardo","PHI","11","0.364","0.50","0.09","0.45","3","1","0","0","1","3","5","27.3","0.364","0"
"Ryan Waldschmidt","ARI","Justin Wrobleski","LAD","3","0.333","1.00","0.33","0.67","0","1","0","0","1","0","2","66.7","0.333","0"
"Chase Meidroth","CWS","Joey Cantillo","CLE","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Jackson Chourio","MIL","Connor Prielipp","MIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","66.7","0.333","0"
"Angel Martinez","CLE","Davis Martin","CWS","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Xander Bogaerts","SD","Cristian Javier","HOU","6","0.333","0.50","0.33","0.67","0","2","0","0","2","2","4","33.3","0.333","0"
"Teoscar Hernandez","LAD","Eduardo Rodriguez","ARI","31","0.323","0.35","0.45","0.77","3","3","1","3","7","7","24","29.0","0.313","0"
"Shohei Ohtani","LAD","Eduardo Rodriguez","ARI","26","0.308","0.38","0.35","0.65","3","3","0","2","5","3","17","30.8","0.438","6"
"Luis Arraez","PHI","Shane Bieber","TOR","31","0.290","0.29","0.03","0.32","8","1","0","0","1","1","10","0.0","0.333","2"
"Gleyber Torres","DET","Logan Webb","SF","7","0.286","0.33","0.43","0.71","1","0","0","1","1","2","5","42.9","0.444","2"
"Ernie Clement","TOR","Jesus Luzardo","PHI","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Fernando Tatis Jr.","SD","Cristian Javier","HOU","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.400","1"
"Bobby Witt Jr.","KC","Matthew Boyd","CHC","8","0.250","0.33","0.13","0.38","1","1","0","0","1","0","3","25.0","0.250","0"
"Salvador Perez","KC","Matthew Boyd","CHC","52","0.231","0.24","0.13","0.37","9","1","0","2","3","6","19","17.3","0.241","0"
"Bryan Reynolds","PIT","Sean Manaea","NYM","9","0.222","0.14","0.33","0.56","1","0","0","1","1","2","5","11.1","0.364","2"
"Miguel Vargas","CWS","Joey Cantillo","CLE","5","0.200","0.50","0.20","0.40","0","1","0","0","1","0","2","60.0","0.200","0"
"Manny Machado","SD","Cristian Javier","HOU","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","40.0","0.200","0"
"George Springer","TOR","Jesus Luzardo","PHI","10","0.200","0.17","0.30","0.50","1","0","0","1","1","1","5","30.0","0.273","1"
"Colt Keith","DET","Logan Webb","SF","6","0.167","0.20","0.33","0.50","0","0","1","0","1","0","3","16.7","0.167","0"
"Kyle Tucker","LAD","Eduardo Rodriguez","ARI","25","0.160","0.14","0.28","0.44","1","1","0","2","3","5","11","36.0","0.276","4"
